#Table: J/PASP/110/863/g8v.dat.gz (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------
 lambda|    nflam|  sdnflam|      fsv|       fg|       fj|       fs|       fk
 4930.0| 1.053512| 0.028288| 0.000000| 0.000000| 1.088481| 1.042587| 1.029468
 4935.0| 1.026085| 0.024910| 0.000000| 0.000000| 1.054784| 1.000469| 1.023003
 4940.0| 1.019557| 0.017315| 0.000000| 0.000000| 1.041375| 1.010335| 1.006961
 4945.0| 1.062211| 0.036358| 0.000000| 0.000000| 1.103275| 1.059618| 1.023739
 4950.0| 1.074647| 0.035754| 0.000000| 0.000000| 1.117597| 1.065435| 1.040909
 4955.0| 1.030859| 0.032680| 0.000000| 0.000000| 1.069837| 0.999441| 1.023298
 4960.0| 1.020821| 0.026363| 0.000000| 0.000000| 1.053700| 1.009196| 0.999569
 4965.0| 1.034788| 0.030272| 0.000000| 0.000000| 1.067733| 1.035218| 1.001415
 4970.0| 1.036340| 0.025168| 0.000000| 0.000000| 1.063956| 1.036245| 1.008818
 4975.0| 1.042708| 0.039068| 0.000000| 0.000000| 1.083353| 1.046724| 0.998047
 4980.0| 0.990992| 0.018581| 0.000000| 0.000000| 1.014260| 0.976488| 0.982229
 4985.0| 0.970913| 0.009906| 0.000000| 0.000000| 0.976390| 0.958418| 0.977929
 4990.0| 1.008118| 0.025082| 0.000000| 0.000000| 1.032981| 1.012755| 0.978617
 4995.0| 1.013324| 0.033568| 0.000000| 0.000000| 1.047503| 1.018051| 0.974418
 5000.0| 0.983376| 0.017959| 0.000000| 0.000000| 1.004250| 0.980688| 0.965190
 5005.0| 0.950078| 0.003309| 0.000000| 0.000000| 0.950006| 0.946487| 0.953741
 5010.0| 0.951645| 0.008519| 0.000000| 0.000000| 0.962310| 0.947666| 0.944959
 5015.0| 0.932062| 0.011914| 0.000000| 0.000000| 0.917960| 0.934501| 0.943725
 5020.0| 0.951685| 0.002332| 0.000000| 0.000000| 0.948753| 0.953476| 0.952824
 5025.0| 0.974591| 0.003590| 0.000000| 0.000000| 0.975626| 0.977912| 0.970234
 5030.0| 1.005226| 0.026010| 0.000000| 0.000000| 1.033804| 1.005059| 0.976816
 5035.0| 0.991380| 0.032308| 0.000000| 0.000000| 1.029210| 0.985854| 0.959077
 5040.0| 0.945019| 0.006378| 0.000000| 0.000000| 0.952738| 0.939100| 0.943219
 5045.0| 0.975538| 0.020326| 0.000000| 0.000000| 0.999537| 0.971524| 0.955554
 5050.0| 0.997789| 0.015918| 0.000000| 0.000000| 1.017073| 0.993161| 0.983134
 5055.0| 1.025145| 0.021027| 0.000000| 0.000000| 1.049975| 1.020976| 1.004482
 5060.0| 1.039883| 0.035100| 0.000000| 0.000000| 1.079934| 1.036456| 1.003258
 5065.0| 1.001980| 0.028519| 0.000000| 0.000000| 1.034920| 0.998253| 0.972767
 5070.0| 0.976924| 0.031640| 0.000000| 0.000000| 1.008357| 0.982664| 0.939751
 5075.0| 0.965357| 0.029153| 0.000000| 0.000000| 0.994439| 0.970451| 0.931179
 5080.0| 0.950008| 0.011084| 0.000000| 0.000000| 0.963908| 0.944634| 0.941484
 5085.0| 0.975707| 0.017053| 0.000000| 0.000000| 0.994574| 0.975314| 0.957232
 5090.0| 1.010934| 0.038368| 0.000000| 0.000000| 1.049413| 1.017310| 0.966079
 5095.0| 0.999420| 0.039104| 0.000000| 0.000000| 1.044970| 0.993349| 0.959942
 5100.0| 0.972426| 0.024263| 0.000000| 0.000000| 0.999783| 0.970794| 0.946701
 5105.0| 0.971468| 0.032777| 0.000000| 0.000000| 1.008798| 0.968424| 0.937183
 5110.0| 0.971463| 0.027811| 0.000000| 0.000000| 0.997638| 0.978731| 0.938021
 5115.0| 1.002902| 0.046103| 0.000000| 0.000000| 1.049810| 1.009457| 0.949439
 5120.0| 0.993290| 0.040081| 0.000000| 0.000000| 1.037966| 0.991711| 0.950195
 5125.0| 0.945551| 0.019175| 0.000000| 0.000000| 0.966311| 0.946034| 0.924307
 5130.0| 0.940723| 0.034876| 0.000000| 0.000000| 0.972358| 0.951530| 0.898282
 5135.0| 0.944194| 0.041355| 0.000000| 0.000000| 0.987649| 0.947690| 0.897243
 5140.0| 0.926576| 0.027523| 0.000000| 0.000000| 0.958291| 0.923156| 0.898282
 5145.0| 0.916871| 0.029608| 0.000000| 0.000000| 0.941594| 0.928876| 0.880144
 5150.0| 0.922717| 0.037323| 0.000000| 0.000000| 0.953048| 0.938884| 0.876219
 5155.0| 0.952192| 0.037650| 0.000000| 0.000000| 0.987368| 0.962410| 0.906799
 5160.0| 0.943589| 0.053763| 0.000000| 0.000000| 1.002920| 0.942704| 0.885142
 5165.0| 0.802334| 0.051536| 0.000000| 0.000000| 0.859626| 0.800622| 0.746753
 5170.0| 0.695687| 0.060358| 0.000000| 0.000000| 0.752644| 0.711237| 0.623179
 5175.0| 0.756834| 0.089318| 0.000000| 0.000000| 0.820408| 0.805927| 0.644165
 5180.0| 0.803941| 0.059707| 0.000000| 0.000000| 0.866765| 0.808829| 0.736229
 5185.0| 0.806027| 0.018200| 0.000000| 0.000000| 0.827646| 0.788368| 0.802068
 5190.0| 0.882176| 0.024854| 0.000000| 0.000000| 0.905671| 0.888518| 0.852340
 5195.0| 0.924545| 0.011674| 0.000000| 0.000000| 0.933111| 0.930677| 0.909846
 5200.0| 0.954829| 0.016881| 0.000000| 0.000000| 0.974641| 0.951823| 0.938021
 5205.0| 0.912505| 0.012759| 0.000000| 0.000000| 0.927862| 0.900532| 0.909120
 5210.0| 0.912832| 0.019017| 0.000000| 0.000000| 0.930907| 0.917543| 0.890047
 5215.0| 0.964733| 0.020499| 0.000000| 0.000000| 0.977731| 0.977662| 0.938805
 5220.0| 0.985494| 0.004443| 0.000000| 0.000000| 0.991074| 0.982274| 0.983134
 5225.0| 0.940890| 0.011493| 0.000000| 0.000000| 0.930055| 0.937917| 0.954699
 5230.0| 0.934145| 0.005507| 0.000000| 0.000000| 0.941086| 0.930215| 0.931135
 5235.0| 0.988386| 0.003860| 0.000000| 0.000000| 0.992743| 0.984281| 0.988135
 5240.0| 1.040844| 0.008692| 0.000000| 0.000000| 1.044960| 1.029929| 1.047642
 5245.0| 1.021550| 0.005193| 0.000000| 0.000000| 1.016381| 1.020626| 1.027642
 5250.0| 0.988146| 0.006407| 0.000000| 0.000000| 0.984152| 0.996245| 0.984040
 5255.0| 0.996829| 0.013513| 0.000000| 0.000000| 1.007175| 1.003444| 0.979867
 5260.0| 0.973688| 0.012389| 0.000000| 0.000000| 0.989035| 0.963276| 0.968752
 5265.0| 0.871841| 0.027737| 0.000000| 0.000000| 0.859547| 0.849528| 0.906447
 5270.0| 0.848759| 0.014181| 0.000000| 0.000000| 0.838132| 0.841558| 0.866588
 5275.0| 0.931576| 0.009747| 0.000000| 0.000000| 0.933862| 0.940926| 0.919941
 5280.0| 0.997349| 0.009747| 0.000000| 0.000000| 0.997601| 0.986556| 1.007889
 5285.0| 1.026280| 0.023855| 0.000000| 0.000000| 1.016326| 1.006584| 1.055930
 5290.0| 1.059361| 0.015315| 0.000000| 0.000000| 1.077766| 1.044929| 1.055390
 5295.0| 1.018136| 0.009589| 0.000000| 0.000000| 1.026260| 1.006266| 1.021881
 5300.0| 0.993127| 0.007740| 0.000000| 0.000000| 0.991407| 0.985638| 1.002335
 5305.0| 1.038406| 0.007283| 0.000000| 0.000000| 1.047239| 1.036223| 1.031755
 5310.0| 1.067830| 0.007930| 0.000000| 0.000000| 1.077234| 1.060120| 1.066136
 5315.0| 1.055923| 0.007107| 0.000000| 0.000000| 1.063307| 1.047786| 1.056676
 5320.0| 1.015374| 0.011992| 0.000000| 0.000000| 1.028964| 1.002751| 1.014408
 5325.0| 0.946221| 0.018424| 0.000000| 0.000000| 0.945979| 0.926163| 0.966519
 5330.0| 0.935834| 0.007995| 0.000000| 0.000000| 0.927469| 0.935074| 0.944959
 5335.0| 0.993922| 0.020261| 0.000000| 0.000000| 1.012737| 0.999581| 0.969449
 5340.0| 1.001924| 0.005673| 0.000000| 0.000000| 1.004976| 0.994761| 1.006034
 5345.0| 1.006695| 0.012526| 0.000000| 0.000000| 1.006518| 0.993055| 1.020511
 5350.0| 1.028738| 0.007574| 0.000000| 0.000000| 1.035414| 1.019433| 1.031366
 5355.0| 1.063779| 0.013719| 0.000000| 0.000000| 1.081049| 1.053727| 1.056562
 5360.0| 1.066208| 0.019056| 0.000000| 0.000000| 1.089665| 1.049676| 1.059285
 5365.0| 1.008366| 0.016950| 0.000000| 0.000000| 1.025585| 0.988690| 1.010822
 5370.0| 0.964826| 0.007191| 0.000000| 0.000000| 0.969098| 0.955735| 0.969645
 5375.0| 1.002814| 0.012016| 0.000000| 0.000000| 1.016733| 1.001138| 0.990571
 5380.0| 1.030932| 0.007149| 0.000000| 0.000000| 1.039954| 1.026215| 1.026627
 5385.0| 1.020884| 0.003230| 0.000000| 0.000000| 1.022637| 1.016826| 1.023189
 5390.0| 0.996151| 0.005905| 0.000000| 0.000000| 1.002263| 0.989380| 0.996811
 5395.0| 0.962607| 0.010166| 0.000000| 0.000000| 0.956329| 0.956023| 0.975470
 5400.0| 0.952130| 0.007972| 0.000000| 0.000000| 0.950255| 0.944494| 0.961640
 5405.0| 0.936968| 0.013634| 0.000000| 0.000000| 0.926863| 0.929918| 0.954124
 5410.0| 0.956431| 0.004966| 0.000000| 0.000000| 0.954750| 0.952015| 0.962527
 5415.0| 1.000230| 0.009094| 0.000000| 0.000000| 1.010506| 0.999582| 0.990602
 5420.0| 1.013517| 0.009151| 0.000000| 0.000000| 1.025084| 1.007579| 1.007889
 5425.0| 0.998000| 0.011683| 0.000000| 0.000000| 1.012778| 0.990505| 0.990718
 5430.0| 0.976888| 0.009530| 0.000000| 0.000000| 0.987368| 0.966480| 0.976816
 5435.0| 0.987610| 0.011715| 0.000000| 0.000000| 0.977114| 0.983809| 1.001906
 5440.0| 1.030813| 0.010279| 0.000000| 0.000000| 1.041253| 1.018870| 1.032316
 5445.0| 1.016727| 0.014800| 0.000000| 0.000000| 1.021365| 0.998701| 1.030116
 5450.0| 1.008511| 0.008853| 0.000000| 0.000000| 1.017525| 0.998262| 1.009747
 5455.0| 1.005553| 0.009910| 0.000000| 0.000000| 1.016737| 1.004883| 0.995037
 5460.0| 1.008613| 0.014157| 0.000000| 0.000000| 1.025484| 1.005380| 0.994976
 5465.0| 1.009681| 0.003112| 0.000000| 0.000000| 1.006589| 1.013298| 1.009157
 5470.0| 1.010031| 0.003517| 0.000000| 0.000000| 1.007427| 1.008259| 1.014408
 5475.0| 0.981800| 0.009372| 0.000000| 0.000000| 0.974385| 0.977490| 0.993525
 5480.0| 0.974940| 0.006534| 0.000000| 0.000000| 0.967358| 0.981544| 0.975917
 5485.0| 1.004776| 0.011772| 0.000000| 0.000000| 1.015469| 1.008408| 0.990451
 5490.0| 1.020276| 0.003040| 0.000000| 0.000000| 1.023829| 1.019785| 1.017215
 5495.0| 1.023748| 0.004775| 0.000000| 0.000000| 1.022245| 1.019415| 1.029583
 5500.0| 1.019259| 0.005349| 0.000000| 0.000000| 1.022414| 1.012512| 1.022852
 5505.0| 1.004540| 0.001280| 0.000000| 0.000000| 1.005865| 1.004524| 1.003230
 5510.0| 0.999342| 0.002784| 0.000000| 0.000000| 1.002667| 0.996710| 0.998649
 5515.0| 1.010450| 0.014356| 0.000000| 0.000000| 0.995609| 1.008805| 1.026935
 5520.0| 1.032777| 0.009053| 0.000000| 0.000000| 1.024568| 1.029975| 1.043789
 5525.0| 1.008920| 0.004943| 0.000000| 0.000000| 1.012874| 1.002776| 1.011109
 5530.0| 0.989284| 0.009264| 0.000000| 0.000000| 0.996733| 0.993402| 0.977716
 5535.0| 1.006542| 0.010351| 0.000000| 0.000000| 1.009630| 1.016025| 0.993970
 5540.0| 1.029180| 0.002531| 0.000000| 0.000000| 1.031809| 1.026263| 1.029468
 5545.0| 1.036514| 0.006517| 0.000000| 0.000000| 1.031139| 1.033790| 1.044613
 5550.0| 1.041957| 0.002837| 0.000000| 0.000000| 1.043645| 1.038436| 1.043789
 5555.0| 1.034519| 0.004418| 0.000000| 0.000000| 1.036534| 1.028994| 1.038028
 5560.0| 1.020373| 0.005943| 0.000000| 0.000000| 1.026569| 1.013580| 1.020970
 5565.0| 0.994638| 0.005686| 0.000000| 0.000000| 1.001704| 0.992197| 0.990015
 5570.0| 0.976655| 0.004211| 0.000000| 0.000000| 0.981873| 0.973074| 0.975018
 5575.0| 0.997773| 0.001021| 0.000000| 0.000000| 0.999053| 0.997198| 0.997069
 5580.0| 1.010949| 0.003841| 0.000000| 0.000000| 1.015626| 1.007474| 1.009747
 5585.0| 0.965530| 0.010480| 0.000000| 0.000000| 0.972597| 0.952282| 0.971710
 5590.0| 0.933422| 0.007237| 0.000000| 0.000000| 0.928270| 0.942574| 0.929422
 5595.0| 0.951938| 0.015281| 0.000000| 0.000000| 0.953418| 0.967889| 0.934507
 5600.0| 0.968583| 0.003569| 0.000000| 0.000000| 0.964109| 0.970208| 0.971433
 5605.0| 1.001010| 0.012733| 0.000000| 0.000000| 0.984917| 1.008349| 1.009764
 5610.0| 1.026111| 0.005854| 0.000000| 0.000000| 1.032262| 1.019442| 1.026627
 5615.0| 0.990232| 0.016828| 0.000000| 0.000000| 0.982411| 0.976992| 1.011293
 5620.0| 0.981866| 0.011548| 0.000000| 0.000000| 0.968803| 0.982734| 0.994060
 5625.0| 0.992197| 0.013187| 0.000000| 0.000000| 0.975918| 0.997201| 1.003473
 5630.0| 1.012804| 0.008562| 0.000000| 0.000000| 1.002192| 1.016190| 1.020030
 5635.0| 1.014949| 0.006331| 0.000000| 0.000000| 1.017259| 1.007135| 1.020453
 5640.0| 1.002185| 0.009766| 0.000000| 0.000000| 0.994586| 0.997562| 1.014408
 5645.0| 1.003034| 0.011188| 0.000000| 0.000000| 0.989716| 1.005534| 1.013850
 5650.0| 0.999920| 0.008995| 0.000000| 0.000000| 0.988670| 1.004127| 1.006961
 5655.0| 0.976453| 0.007060| 0.000000| 0.000000| 0.969277| 0.975455| 0.984627
 5660.0| 0.958599| 0.014474| 0.000000| 0.000000| 0.941239| 0.962230| 0.972328
 5665.0| 0.982692| 0.012167| 0.000000| 0.000000| 0.967424| 0.988602| 0.992050
 5670.0| 1.007512| 0.010864| 0.000000| 0.000000| 0.994241| 1.011081| 1.017215
 5675.0| 1.018164| 0.000863| 0.000000| 0.000000| 1.018164| 1.017363| 1.018964
 5680.0| 1.004980| 0.005077| 0.000000| 0.000000| 1.008486| 0.998565| 1.007889
 5685.0| 0.985485| 0.011917| 0.000000| 0.000000| 0.977035| 0.978895| 1.000525
 5690.0| 0.989702| 0.007555| 0.000000| 0.000000| 0.981205| 0.990171| 0.997729
 5695.0| 0.997993| 0.002546| 0.000000| 0.000000| 0.999059| 1.000127| 0.994793
 5700.0| 0.978577| 0.004202| 0.000000| 0.000000| 0.973337| 0.981971| 0.980421
 5705.0| 0.949610| 0.003241| 0.000000| 0.000000| 0.945497| 0.951630| 0.951701
 5710.0| 0.934802| 0.012476| 0.000000| 0.000000| 0.919509| 0.939067| 0.945829
 5715.0| 0.976004| 0.015477| 0.000000| 0.000000| 0.957592| 0.979457| 0.990963
 5720.0| 1.020877| 0.014407| 0.000000| 0.000000| 1.010216| 1.013424| 1.038993
 5725.0| 1.027961| 0.011548| 0.000000| 0.000000| 1.025761| 1.016548| 1.041574
 5730.0| 1.016003| 0.007672| 0.000000| 0.000000| 1.010401| 1.011927| 1.025682
 5735.0| 1.018377| 0.005854| 0.000000| 0.000000| 1.016698| 1.012957| 1.025477
 5740.0| 1.018795| 0.007740| 0.000000| 0.000000| 1.014750| 1.013114| 1.028520
 5745.0| 1.012681| 0.004246| 0.000000| 0.000000| 1.011335| 1.008846| 1.017861
 5750.0| 0.996291| 0.007360| 0.000000| 0.000000| 0.994416| 0.989350| 1.005108
 5755.0| 0.988927| 0.013243| 0.000000| 0.000000| 0.976090| 0.986036| 1.004654
 5760.0| 0.996759| 0.013224| 0.000000| 0.000000| 0.988021| 0.988783| 1.013474
 5765.0| 1.010390| 0.010308| 0.000000| 0.000000| 1.005125| 1.002675| 1.023369
 5770.0| 1.018827| 0.007034| 0.000000| 0.000000| 1.023704| 1.009926| 1.022852
 5775.0| 1.003964| 0.003064| 0.000000| 0.000000| 1.006137| 1.000122| 1.005633
 5780.0| 0.977882| 0.009623| 0.000000| 0.000000| 0.975238| 0.968915| 0.989493
 5785.0| 0.964238| 0.023717| 0.000000| 0.000000| 0.940949| 0.959504| 0.992259
 5790.0| 0.987354| 0.016563| 0.000000| 0.000000| 0.973473| 0.980700| 1.007889
 5795.0| 1.007659| 0.013697| 0.000000| 0.000000| 1.001111| 0.997050| 1.024817
 5800.0| 1.013456| 0.015666| 0.000000| 0.000000| 1.004006| 1.003096| 1.033267
 5805.0| 1.008705| 0.015315| 0.000000| 0.000000| 1.000763| 0.997368| 1.027986
 5810.0| 1.006657| 0.010572| 0.000000| 0.000000| 1.000420| 0.999520| 1.020030
 5815.0| 1.008570| 0.009712| 0.000000| 0.000000| 1.001318| 1.003610| 1.020782
 5820.0| 1.020166| 0.005321| 0.000000| 0.000000| 1.018466| 1.015405| 1.026627
 5825.0| 1.027257| 0.005048| 0.000000| 0.000000| 1.029603| 1.020947| 1.031222
 5830.0| 1.024447| 0.006528| 0.000000| 0.000000| 1.022668| 1.018356| 1.032316
 5835.0| 1.021823| 0.006862| 0.000000| 0.000000| 1.022171| 1.014146| 1.029153
 5840.0| 1.022403| 0.005335| 0.000000| 0.000000| 1.028021| 1.016335| 1.022852
 5845.0| 1.016246| 0.005293| 0.000000| 0.000000| 1.022826| 1.011865| 1.014048
 5850.0| 1.002496| 0.006948| 0.000000| 0.000000| 1.011118| 0.996802| 0.999569
 5855.0| 0.976435| 0.005070| 0.000000| 0.000000| 0.980421| 0.970082| 0.978803
 5860.0| 0.970973| 0.005397| 0.000000| 0.000000| 0.977038| 0.970692| 0.965190
 5865.0| 0.989578| 0.015030| 0.000000| 0.000000| 1.004444| 0.992412| 0.971879
 5870.0| 1.005685| 0.007816| 0.000000| 0.000000| 1.013880| 1.006365| 0.996811
 5875.0| 1.014209| 0.009127| 0.000000| 0.000000| 1.014690| 1.003958| 1.023979
 5880.0| 0.997495| 0.005293| 0.000000| 0.000000| 1.003586| 0.992090| 0.996811
 5885.0| 0.918963| 0.032166| 0.000000| 0.000000| 0.954586| 0.918175| 0.884129
 5890.0| 0.822192| 0.024645| 0.000000| 0.000000| 0.850627| 0.819034| 0.796916
 5895.0| 0.836655| 0.000863| 0.000000| 0.000000| 0.835432| 0.837285| 0.837249
 5900.0| 0.928234| 0.007725| 0.000000| 0.000000| 0.919245| 0.936036| 0.929422
 5905.0| 0.984135| 0.004567| 0.000000| 0.000000| 0.988375| 0.985418| 0.978611
 5910.0| 0.993360| 0.010884| 0.000000| 0.000000| 1.006170| 0.982591| 0.991317
 5915.0| 0.987413| 0.009408| 0.000000| 0.000000| 0.992378| 0.975557| 0.994302
 5920.0| 0.991244| 0.004767| 0.000000| 0.000000| 0.994457| 0.985216| 0.994060
 5925.0| 0.991153| 0.003821| 0.000000| 0.000000| 0.994548| 0.986448| 0.992462
 5930.0| 0.985370| 0.006808| 0.000000| 0.000000| 0.984714| 0.978251| 0.993145
 5935.0| 0.988946| 0.007222| 0.000000| 0.000000| 0.984984| 0.983812| 0.998041
 5940.0| 0.986309| 0.013653| 0.000000| 0.000000| 0.970670| 0.987765| 1.000490
 5945.0| 0.978082| 0.016026| 0.000000| 0.000000| 0.960154| 0.978847| 0.995246
 5950.0| 0.972295| 0.016899| 0.000000| 0.000000| 0.954335| 0.971234| 0.991317
 5955.0| 0.977686| 0.017319| 0.000000| 0.000000| 0.959450| 0.976288| 0.997320
 5960.0| 0.988004| 0.016389| 0.000000| 0.000000| 0.970131| 0.987846| 1.006034
 5965.0| 0.992419| 0.014508| 0.000000| 0.000000| 0.976443| 0.992602| 1.008212
 5970.0| 0.994912| 0.005986| 0.000000| 0.000000| 0.992456| 0.989946| 1.002335
 5975.0| 0.980608| 0.009078| 0.000000| 0.000000| 0.970931| 0.980081| 0.990811
 5980.0| 0.970828| 0.011320| 0.000000| 0.000000| 0.959426| 0.969016| 0.984040
 5985.0| 0.969472| 0.017198| 0.000000| 0.000000| 0.952668| 0.965910| 0.989840
 5990.0| 0.978883| 0.016556| 0.000000| 0.000000| 0.961552| 0.977367| 0.997729
 5995.0| 0.977453| 0.019340| 0.000000| 0.000000| 0.954571| 0.981393| 0.996396
 6000.0| 0.970002| 0.018533| 0.000000| 0.000000| 0.948989| 0.971524| 0.989493
 6005.0| 0.958694| 0.023254| 0.000000| 0.000000| 0.931676| 0.962129| 0.982276
 6010.0| 0.955780| 0.015515| 0.000000| 0.000000| 0.937702| 0.958205| 0.971433
 6015.0| 0.945902| 0.013444| 0.000000| 0.000000| 0.928991| 0.952844| 0.955871
 6020.0| 0.936466| 0.017982| 0.000000| 0.000000| 0.914291| 0.943162| 0.951947
 6025.0| 0.954504| 0.017322| 0.000000| 0.000000| 0.934492| 0.956778| 0.972243
 6030.0| 0.978419| 0.018241| 0.000000| 0.000000| 0.957158| 0.981287| 0.996811
 6035.0| 0.986462| 0.016023| 0.000000| 0.000000| 0.968992| 0.986300| 1.004095
 6040.0| 0.977724| 0.021545| 0.000000| 0.000000| 0.952142| 0.982382| 0.998649
 6045.0| 0.977331| 0.017066| 0.000000| 0.000000| 0.955869| 0.986030| 0.990096
 6050.0| 0.977362| 0.009503| 0.000000| 0.000000| 0.965408| 0.984449| 0.982229
 6055.0| 0.969301| 0.011353| 0.000000| 0.000000| 0.954979| 0.975562| 0.977361
 6060.0| 0.966462| 0.013505| 0.000000| 0.000000| 0.949705| 0.971965| 0.977716
 6065.0| 0.965832| 0.017077| 0.000000| 0.000000| 0.945914| 0.968559| 0.983023
 6070.0| 0.973022| 0.014204| 0.000000| 0.000000| 0.955096| 0.980835| 0.983134
 6075.0| 0.963276| 0.016051| 0.000000| 0.000000| 0.943170| 0.975796| 0.970862
 6080.0| 0.947995| 0.018982| 0.000000| 0.000000| 0.923996| 0.959234| 0.960755
 6085.0| 0.950507| 0.015780| 0.000000| 0.000000| 0.931354| 0.955204| 0.964963
 6090.0| 0.949883| 0.015544| 0.000000| 0.000000| 0.931093| 0.954256| 0.964301
 6095.0| 0.943158| 0.008820| 0.000000| 0.000000| 0.933628| 0.952951| 0.942894
 6100.0| 0.927328| 0.009102| 0.000000| 0.000000| 0.916478| 0.936086| 0.929422
 6105.0| 0.931692| 0.018239| 0.000000| 0.000000| 0.909767| 0.936429| 0.948880
 6110.0| 0.954534| 0.015542| 0.000000| 0.000000| 0.935131| 0.961501| 0.966969
 6115.0| 0.946044| 0.009999| 0.000000| 0.000000| 0.933574| 0.954135| 0.950424
 6120.0| 0.921212| 0.012419| 0.000000| 0.000000| 0.905508| 0.928707| 0.929422
 6125.0| 0.921324| 0.020550| 0.000000| 0.000000| 0.895457| 0.932015| 0.936499
 6130.0| 0.933417| 0.022328| 0.000000| 0.000000| 0.905351| 0.944706| 0.950195
 6135.0| 0.910987| 0.033788| 0.000000| 0.000000| 0.872361| 0.914458| 0.946143
 6140.0| 0.911194| 0.030465| 0.000000| 0.000000| 0.875980| 0.915250| 0.942351
 6145.0| 0.932694| 0.028325| 0.000000| 0.000000| 0.897389| 0.945085| 0.955610
 6150.0| 0.935704| 0.023584| 0.000000| 0.000000| 0.906468| 0.945184| 0.955460
 6155.0| 0.916656| 0.010074| 0.000000| 0.000000| 0.905740| 0.927793| 0.916434
 6160.0| 0.874845| 0.009754| 0.000000| 0.000000| 0.862532| 0.881738| 0.880264
 6165.0| 0.873652| 0.016782| 0.000000| 0.000000| 0.853585| 0.877681| 0.889691
 6170.0| 0.901338| 0.024082| 0.000000| 0.000000| 0.872521| 0.907194| 0.924300
 6175.0| 0.931424| 0.019115| 0.000000| 0.000000| 0.910461| 0.931474| 0.952338
 6180.0| 0.944911| 0.014350| 0.000000| 0.000000| 0.928516| 0.946347| 0.959871
 6185.0| 0.933385| 0.015453| 0.000000| 0.000000| 0.913926| 0.941535| 0.944693
 6190.0| 0.915580| 0.021641| 0.000000| 0.000000| 0.888755| 0.924273| 0.933712
 6195.0| 0.935150| 0.015237| 0.000000| 0.000000| 0.916865| 0.939016| 0.949569
 6200.0| 0.947536| 0.019774| 0.000000| 0.000000| 0.925451| 0.948404| 0.968752
 6205.0| 0.952833| 0.012826| 0.000000| 0.000000| 0.937856| 0.954942| 0.965700
 6210.0| 0.938248| 0.015129| 0.000000| 0.000000| 0.920219| 0.941700| 0.952824
 6215.0| 0.917166| 0.027734| 0.000000| 0.000000| 0.886168| 0.918441| 0.946890
 6220.0| 0.916450| 0.028944| 0.000000| 0.000000| 0.881836| 0.923425| 0.944089
 6225.0| 0.918803| 0.020311| 0.000000| 0.000000| 0.894402| 0.924048| 0.937959
 6230.0| 0.907543| 0.021475| 0.000000| 0.000000| 0.885072| 0.905563| 0.931993
 6235.0| 0.913672| 0.016884| 0.000000| 0.000000| 0.893874| 0.916636| 0.930505
 6240.0| 0.910750| 0.018891| 0.000000| 0.000000| 0.889763| 0.911352| 0.931135
 6245.0| 0.902873| 0.024008| 0.000000| 0.000000| 0.877433| 0.901229| 0.929958
 6250.0| 0.902029| 0.017767| 0.000000| 0.000000| 0.885434| 0.897205| 0.923449
 6255.0| 0.883073| 0.026741| 0.000000| 0.000000| 0.853565| 0.883505| 0.912149
 6260.0| 0.892866| 0.021430| 0.000000| 0.000000| 0.866844| 0.899296| 0.912458
 6265.0| 0.913035| 0.022072| 0.000000| 0.000000| 0.886842| 0.917748| 0.934515
 6270.0| 0.918352| 0.029429| 0.000000| 0.000000| 0.883769| 0.923714| 0.947573
 6275.0| 0.901382| 0.024241| 0.000000| 0.000000| 0.873193| 0.905027| 0.925928
 6280.0| 0.883130| 0.022505| 0.000000| 0.000000| 0.856371| 0.888094| 0.904925
 6285.0| 0.904632| 0.016151| 0.000000| 0.000000| 0.884738| 0.910571| 0.918586
 6290.0| 0.916281| 0.016123| 0.000000| 0.000000| 0.899317| 0.914956| 0.934572
 6295.0| 0.898677| 0.020038| 0.000000| 0.000000| 0.875854| 0.900540| 0.919636
 6300.0| 0.882204| 0.021397| 0.000000| 0.000000| 0.856942| 0.886409| 0.903260
 6305.0| 0.897257| 0.020293| 0.000000| 0.000000| 0.872712| 0.903022| 0.916036
 6310.0| 0.909486| 0.018081| 0.000000| 0.000000| 0.890839| 0.907342| 0.930278
 6315.0| 0.887405| 0.026701| 0.000000| 0.000000| 0.859439| 0.884988| 0.917787
 6320.0| 0.888509| 0.018147| 0.000000| 0.000000| 0.867222| 0.891712| 0.906594
 6325.0| 0.907774| 0.018695| 0.000000| 0.000000| 0.884906| 0.913999| 0.924417
 6330.0| 0.912124| 0.027241| 0.000000| 0.000000| 0.881826| 0.913062| 0.941484
 6335.0| 0.900297| 0.024610| 0.000000| 0.000000| 0.874833| 0.897525| 0.928532
 6340.0| 0.895240| 0.021203| 0.000000| 0.000000| 0.870058| 0.899835| 0.915826
 6345.0| 0.909874| 0.023474| 0.000000| 0.000000| 0.882434| 0.913761| 0.933426
 6350.0| 0.920804| 0.027368| 0.000000| 0.000000| 0.891123| 0.920219| 0.951071
 6355.0| 0.910255| 0.023961| 0.000000| 0.000000| 0.885230| 0.907966| 0.937571
 6360.0| 0.889690| 0.028243| 0.000000| 0.000000| 0.856897| 0.893813| 0.918360
 6365.0| 0.902185| 0.020317| 0.000000| 0.000000| 0.878552| 0.905265| 0.922740
 6370.0| 0.920931| 0.017586| 0.000000| 0.000000| 0.900569| 0.923336| 0.938886
