#Table: J/PASP/110/863/g5v.dat.gz (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------
 lambda|    nflam|  sdnflam|       fi|       fg|       fj|       fp|      fd1
 9495.0| 0.467784| 0.020652| 0.000000| 0.449312| 0.000000| 0.000000| 0.486256
 9500.0| 0.447111| 0.004333| 0.000000| 0.450985| 0.000000| 0.000000| 0.443237
 9505.0| 0.457290| 0.000386| 0.000000| 0.456939| 0.000000| 0.000000| 0.457641
 9510.0| 0.496645| 0.034876| 0.000000| 0.465450| 0.000000| 0.000000| 0.527840
 9515.0| 0.492748| 0.020739| 0.000000| 0.474199| 0.000000| 0.000000| 0.511297
 9520.0| 0.475900| 0.005551| 0.000000| 0.480863| 0.000000| 0.000000| 0.470937
 9525.0| 0.469232| 0.016208| 0.000000| 0.483729| 0.000000| 0.000000| 0.454736
 9530.0| 0.469546| 0.015622| 0.000000| 0.483519| 0.000000| 0.000000| 0.455573
 9535.0| 0.489931| 0.009360| 0.000000| 0.481559| 0.000000| 0.000000| 0.498303
 9540.0| 0.480360| 0.001330| 0.000000| 0.479178| 0.000000| 0.000000| 0.481542
 9545.0| 0.469627| 0.008684| 0.000000| 0.477396| 0.000000| 0.000000| 0.461859
 9550.0| 0.470467| 0.006182| 0.000000| 0.475996| 0.000000| 0.000000| 0.464938
 9555.0| 0.465178| 0.010373| 0.000000| 0.474457| 0.000000| 0.000000| 0.455900
 9560.0| 0.458243| 0.015664| 0.000000| 0.472253| 0.000000| 0.000000| 0.444233
 9565.0| 0.463820| 0.005900| 0.000000| 0.469097| 0.000000| 0.000000| 0.458544
 9570.0| 0.464510| 0.001273| 0.000000| 0.465649| 0.000000| 0.000000| 0.463371
 9575.0| 0.476940| 0.015805| 0.000000| 0.462804| 0.000000| 0.000000| 0.491076
 9580.0| 0.475733| 0.015959| 0.000000| 0.461459| 0.000000| 0.000000| 0.490007
 9585.0| 0.466434| 0.004692| 0.000000| 0.462236| 0.000000| 0.000000| 0.470631
 9590.0| 0.469648| 0.005562| 0.000000| 0.464673| 0.000000| 0.000000| 0.474623
 9595.0| 0.458165| 0.011032| 0.000000| 0.468033| 0.000000| 0.000000| 0.448297
 9600.0| 0.472278| 0.000784| 0.000000| 0.471580| 0.000000| 0.000000| 0.472976
 9605.0| 0.476570| 0.002149| 0.000000| 0.474653| 0.000000| 0.000000| 0.478487
 9610.0| 0.479595| 0.003018| 0.000000| 0.476891| 0.000000| 0.000000| 0.482300
 9615.0| 0.482668| 0.005208| 0.000000| 0.478010| 0.000000| 0.000000| 0.487326
 9620.0| 0.473898| 0.004279| 0.000000| 0.477724| 0.000000| 0.000000| 0.470072
 9625.0| 0.464848| 0.012437| 0.000000| 0.475972| 0.000000| 0.000000| 0.453724
 9630.0| 0.463136| 0.011693| 0.000000| 0.473595| 0.000000| 0.000000| 0.452677
 9635.0| 0.479230| 0.008468| 0.000000| 0.471657| 0.000000| 0.000000| 0.486804
 9640.0| 0.465542| 0.006352| 0.000000| 0.471225| 0.000000| 0.000000| 0.459860
 9645.0| 0.468815| 0.004698| 0.000000| 0.473017| 0.000000| 0.000000| 0.464612
 9650.0| 0.468752| 0.008520| 0.000000| 0.476372| 0.000000| 0.000000| 0.461132
 9655.0| 0.475827| 0.004981| 0.000000| 0.480282| 0.000000| 0.000000| 0.471373
 9660.0| 0.468576| 0.016954| 0.000000| 0.483739| 0.000000| 0.000000| 0.453412
 9665.0| 0.467056| 0.021115| 0.000000| 0.485940| 0.000000| 0.000000| 0.448171
 9670.0| 0.469302| 0.019667| 0.000000| 0.486893| 0.000000| 0.000000| 0.451711
 9675.0| 0.481907| 0.005483| 0.000000| 0.486810| 0.000000| 0.000000| 0.477003
 9680.0| 0.486478| 0.000640| 0.000000| 0.485904| 0.000000| 0.000000| 0.487053
 9685.0| 0.482560| 0.002038| 0.000000| 0.484379| 0.000000| 0.000000| 0.480742
 9690.0| 0.484830| 0.002699| 0.000000| 0.482413| 0.000000| 0.000000| 0.487246
 9695.0| 0.482115| 0.002162| 0.000000| 0.480179| 0.000000| 0.000000| 0.484051
 9700.0| 0.478946| 0.001228| 0.000000| 0.477845| 0.000000| 0.000000| 0.480047
 9705.0| 0.478170| 0.002933| 0.000000| 0.475548| 0.000000| 0.000000| 0.480793
 9710.0| 0.484899| 0.012999| 0.000000| 0.473272| 0.000000| 0.000000| 0.496526
 9715.0| 0.478058| 0.007930| 0.000000| 0.470967| 0.000000| 0.000000| 0.485150
 9720.0| 0.468918| 0.000386| 0.000000| 0.468579| 0.000000| 0.000000| 0.469257
 9725.0| 0.464233| 0.002127| 0.000000| 0.466143| 0.000000| 0.000000| 0.462323
 9730.0| 0.461304| 0.003040| 0.000000| 0.464025| 0.000000| 0.000000| 0.458583
 9735.0| 0.456525| 0.006876| 0.000000| 0.462676| 0.000000| 0.000000| 0.450374
 9740.0| 0.455850| 0.007488| 0.000000| 0.462547| 0.000000| 0.000000| 0.449153
 9745.0| 0.459866| 0.004531| 0.000000| 0.463918| 0.000000| 0.000000| 0.455814
 9750.0| 0.465210| 0.001316| 0.000000| 0.466385| 0.000000| 0.000000| 0.464035
 9755.0| 0.459608| 0.010916| 0.000000| 0.469372| 0.000000| 0.000000| 0.449844
 9760.0| 0.458574| 0.015351| 0.000000| 0.472303| 0.000000| 0.000000| 0.444845
 9765.0| 0.459363| 0.017071| 0.000000| 0.474633| 0.000000| 0.000000| 0.444094
 9770.0| 0.466876| 0.010122| 0.000000| 0.475930| 0.000000| 0.000000| 0.457823
 9775.0| 0.472656| 0.003506| 0.000000| 0.475794| 0.000000| 0.000000| 0.469518
 9780.0| 0.464603| 0.010309| 0.000000| 0.473823| 0.000000| 0.000000| 0.455382
 9785.0| 0.451999| 0.020054| 0.000000| 0.469936| 0.000000| 0.000000| 0.434062
 9790.0| 0.458093| 0.008089| 0.000000| 0.465329| 0.000000| 0.000000| 0.450857
 9795.0| 0.465359| 0.004292| 0.000000| 0.461519| 0.000000| 0.000000| 0.469199
 9800.0| 0.454391| 0.006297| 0.000000| 0.460023| 0.000000| 0.000000| 0.448758
 9805.0| 0.460156| 0.001841| 0.000000| 0.461805| 0.000000| 0.000000| 0.458506
 9810.0| 0.470872| 0.005873| 0.000000| 0.465619| 0.000000| 0.000000| 0.476126
 9815.0| 0.469913| 0.000273| 0.000000| 0.469666| 0.000000| 0.000000| 0.470160
 9820.0| 0.460344| 0.013197| 0.000000| 0.472148| 0.000000| 0.000000| 0.448540
 9825.0| 0.457249| 0.016241| 0.000000| 0.471776| 0.000000| 0.000000| 0.442723
 9830.0| 0.465758| 0.003965| 0.000000| 0.469303| 0.000000| 0.000000| 0.462213
 9835.0| 0.466590| 0.000669| 0.000000| 0.465992| 0.000000| 0.000000| 0.467187
 9840.0| 0.461172| 0.002158| 0.000000| 0.463106| 0.000000| 0.000000| 0.459238
 9845.0| 0.466865| 0.005883| 0.000000| 0.461602| 0.000000| 0.000000| 0.472127
 9850.0| 0.457917| 0.003690| 0.000000| 0.461218| 0.000000| 0.000000| 0.454615
 9855.0| 0.456355| 0.005624| 0.000000| 0.461386| 0.000000| 0.000000| 0.451324
 9860.0| 0.471173| 0.010771| 0.000000| 0.461538| 0.000000| 0.000000| 0.480808
 9865.0| 0.460398| 0.000916| 0.000000| 0.461217| 0.000000| 0.000000| 0.459578
 9870.0| 0.451389| 0.010098| 0.000000| 0.460420| 0.000000| 0.000000| 0.442357
 9875.0| 0.448715| 0.011782| 0.000000| 0.459254| 0.000000| 0.000000| 0.438175
 9880.0| 0.460118| 0.002564| 0.000000| 0.457827| 0.000000| 0.000000| 0.462410
 9885.0| 0.450408| 0.006555| 0.000000| 0.456271| 0.000000| 0.000000| 0.444545
 9890.0| 0.450774| 0.004518| 0.000000| 0.454816| 0.000000| 0.000000| 0.446733
 9895.0| 0.452374| 0.001495| 0.000000| 0.453716| 0.000000| 0.000000| 0.451033
 9900.0| 0.458200| 0.005562| 0.000000| 0.453225| 0.000000| 0.000000| 0.463174
 9905.0| 0.465742| 0.013706| 0.000000| 0.453483| 0.000000| 0.000000| 0.478001
 9910.0| 0.449234| 0.005517| 0.000000| 0.454166| 0.000000| 0.000000| 0.444301
 9915.0| 0.446683| 0.009117| 0.000000| 0.454837| 0.000000| 0.000000| 0.438528
 9920.0| 0.448785| 0.007012| 0.000000| 0.455057| 0.000000| 0.000000| 0.442513
 9925.0| 0.451152| 0.003797| 0.000000| 0.454549| 0.000000| 0.000000| 0.447756
 9930.0| 0.456819| 0.003517| 0.000000| 0.453675| 0.000000| 0.000000| 0.459963
 9935.0| 0.452330| 0.000696| 0.000000| 0.452959| 0.000000| 0.000000| 0.451701
 9940.0| 0.442409| 0.011755| 0.000000| 0.452924| 0.000000| 0.000000| 0.431894
 9945.0| 0.450958| 0.003290| 0.000000| 0.453902| 0.000000| 0.000000| 0.448014
 9950.0| 0.464527| 0.010144| 0.000000| 0.455454| 0.000000| 0.000000| 0.473599
 9955.0| 0.454676| 0.002539| 0.000000| 0.456950| 0.000000| 0.000000| 0.452402
 9960.0| 0.453537| 0.004722| 0.000000| 0.457759| 0.000000| 0.000000| 0.449316
 9965.0| 0.457605| 0.000136| 0.000000| 0.457456| 0.000000| 0.000000| 0.457753
 9970.0| 0.458258| 0.002024| 0.000000| 0.456444| 0.000000| 0.000000| 0.460072
 9975.0| 0.445064| 0.011479| 0.000000| 0.455330| 0.000000| 0.000000| 0.434797
 9980.0| 0.444409| 0.011530| 0.000000| 0.454721| 0.000000| 0.000000| 0.434096
 9985.0| 0.449714| 0.005936| 0.000000| 0.455022| 0.000000| 0.000000| 0.444406
 9990.0| 0.454418| 0.001580| 0.000000| 0.455826| 0.000000| 0.000000| 0.453009
 9995.0| 0.451537| 0.005574| 0.000000| 0.456523| 0.000000| 0.000000| 0.446550
10000.0| 0.461475| 0.005561| 0.000000| 0.456503| 0.000000| 0.000000| 0.466446
10005.0| 0.448861| 0.007244| 0.000000| 0.455339| 0.000000| 0.000000| 0.442383
10010.0| 0.448782| 0.005086| 0.000000| 0.453330| 0.000000| 0.000000| 0.444233
10015.0| 0.457195| 0.006970| 0.000000| 0.450959| 0.000000| 0.000000| 0.463430
10020.0| 0.465492| 0.018765| 0.000000| 0.448708| 0.000000| 0.000000| 0.482275
10025.0| 0.426595| 0.022744| 0.000000| 0.446937| 0.000000| 0.000000| 0.406252
10030.0| 0.443174| 0.002622| 0.000000| 0.445520| 0.000000| 0.000000| 0.440828
10035.0| 0.459507| 0.017104| 0.000000| 0.444209| 0.000000| 0.000000| 0.474805
10040.0| 0.445583| 0.003166| 0.000000| 0.442756| 0.000000| 0.000000| 0.448410
10045.0| 0.434642| 0.007078| 0.000000| 0.440975| 0.000000| 0.000000| 0.428310
10050.0| 0.421480| 0.019501| 0.000000| 0.438922| 0.000000| 0.000000| 0.404037
10055.0| 0.437176| 0.000511| 0.000000| 0.436716| 0.000000| 0.000000| 0.437636
10060.0| 0.429118| 0.005994| 0.000000| 0.434478| 0.000000| 0.000000| 0.423758
10065.0| 0.435156| 0.003109| 0.000000| 0.432377| 0.000000| 0.000000| 0.437934
10070.0| 0.430976| 0.000136| 0.000000| 0.430802| 0.000000| 0.000000| 0.431150
10075.0| 0.435551| 0.005993| 0.000000| 0.430191| 0.000000| 0.000000| 0.440911
10080.0| 0.440331| 0.010450| 0.000000| 0.430984| 0.000000| 0.000000| 0.449677
10085.0| 0.451618| 0.020435| 0.000000| 0.433340| 0.000000| 0.000000| 0.469896
10090.0| 0.444224| 0.008868| 0.000000| 0.436291| 0.000000| 0.000000| 0.452158
10095.0| 0.431561| 0.007857| 0.000000| 0.438588| 0.000000| 0.000000| 0.424533
10100.0| 0.419774| 0.021474| 0.000000| 0.438982| 0.000000| 0.000000| 0.400567
10105.0| 0.455379| 0.020874| 0.000000| 0.436709| 0.000000| 0.000000| 0.474049
10110.0| 0.432543| 0.000453| 0.000000| 0.432944| 0.000000| 0.000000| 0.432141
10115.0| 0.409353| 0.022356| 0.000000| 0.429349| 0.000000| 0.000000| 0.389358
10120.0| 0.435648| 0.009016| 0.000000| 0.427584| 0.000000| 0.000000| 0.443712
10125.0| 0.435898| 0.007995| 0.000000| 0.428748| 0.000000| 0.000000| 0.443048
10130.0| 0.450596| 0.021132| 0.000000| 0.431695| 0.000000| 0.000000| 0.469498
10135.0| 0.434805| 0.000136| 0.000000| 0.434717| 0.000000| 0.000000| 0.434893
10140.0| 0.430043| 0.006783| 0.000000| 0.436109| 0.000000| 0.000000| 0.423977
10145.0| 0.430866| 0.004281| 0.000000| 0.434695| 0.000000| 0.000000| 0.427038
10150.0| 0.435193| 0.004198| 0.000000| 0.431439| 0.000000| 0.000000| 0.438947
10155.0| 0.425656| 0.002434| 0.000000| 0.427837| 0.000000| 0.000000| 0.423476
10160.0| 0.425336| 0.000000| 0.000000| 0.425386| 0.000000| 0.000000| 0.425287
10165.0| 0.406843| 0.020481| 0.000000| 0.425161| 0.000000| 0.000000| 0.388524
10170.0| 0.428673| 0.002372| 0.000000| 0.426555| 0.000000| 0.000000| 0.430792
10175.0| 0.438379| 0.011002| 0.000000| 0.428539| 0.000000| 0.000000| 0.448219
10180.0| 0.430083| 0.000000| 0.000000| 0.430083| 0.000000| 0.000000| 0.000000
10185.0| 0.430360| 0.000000| 0.000000| 0.430360| 0.000000| 0.000000| 0.000000
10190.0| 0.429337| 0.000000| 0.000000| 0.429337| 0.000000| 0.000000| 0.000000
10195.0| 0.427186| 0.000000| 0.000000| 0.427186| 0.000000| 0.000000| 0.000000
10200.0| 0.424074| 0.000000| 0.000000| 0.424074| 0.000000| 0.000000| 0.000000
10205.0| 0.420253| 0.000000| 0.000000| 0.420253| 0.000000| 0.000000| 0.000000
10210.0| 0.416301| 0.000000| 0.000000| 0.416301| 0.000000| 0.000000| 0.000000
10215.0| 0.412878| 0.000000| 0.000000| 0.412878| 0.000000| 0.000000| 0.000000
10220.0| 0.410642| 0.000000| 0.000000| 0.410642| 0.000000| 0.000000| 0.000000
10225.0| 0.410035| 0.000000| 0.000000| 0.410035| 0.000000| 0.000000| 0.000000
10230.0| 0.410621| 0.000000| 0.000000| 0.410621| 0.000000| 0.000000| 0.000000
10235.0| 0.411747| 0.000000| 0.000000| 0.411747| 0.000000| 0.000000| 0.000000
10240.0| 0.412758| 0.000000| 0.000000| 0.412758| 0.000000| 0.000000| 0.000000
10245.0| 0.413189| 0.000000| 0.000000| 0.413189| 0.000000| 0.000000| 0.000000
10250.0| 0.413321| 0.000000| 0.000000| 0.413321| 0.000000| 0.000000| 0.000000
10255.0| 0.413624| 0.000000| 0.000000| 0.413624| 0.000000| 0.000000| 0.000000
10260.0| 0.414570| 0.000000| 0.000000| 0.414570| 0.000000| 0.000000| 0.000000
10265.0| 0.416406| 0.000000| 0.000000| 0.416406| 0.000000| 0.000000| 0.000000
10270.0| 0.418501| 0.000000| 0.000000| 0.418501| 0.000000| 0.000000| 0.000000
10275.0| 0.420001| 0.000000| 0.000000| 0.420001| 0.000000| 0.000000| 0.000000
10280.0| 0.420054| 0.000000| 0.000000| 0.420054| 0.000000| 0.000000| 0.000000
10285.0| 0.418142| 0.000000| 0.000000| 0.418142| 0.000000| 0.000000| 0.000000
10290.0| 0.415091| 0.000000| 0.000000| 0.415091| 0.000000| 0.000000| 0.000000
10295.0| 0.412065| 0.000000| 0.000000| 0.412065| 0.000000| 0.000000| 0.000000
10300.0| 0.410225| 0.000000| 0.000000| 0.410225| 0.000000| 0.000000| 0.000000
10305.0| 0.410350| 0.000000| 0.000000| 0.410350| 0.000000| 0.000000| 0.000000
10310.0| 0.411685| 0.000000| 0.000000| 0.411685| 0.000000| 0.000000| 0.000000
10315.0| 0.413089| 0.000000| 0.000000| 0.413089| 0.000000| 0.000000| 0.000000
10320.0| 0.413424| 0.000000| 0.000000| 0.413424| 0.000000| 0.000000| 0.000000
10325.0| 0.411967| 0.000000| 0.000000| 0.411967| 0.000000| 0.000000| 0.000000
10330.0| 0.409656| 0.000000| 0.000000| 0.409656| 0.000000| 0.000000| 0.000000
10335.0| 0.407848| 0.000000| 0.000000| 0.407848| 0.000000| 0.000000| 0.000000
10340.0| 0.407899| 0.000000| 0.000000| 0.407899| 0.000000| 0.000000| 0.000000
10345.0| 0.410675| 0.000000| 0.000000| 0.410675| 0.000000| 0.000000| 0.000000
10350.0| 0.415090| 0.000000| 0.000000| 0.415090| 0.000000| 0.000000| 0.000000
10355.0| 0.419568| 0.000000| 0.000000| 0.419568| 0.000000| 0.000000| 0.000000
10360.0| 0.422534| 0.000000| 0.000000| 0.422534| 0.000000| 0.000000| 0.000000
10365.0| 0.422825| 0.000000| 0.000000| 0.422825| 0.000000| 0.000000| 0.000000
10370.0| 0.420934| 0.000000| 0.000000| 0.420934| 0.000000| 0.000000| 0.000000
10375.0| 0.417766| 0.000000| 0.000000| 0.417766| 0.000000| 0.000000| 0.000000
10380.0| 0.414226| 0.000000| 0.000000| 0.414226| 0.000000| 0.000000| 0.000000
10385.0| 0.411066| 0.000000| 0.000000| 0.411066| 0.000000| 0.000000| 0.000000
10390.0| 0.408419| 0.000000| 0.000000| 0.408419| 0.000000| 0.000000| 0.000000
10395.0| 0.406268| 0.000000| 0.000000| 0.406268| 0.000000| 0.000000| 0.000000
10400.0| 0.404593| 0.000000| 0.000000| 0.404593| 0.000000| 0.000000| 0.000000
10405.0| 0.403377| 0.000000| 0.000000| 0.403377| 0.000000| 0.000000| 0.000000
10410.0| 0.402620| 0.000000| 0.000000| 0.402620| 0.000000| 0.000000| 0.000000
10415.0| 0.402323| 0.000000| 0.000000| 0.402323| 0.000000| 0.000000| 0.000000
10420.0| 0.402488| 0.000000| 0.000000| 0.402488| 0.000000| 0.000000| 0.000000
10425.0| 0.403093| 0.000000| 0.000000| 0.403093| 0.000000| 0.000000| 0.000000
10430.0| 0.404010| 0.000000| 0.000000| 0.404010| 0.000000| 0.000000| 0.000000
10435.0| 0.405088| 0.000000| 0.000000| 0.405088| 0.000000| 0.000000| 0.000000
10440.0| 0.406176| 0.000000| 0.000000| 0.406176| 0.000000| 0.000000| 0.000000
10445.0| 0.407150| 0.000000| 0.000000| 0.407150| 0.000000| 0.000000| 0.000000
10450.0| 0.407988| 0.000000| 0.000000| 0.407988| 0.000000| 0.000000| 0.000000
10455.0| 0.408697| 0.000000| 0.000000| 0.408697| 0.000000| 0.000000| 0.000000
10460.0| 0.409285| 0.000000| 0.000000| 0.409285| 0.000000| 0.000000| 0.000000
10465.0| 0.409730| 0.000000| 0.000000| 0.409730| 0.000000| 0.000000| 0.000000
10470.0| 0.409903| 0.000000| 0.000000| 0.409903| 0.000000| 0.000000| 0.000000
10475.0| 0.409651| 0.000000| 0.000000| 0.409651| 0.000000| 0.000000| 0.000000
10480.0| 0.408817| 0.000000| 0.000000| 0.408817| 0.000000| 0.000000| 0.000000
10485.0| 0.407311| 0.000000| 0.000000| 0.407311| 0.000000| 0.000000| 0.000000
10490.0| 0.405304| 0.000000| 0.000000| 0.405304| 0.000000| 0.000000| 0.000000
10495.0| 0.403032| 0.000000| 0.000000| 0.403032| 0.000000| 0.000000| 0.000000
10500.0| 0.400731| 0.000000| 0.000000| 0.400731| 0.000000| 0.000000| 0.000000
10505.0| 0.398613| 0.000000| 0.000000| 0.398613| 0.000000| 0.000000| 0.000000
10510.0| 0.396785| 0.000000| 0.000000| 0.396785| 0.000000| 0.000000| 0.000000
10515.0| 0.395330| 0.000000| 0.000000| 0.395330| 0.000000| 0.000000| 0.000000
10520.0| 0.394331| 0.000000| 0.000000| 0.394331| 0.000000| 0.000000| 0.000000
10525.0| 0.393809| 0.000000| 0.000000| 0.393809| 0.000000| 0.000000| 0.000000
10530.0| 0.393535| 0.000000| 0.000000| 0.393535| 0.000000| 0.000000| 0.000000
10535.0| 0.393217| 0.000000| 0.000000| 0.393217| 0.000000| 0.000000| 0.000000
10540.0| 0.392566| 0.000000| 0.000000| 0.392566| 0.000000| 0.000000| 0.000000
10545.0| 0.391420| 0.000000| 0.000000| 0.391420| 0.000000| 0.000000| 0.000000
10550.0| 0.390145| 0.000000| 0.000000| 0.390145| 0.000000| 0.000000| 0.000000
10555.0| 0.389239| 0.000000| 0.000000| 0.389239| 0.000000| 0.000000| 0.000000
10560.0| 0.389197| 0.000000| 0.000000| 0.389197| 0.000000| 0.000000| 0.000000
10565.0| 0.390328| 0.000000| 0.000000| 0.390328| 0.000000| 0.000000| 0.000000
10570.0| 0.392182| 0.000000| 0.000000| 0.392182| 0.000000| 0.000000| 0.000000
10575.0| 0.394118| 0.000000| 0.000000| 0.394118| 0.000000| 0.000000| 0.000000
10580.0| 0.395498| 0.000000| 0.000000| 0.395498| 0.000000| 0.000000| 0.000000
10585.0| 0.395855| 0.000000| 0.000000| 0.395855| 0.000000| 0.000000| 0.000000
10590.0| 0.395415| 0.000000| 0.000000| 0.395415| 0.000000| 0.000000| 0.000000
10595.0| 0.394577| 0.000000| 0.000000| 0.394577| 0.000000| 0.000000| 0.000000
10600.0| 0.393740| 0.000000| 0.000000| 0.393740| 0.000000| 0.000000| 0.000000
10605.0| 0.393219| 0.000000| 0.000000| 0.393219| 0.000000| 0.000000| 0.000000
10610.0| 0.392998| 0.000000| 0.000000| 0.392998| 0.000000| 0.000000| 0.000000
10615.0| 0.392977| 0.000000| 0.000000| 0.392977| 0.000000| 0.000000| 0.000000
10620.0| 0.393056| 0.000000| 0.000000| 0.393056| 0.000000| 0.000000| 0.000000
-----------------------------------------------------------------------------
