#Table: J/PASP/110/863/g2v.dat.gz (cdsarc.u-strasbg.fr)
-------------------------------------------------------------------------------------------------
 lambda|    nflam|  sdnflam|       fi|       fg|       fj|       fs|       fk|      fd1|      fd2
 5865.0| 0.976306| 0.003606| 0.000000| 0.000000| 0.979804| 0.979440| 0.972529| 0.973450| 0.000000
 5870.0| 0.990117| 0.003131| 0.000000| 0.000000| 0.991553| 0.990383| 0.993155| 0.985377| 0.000000
 5875.0| 0.993651| 0.007893| 0.000000| 0.000000| 0.989347| 0.990729| 1.006225| 0.988301| 0.000000
 5880.0| 0.980279| 0.007081| 0.000000| 0.000000| 0.969874| 0.979613| 0.986764| 0.984866| 0.000000
 5885.0| 0.936414| 0.015884| 0.000000| 0.000000| 0.930325| 0.929299| 0.924434| 0.961596| 0.000000
 5890.0| 0.880882| 0.021236| 0.000000| 0.000000| 0.869883| 0.864574| 0.874707| 0.914365| 0.000000
 5895.0| 0.884634| 0.008247| 0.000000| 0.000000| 0.886813| 0.871744| 0.888418| 0.891560| 0.000000
 5900.0| 0.936319| 0.005705| 0.000000| 0.000000| 0.936029| 0.932177| 0.932047| 0.945022| 0.000000
 5905.0| 0.967248| 0.007303| 0.000000| 0.000000| 0.966082| 0.967723| 0.961593| 0.979764| 0.961080
 5910.0| 0.965754| 0.011972| 0.000000| 0.000000| 0.967041| 0.969493| 0.975468| 0.972451| 0.944315
 5915.0| 0.962158| 0.012846| 0.000000| 0.000000| 0.958893| 0.967144| 0.980934| 0.959286| 0.944534
 5920.0| 0.964644| 0.012857| 0.000000| 0.000000| 0.957998| 0.974415| 0.978209| 0.967377| 0.945220
 5925.0| 0.959739| 0.014666| 0.000000| 0.000000| 0.951303| 0.970713| 0.968540| 0.971211| 0.936926
 5930.0| 0.954167| 0.013303| 0.000000| 0.000000| 0.938033| 0.963899| 0.964302| 0.964419| 0.940179
 5935.0| 0.962117| 0.010656| 0.000000| 0.000000| 0.945355| 0.969503| 0.974288| 0.960823| 0.960615
 5940.0| 0.963282| 0.014068| 0.000000| 0.000000| 0.950885| 0.970866| 0.981820| 0.966414| 0.946425
 5945.0| 0.954106| 0.014080| 0.000000| 0.000000| 0.935087| 0.962811| 0.971614| 0.956830| 0.944188
 5950.0| 0.945275| 0.012058| 0.000000| 0.000000| 0.930672| 0.953556| 0.959430| 0.948804| 0.933914
 5955.0| 0.951621| 0.007981| 0.000000| 0.000000| 0.944075| 0.956790| 0.962427| 0.951690| 0.943125
 5960.0| 0.956975| 0.013467| 0.000000| 0.000000| 0.954938| 0.966401| 0.972329| 0.955342| 0.935864
 5965.0| 0.957732| 0.015561| 0.000000| 0.000000| 0.938773| 0.970225| 0.976866| 0.957558| 0.945240
 5970.0| 0.956113| 0.014542| 0.000000| 0.000000| 0.937624| 0.967337| 0.973230| 0.958188| 0.944184
 5975.0| 0.947454| 0.015601| 0.000000| 0.000000| 0.927816| 0.958885| 0.962733| 0.955496| 0.932341
 5980.0| 0.942227| 0.013821| 0.000000| 0.000000| 0.944015| 0.949223| 0.953704| 0.946758| 0.917434
 5985.0| 0.935494| 0.013886| 0.000000| 0.000000| 0.919770| 0.946833| 0.953054| 0.934152| 0.923663
 5990.0| 0.939756| 0.013854| 0.000000| 0.000000| 0.924463| 0.954583| 0.955022| 0.936012| 0.928699
 5995.0| 0.946718| 0.008766| 0.000000| 0.000000| 0.948122| 0.955641| 0.952736| 0.944773| 0.932318
 6000.0| 0.941581| 0.007061| 0.000000| 0.000000| 0.941317| 0.947596| 0.947579| 0.941753| 0.929662
 6005.0| 0.931255| 0.009778| 0.000000| 0.000000| 0.920628| 0.940985| 0.942012| 0.930686| 0.921965
 6010.0| 0.928113| 0.009267| 0.000000| 0.000000| 0.927280| 0.939754| 0.934580| 0.923959| 0.914993
 6015.0| 0.922387| 0.008124| 0.000000| 0.000000| 0.920359| 0.935462| 0.925343| 0.916145| 0.914627
 6020.0| 0.915487| 0.009884| 0.000000| 0.000000| 0.909715| 0.928252| 0.924328| 0.904512| 0.910628
 6025.0| 0.922294| 0.015082| 0.000000| 0.000000| 0.906954| 0.937903| 0.938695| 0.907296| 0.920620
 6030.0| 0.936590| 0.018728| 0.000000| 0.000000| 0.910038| 0.956780| 0.954146| 0.927872| 0.934115
 6035.0| 0.944483| 0.016371| 0.000000| 0.000000| 0.918605| 0.962272| 0.956691| 0.940825| 0.944019
 6040.0| 0.942276| 0.014866| 0.000000| 0.000000| 0.922607| 0.959953| 0.955021| 0.933210| 0.940587
 6045.0| 0.944600| 0.014475| 0.000000| 0.000000| 0.933973| 0.960411| 0.959143| 0.926703| 0.942772
 6050.0| 0.943203| 0.014472| 0.000000| 0.000000| 0.929504| 0.956637| 0.961644| 0.930630| 0.937600
 6055.0| 0.940348| 0.011737| 0.000000| 0.000000| 0.924351| 0.949599| 0.955084| 0.936011| 0.936693
 6060.0| 0.937022| 0.011358| 0.000000| 0.000000| 0.921582| 0.948226| 0.949322| 0.934581| 0.931399
 6065.0| 0.937302| 0.013106| 0.000000| 0.000000| 0.918135| 0.946660| 0.953414| 0.933098| 0.935201
 6070.0| 0.944079| 0.010305| 0.000000| 0.000000| 0.929910| 0.952742| 0.955908| 0.944018| 0.937819
 6075.0| 0.937730| 0.007207| 0.000000| 0.000000| 0.930608| 0.945745| 0.945770| 0.934556| 0.931970
 6080.0| 0.923365| 0.011570| 0.000000| 0.000000| 0.910614| 0.934527| 0.934146| 0.910778| 0.926761
 6085.0| 0.922472| 0.010069| 0.000000| 0.000000| 0.909124| 0.932971| 0.932471| 0.915672| 0.922125
 6090.0| 0.920540| 0.011669| 0.000000| 0.000000| 0.904609| 0.933764| 0.931144| 0.914196| 0.918987
 6095.0| 0.917552| 0.008339| 0.000000| 0.000000| 0.908360| 0.929960| 0.921127| 0.910731| 0.917581
 6100.0| 0.909478| 0.008234| 0.000000| 0.000000| 0.895363| 0.915722| 0.916678| 0.909252| 0.910377
 6105.0| 0.914290| 0.010462| 0.000000| 0.000000| 0.904818| 0.919302| 0.929798| 0.903593| 0.913941
 6110.0| 0.925407| 0.013392| 0.000000| 0.000000| 0.909261| 0.935625| 0.940188| 0.912450| 0.929510
 6115.0| 0.919066| 0.012707| 0.000000| 0.000000| 0.900624| 0.931486| 0.929254| 0.910450| 0.923517
 6120.0| 0.908251| 0.010311| 0.000000| 0.000000| 0.896170| 0.915172| 0.917526| 0.897064| 0.915320
 6125.0| 0.913453| 0.010182| 0.000000| 0.000000| 0.910783| 0.915599| 0.924661| 0.896925| 0.919297
 6130.0| 0.914213| 0.010485| 0.000000| 0.000000| 0.905475| 0.918325| 0.927714| 0.900932| 0.918618
 6135.0| 0.894988| 0.007977| 0.000000| 0.000000| 0.885915| 0.897262| 0.905795| 0.887510| 0.898457
 6140.0| 0.893707| 0.008098| 0.000000| 0.000000| 0.896127| 0.898269| 0.888848| 0.881945| 0.903347
 6145.0| 0.907686| 0.006508| 0.000000| 0.000000| 0.899339| 0.917206| 0.904529| 0.906575| 0.910782
 6150.0| 0.911450| 0.008213| 0.000000| 0.000000| 0.899725| 0.918549| 0.920491| 0.911504| 0.906981
 6155.0| 0.901461| 0.003858| 0.000000| 0.000000| 0.896597| 0.905724| 0.903743| 0.897865| 0.903377
 6160.0| 0.877425| 0.002611| 0.000000| 0.000000| 0.874420| 0.875792| 0.878711| 0.876765| 0.881436
 6165.0| 0.870504| 0.006571| 0.000000| 0.000000| 0.868308| 0.872538| 0.875567| 0.859741| 0.876367
 6170.0| 0.883694| 0.011482| 0.000000| 0.000000| 0.879770| 0.889197| 0.890058| 0.864762| 0.894681
 6175.0| 0.902729| 0.011293| 0.000000| 0.000000| 0.893287| 0.909009| 0.908900| 0.887516| 0.914933
 6180.0| 0.914025| 0.010014| 0.000000| 0.000000| 0.899599| 0.921071| 0.917111| 0.907435| 0.924912
 6185.0| 0.909567| 0.007634| 0.000000| 0.000000| 0.899650| 0.916433| 0.906265| 0.906689| 0.918795
 6190.0| 0.899182| 0.009093| 0.000000| 0.000000| 0.891201| 0.907402| 0.895845| 0.890560| 0.910903
 6195.0| 0.907211| 0.010901| 0.000000| 0.000000| 0.901222| 0.918193| 0.904447| 0.893016| 0.919178
 6200.0| 0.918601| 0.009460| 0.000000| 0.000000| 0.910841| 0.926126| 0.919211| 0.906876| 0.929953
 6205.0| 0.920861| 0.010863| 0.000000| 0.000000| 0.907855| 0.931486| 0.923778| 0.910220| 0.930966
 6210.0| 0.911459| 0.008738| 0.000000| 0.000000| 0.902329| 0.920552| 0.919241| 0.901628| 0.913543
 6215.0| 0.899816| 0.010038| 0.000000| 0.000000| 0.893070| 0.904097| 0.910618| 0.885261| 0.906034
 6220.0| 0.897840| 0.011333| 0.000000| 0.000000| 0.887692| 0.906792| 0.901186| 0.883468| 0.910064
 6225.0| 0.900371| 0.008626| 0.000000| 0.000000| 0.895598| 0.904198| 0.893638| 0.894037| 0.914383
 6230.0| 0.890009| 0.002093| 0.000000| 0.000000| 0.886722| 0.892746| 0.890058| 0.890135| 0.890382
 6235.0| 0.889914| 0.009807| 0.000000| 0.000000| 0.872337| 0.897496| 0.891034| 0.892832| 0.895872
 6240.0| 0.891645| 0.004983| 0.000000| 0.000000| 0.883004| 0.893367| 0.891747| 0.893316| 0.896792
 6245.0| 0.884995| 0.003336| 0.000000| 0.000000| 0.879750| 0.885637| 0.887751| 0.888174| 0.883666
 6250.0| 0.882685| 0.003720| 0.000000| 0.000000| 0.880091| 0.880776| 0.881490| 0.889484| 0.881583
 6255.0| 0.874363| 0.006019| 0.000000| 0.000000| 0.865808| 0.872985| 0.877716| 0.882525| 0.872784
 6260.0| 0.880907| 0.012133| 0.000000| 0.000000| 0.859244| 0.883440| 0.883516| 0.886689| 0.891643
 6265.0| 0.888584| 0.022192| 0.000000| 0.000000| 0.847691| 0.895238| 0.900468| 0.900988| 0.898536
 6270.0| 0.895844| 0.012870| 0.000000| 0.000000| 0.872552| 0.897984| 0.905762| 0.902153| 0.900770
 6275.0| 0.884446| 0.010898| 0.000000| 0.000000| 0.870680| 0.883206| 0.882800| 0.902177| 0.883365
 6280.0| 0.871340| 0.019292| 0.000000| 0.000000| 0.852501| 0.870147| 0.864198| 0.905164| 0.864691
 6285.0| 0.888366| 0.012597| 0.000000| 0.000000| 0.874191| 0.888963| 0.879436| 0.908178| 0.891060
 6290.0| 0.893403| 0.007977| 0.000000| 0.000000| 0.885016| 0.893153| 0.896220| 0.905733| 0.886895
 6295.0| 0.883873| 0.006240| 0.000000| 0.000000| 0.886636| 0.879331| 0.881856| 0.893769| 0.877772
 6300.0| 0.871578| 0.008343| 0.000000| 0.000000| 0.865779| 0.869130| 0.863813| 0.885491| 0.873676
 6305.0| 0.879247| 0.006561| 0.000000| 0.000000| 0.875415| 0.882932| 0.871754| 0.889020| 0.877115
 6310.0| 0.882429| 0.007836| 0.000000| 0.000000| 0.872222| 0.882352| 0.883957| 0.894473| 0.879143
 6315.0| 0.870079| 0.009764| 0.000000| 0.000000| 0.859910| 0.864127| 0.876616| 0.884384| 0.865358
 6320.0| 0.872024| 0.006042| 0.000000| 0.000000| 0.867474| 0.870453| 0.868991| 0.883035| 0.870166
 6325.0| 0.885587| 0.004128| 0.000000| 0.000000| 0.882031| 0.888353| 0.880945| 0.891196| 0.885409
 6330.0| 0.888227| 0.003164| 0.000000| 0.000000| 0.890179| 0.886532| 0.891696| 0.889314| 0.883414
 6335.0| 0.875830| 0.004898| 0.000000| 0.000000| 0.879727| 0.874572| 0.880947| 0.875800| 0.868103
 6340.0| 0.874041| 0.002284| 0.000000| 0.000000| 0.874876| 0.874612| 0.870995| 0.872530| 0.877192
 6345.0| 0.882533| 0.001395| 0.000000| 0.000000| 0.882987| 0.883847| 0.883348| 0.880085| 0.882400
 6350.0| 0.886941| 0.004317| 0.000000| 0.000000| 0.882289| 0.888871| 0.893750| 0.884953| 0.884839
 6355.0| 0.878723| 0.002445| 0.000000| 0.000000| 0.875395| 0.879423| 0.878697| 0.882349| 0.877751
 6360.0| 0.867422| 0.005807| 0.000000| 0.000000| 0.860558| 0.869059| 0.863458| 0.876306| 0.867730
 6365.0| 0.870948| 0.008102| 0.000000| 0.000000| 0.856085| 0.876168| 0.874122| 0.875191| 0.873171
 6370.0| 0.883124| 0.007284| 0.000000| 0.000000| 0.872104| 0.888790| 0.891281| 0.880349| 0.883094
 6375.0| 0.885584| 0.005333| 0.000000| 0.000000| 0.879578| 0.890641| 0.892257| 0.882775| 0.882667
 6380.0| 0.881486| 0.006805| 0.000000| 0.000000| 0.870568| 0.888271| 0.886779| 0.879333| 0.882477
 6385.0| 0.881575| 0.008145| 0.000000| 0.000000| 0.867566| 0.888404| 0.887807| 0.881096| 0.883002
 6390.0| 0.878433| 0.010946| 0.000000| 0.000000| 0.859426| 0.881864| 0.888828| 0.884099| 0.877947
 6395.0| 0.868262| 0.010780| 0.000000| 0.000000| 0.851020| 0.869568| 0.881665| 0.872357| 0.866701
 6400.0| 0.864959| 0.005741| 0.000000| 0.000000| 0.856685| 0.864493| 0.870990| 0.870368| 0.862262
 6405.0| 0.864668| 0.003064| 0.000000| 0.000000| 0.860509| 0.863862| 0.863290| 0.867522| 0.868159
 6410.0| 0.860005| 0.000987| 0.000000| 0.000000| 0.859122| 0.859835| 0.859474| 0.859798| 0.861793
 6415.0| 0.861260| 0.001560| 0.000000| 0.000000| 0.862288| 0.861411| 0.859391| 0.863210| 0.860003
 6420.0| 0.861595| 0.006987| 0.000000| 0.000000| 0.848830| 0.864391| 0.864208| 0.866799| 0.863746
 6425.0| 0.869242| 0.007711| 0.000000| 0.000000| 0.855053| 0.872914| 0.873540| 0.871315| 0.873389
 6430.0| 0.869200| 0.010669| 0.000000| 0.000000| 0.850394| 0.870961| 0.879454| 0.873754| 0.871435
 6435.0| 0.865795| 0.008033| 0.000000| 0.000000| 0.852885| 0.866364| 0.875637| 0.869246| 0.864845
 6440.0| 0.867549| 0.005783| 0.000000| 0.000000| 0.856855| 0.869690| 0.869788| 0.871035| 0.870374
 6445.0| 0.871708| 0.001729| 0.000000| 0.000000| 0.872702| 0.870788| 0.869687| 0.871007| 0.874356
 6450.0| 0.863434| 0.003858| 0.000000| 0.000000| 0.861022| 0.862957| 0.869416| 0.864838| 0.858936
 6455.0| 0.859563| 0.002852| 0.000000| 0.000000| 0.856284| 0.860831| 0.863187| 0.856784| 0.860729
 6460.0| 0.854425| 0.005024| 0.000000| 0.000000| 0.853164| 0.856783| 0.859437| 0.845987| 0.856754
 6465.0| 0.854891| 0.008003| 0.000000| 0.000000| 0.853071| 0.857892| 0.865966| 0.843094| 0.854433
 6470.0| 0.859490| 0.009394| 0.000000| 0.000000| 0.859875| 0.861401| 0.873803| 0.847181| 0.855188
 6475.0| 0.860400| 0.008145| 0.000000| 0.000000| 0.857115| 0.863008| 0.873265| 0.850646| 0.857966
 6480.0| 0.860612| 0.005613| 0.000000| 0.000000| 0.856064| 0.865072| 0.868588| 0.856296| 0.857037
 6485.0| 0.860303| 0.007711| 0.000000| 0.000000| 0.866139| 0.864849| 0.865108| 0.858266| 0.847153
 6490.0| 0.844957| 0.008801| 0.000000| 0.000000| 0.848512| 0.842819| 0.858646| 0.839976| 0.834832
 6495.0| 0.822216| 0.015541| 0.000000| 0.000000| 0.827909| 0.818675| 0.846843| 0.812371| 0.805280
 6500.0| 0.840559| 0.012638| 0.000000| 0.000000| 0.858127| 0.844447| 0.844139| 0.823843| 0.832240
 6505.0| 0.861233| 0.010010| 0.000000| 0.000000| 0.868595| 0.870005| 0.861228| 0.843988| 0.862350
 6510.0| 0.867623| 0.010708| 0.000000| 0.000000| 0.873565| 0.870514| 0.877035| 0.848692| 0.868308
 6515.0| 0.858056| 0.010747| 0.000000| 0.000000| 0.861946| 0.861208| 0.871234| 0.841161| 0.854732
 6520.0| 0.854604| 0.011519| 0.000000| 0.000000| 0.865213| 0.862153| 0.858249| 0.835094| 0.852312
 6525.0| 0.856817| 0.012032| 0.000000| 0.000000| 0.871037| 0.863720| 0.855775| 0.837617| 0.855936
 6530.0| 0.857373| 0.011446| 0.000000| 0.000000| 0.872493| 0.861889| 0.859834| 0.840767| 0.851883
 6535.0| 0.856350| 0.011210| 0.000000| 0.000000| 0.864278| 0.862835| 0.863356| 0.836819| 0.854462
 6540.0| 0.851930| 0.015038| 0.000000| 0.000000| 0.856382| 0.859550| 0.868588| 0.827520| 0.847612
 6545.0| 0.843432| 0.021467| 0.000000| 0.000000| 0.849979| 0.846654| 0.871989| 0.810624| 0.837913
 6550.0| 0.827816| 0.013531| 0.000000| 0.000000| 0.836278| 0.833686| 0.837561| 0.803658| 0.827897
 6555.0| 0.780450| 0.020053| 0.000000| 0.000000| 0.799445| 0.787461| 0.746703| 0.775812| 0.792828
 6560.0| 0.692390| 0.007142| 0.000000| 0.000000| 0.694822| 0.692662| 0.682860| 0.688777| 0.702829
 6565.0| 0.711242| 0.017173| 0.000000| 0.000000| 0.711649| 0.728368| 0.720783| 0.681694| 0.713718
 6570.0| 0.788844| 0.023324| 0.000000| 0.000000| 0.800894| 0.802519| 0.798387| 0.745847| 0.796573
 6575.0| 0.825503| 0.013611| 0.000000| 0.000000| 0.835770| 0.829392| 0.839354| 0.804797| 0.818205
 6580.0| 0.840141| 0.010462| 0.000000| 0.000000| 0.851627| 0.843058| 0.847253| 0.824582| 0.834187
 6585.0| 0.839707| 0.015006| 0.000000| 0.000000| 0.860962| 0.843964| 0.843555| 0.820050| 0.830001
 6590.0| 0.833247| 0.017918| 0.000000| 0.000000| 0.856690| 0.835380| 0.841440| 0.806744| 0.825982
 6595.0| 0.832675| 0.018801| 0.000000| 0.000000| 0.851077| 0.834964| 0.848154| 0.802821| 0.826359
 6600.0| 0.843404| 0.017926| 0.000000| 0.000000| 0.863431| 0.844927| 0.855487| 0.815141| 0.838037
 6605.0| 0.839014| 0.014105| 0.000000| 0.000000| 0.843193| 0.845332| 0.855043| 0.816104| 0.835398
 6610.0| 0.839047| 0.015107| 0.000000| 0.000000| 0.847294| 0.844122| 0.853136| 0.812900| 0.837783
 6615.0| 0.844121| 0.015392| 0.000000| 0.000000| 0.848757| 0.849279| 0.856477| 0.816168| 0.849927
 6620.0| 0.846284| 0.013781| 0.000000| 0.000000| 0.853837| 0.850258| 0.858652| 0.822042| 0.846631
 6625.0| 0.841410| 0.012740| 0.000000| 0.000000| 0.851985| 0.844061| 0.853093| 0.820914| 0.836998
 6630.0| 0.830698| 0.012481| 0.000000| 0.000000| 0.836569| 0.833636| 0.845729| 0.811232| 0.826326
 6635.0| 0.826958| 0.013776| 0.000000| 0.000000| 0.833501| 0.829750| 0.843844| 0.805693| 0.822003
 6640.0| 0.830757| 0.012794| 0.000000| 0.000000| 0.836953| 0.831476| 0.847644| 0.812005| 0.825704
 6645.0| 0.831529| 0.014218| 0.000000| 0.000000| 0.826992| 0.835286| 0.854444| 0.814920| 0.826005
 6650.0| 0.835740| 0.014184| 0.000000| 0.000000| 0.829524| 0.840518| 0.857068| 0.817208| 0.834385
 6655.0| 0.835794| 0.012047| 0.000000| 0.000000| 0.838728| 0.839536| 0.850712| 0.816515| 0.833479
 6660.0| 0.829450| 0.011951| 0.000000| 0.000000| 0.832388| 0.831203| 0.844530| 0.810153| 0.828975
 6665.0| 0.826453| 0.013639| 0.000000| 0.000000| 0.822434| 0.828607| 0.846958| 0.807587| 0.826679
 6670.0| 0.829759| 0.013715| 0.000000| 0.000000| 0.827819| 0.832026| 0.849597| 0.809657| 0.829696
 6675.0| 0.823324| 0.013511| 0.000000| 0.000000| 0.816468| 0.827623| 0.844141| 0.806547| 0.821842
 6680.0| 0.821800| 0.014340| 0.000000| 0.000000| 0.813349| 0.828514| 0.839486| 0.801089| 0.826564
 6685.0| 0.828000| 0.014208| 0.000000| 0.000000| 0.813339| 0.835929| 0.844357| 0.811499| 0.834878
 6690.0| 0.828885| 0.013707| 0.000000| 0.000000| 0.818515| 0.834202| 0.849603| 0.813373| 0.828730
 6695.0| 0.824073| 0.013856| 0.000000| 0.000000| 0.817287| 0.827541| 0.845696| 0.806873| 0.822967
 6700.0| 0.821649| 0.012242| 0.000000| 0.000000| 0.817650| 0.824358| 0.839491| 0.804320| 0.822426
 6705.0| 0.821639| 0.011138| 0.000000| 0.000000| 0.820757| 0.822760| 0.838586| 0.806190| 0.819901
 6710.0| 0.820694| 0.009260| 0.000000| 0.000000| 0.814525| 0.817418| 0.837177| 0.813860| 0.820493
 6715.0| 0.812485| 0.010206| 0.000000| 0.000000| 0.800573| 0.809996| 0.829602| 0.811961| 0.810291
 6720.0| 0.810858| 0.008166| 0.000000| 0.000000| 0.805779| 0.810272| 0.824163| 0.801892| 0.812185
 6725.0| 0.815696| 0.009761| 0.000000| 0.000000| 0.806941| 0.816840| 0.828945| 0.804562| 0.821191
 6730.0| 0.817796| 0.012854| 0.000000| 0.000000| 0.805518| 0.819522| 0.837170| 0.805000| 0.821769
 6735.0| 0.818808| 0.012913| 0.000000| 0.000000| 0.812607| 0.819262| 0.840296| 0.804207| 0.817667
 6740.0| 0.817750| 0.011540| 0.000000| 0.000000| 0.812338| 0.817190| 0.837557| 0.805678| 0.815987
 6745.0| 0.815413| 0.009753| 0.000000| 0.000000| 0.810074| 0.813778| 0.831229| 0.804356| 0.817626
 6750.0| 0.812663| 0.010169| 0.000000| 0.000000| 0.807231| 0.811986| 0.827979| 0.799798| 0.816321
 6755.0| 0.814398| 0.011409| 0.000000| 0.000000| 0.811519| 0.816179| 0.832208| 0.799381| 0.812703
 6760.0| 0.815935| 0.012894| 0.000000| 0.000000| 0.804822| 0.819817| 0.834867| 0.801515| 0.818656
 6765.0| 0.811957| 0.011675| 0.000000| 0.000000| 0.801412| 0.815481| 0.827913| 0.798378| 0.816600
 6770.0| 0.807737| 0.010604| 0.000000| 0.000000| 0.797071| 0.814185| 0.820768| 0.795656| 0.811004
 6775.0| 0.811292| 0.011016| 0.000000| 0.000000| 0.802390| 0.818346| 0.823182| 0.796279| 0.816265
 6780.0| 0.812913| 0.011954| 0.000000| 0.000000| 0.803372| 0.817133| 0.828738| 0.797707| 0.817612
 6785.0| 0.812185| 0.011370| 0.000000| 0.000000| 0.805520| 0.814546| 0.829357| 0.797813| 0.813688
 6790.0| 0.812556| 0.009131| 0.000000| 0.000000| 0.808067| 0.814338| 0.826452| 0.800715| 0.813210
 6795.0| 0.809360| 0.008974| 0.000000| 0.000000| 0.800409| 0.813807| 0.823208| 0.802540| 0.806836
 6800.0| 0.808936| 0.007149| 0.000000| 0.000000| 0.805270| 0.807777| 0.820388| 0.800567| 0.810679
 6805.0| 0.806182| 0.007346| 0.000000| 0.000000| 0.803580| 0.806786| 0.818334| 0.797613| 0.804598
 6810.0| 0.807216| 0.006977| 0.000000| 0.000000| 0.808086| 0.807144| 0.818125| 0.798121| 0.804605
 6815.0| 0.808478| 0.008410| 0.000000| 0.000000| 0.811470| 0.808906| 0.820273| 0.796448| 0.805292
 6820.0| 0.807398| 0.009746| 0.000000| 0.000000| 0.803782| 0.809682| 0.822274| 0.794477| 0.806775
 6825.0| 0.807382| 0.008686| 0.000000| 0.000000| 0.805374| 0.808839| 0.821070| 0.796146| 0.805483
 6830.0| 0.804835| 0.006728| 0.000000| 0.000000| 0.801545| 0.807209| 0.814395| 0.795534| 0.805493
 6835.0| 0.800275| 0.006841| 0.000000| 0.000000| 0.802344| 0.801285| 0.802308| 0.788284| 0.807154
 6840.0| 0.795609| 0.012832| 0.000000| 0.000000| 0.000000| 0.000000| 0.801792| 0.778988| 0.806048
 6845.0| 0.794537| 0.013469| 0.000000| 0.000000| 0.000000| 0.000000| 0.801276| 0.777055| 0.805281
 6850.0| 0.796489| 0.009508| 0.000000| 0.000000| 0.000000| 0.000000| 0.800760| 0.784226| 0.804481
 6855.0| 0.794921| 0.010821| 0.000000| 0.000000| 0.000000| 0.000000| 0.800244| 0.780882| 0.803637
 6860.0| 0.793806| 0.011336| 0.000000| 0.000000| 0.000000| 0.000000| 0.799728| 0.779061| 0.802630
 6865.0| 0.795883| 0.007149| 0.000000| 0.000000| 0.000000| 0.000000| 0.799212| 0.786637| 0.801798
 6870.0| 0.795046| 0.007207| 0.000000| 0.000000| 0.000000| 0.000000| 0.798697| 0.785685| 0.800756
 6875.0| 0.796145| 0.004413| 0.000000| 0.000000| 0.000000| 0.000000| 0.798181| 0.790443| 0.799813
 6880.0| 0.795985| 0.003548| 0.000000| 0.000000| 0.000000| 0.000000| 0.797665| 0.791381| 0.798910
 6885.0| 0.793245| 0.006733| 0.000000| 0.000000| 0.000000| 0.000000| 0.797149| 0.784459| 0.798127
 6890.0| 0.793170| 0.005807| 0.000000| 0.000000| 0.000000| 0.000000| 0.796633| 0.785566| 0.797310
 6895.0| 0.793507| 0.004349| 0.000000| 0.000000| 0.000000| 0.000000| 0.796117| 0.787826| 0.796579
 6900.0| 0.793695| 0.003164| 0.000000| 0.000000| 0.000000| 0.000000| 0.795602| 0.789548| 0.795936
 6905.0| 0.793928| 0.001920| 0.000000| 0.000000| 0.000000| 0.000000| 0.795086| 0.791396| 0.795301
 6910.0| 0.793120| 0.002238| 0.000000| 0.000000| 0.000000| 0.000000| 0.794570| 0.790176| 0.794615
 6915.0| 0.790206| 0.006167| 0.000000| 0.000000| 0.000000| 0.000000| 0.794054| 0.782139| 0.794424
 6920.0| 0.789170| 0.007241| 0.000000| 0.000000| 0.000000| 0.000000| 0.793538| 0.779698| 0.794273
 6925.0| 0.790324| 0.004673| 0.000000| 0.000000| 0.000000| 0.000000| 0.793022| 0.784228| 0.793723
 6930.0| 0.790505| 0.003498| 0.000000| 0.000000| 0.000000| 0.000000| 0.792506| 0.785932| 0.793076
 6935.0| 0.791335| 0.001395| 0.000000| 0.000000| 0.000000| 0.000000| 0.791991| 0.789583| 0.792433
 6940.0| 0.789982| 0.002753| 0.000000| 0.000000| 0.000000| 0.000000| 0.791475| 0.786412| 0.792059
 6945.0| 0.787735| 0.005668| 0.000000| 0.000000| 0.000000| 0.000000| 0.790959| 0.780326| 0.791921
 6950.0| 0.788032| 0.004537| 0.000000| 0.000000| 0.000000| 0.000000| 0.790443| 0.782142| 0.791510
 6955.0| 0.788212| 0.003902| 0.000000| 0.000000| 0.000000| 0.000000| 0.789927| 0.783186| 0.791521
 6960.0| 0.789064| 0.002126| 0.000000| 0.000000| 0.000000| 0.000000| 0.789411| 0.786489| 0.791292
 6965.0| 0.790837| 0.001709| 0.000000| 0.000000| 0.000000| 0.000000| 0.788896| 0.792773| 0.790844
 6970.0| 0.791169| 0.002158| 0.000000| 0.000000| 0.000000| 0.000000| 0.788380| 0.792789| 0.792339
 6975.0| 0.782555| 0.004969| 0.000000| 0.000000| 0.784304| 0.786384| 0.787864| 0.777616| 0.776608
 6980.0| 0.779749| 0.005569| 0.000000| 0.000000| 0.787944| 0.782471| 0.775595| 0.773369| 0.779364
 6985.0| 0.786410| 0.006117| 0.000000| 0.000000| 0.794504| 0.790199| 0.779529| 0.780707| 0.787111
 6990.0| 0.785492| 0.006196| 0.000000| 0.000000| 0.774846| 0.791333| 0.787434| 0.784767| 0.789081
 6995.0| 0.783309| 0.008516| 0.000000| 0.000000| 0.767839| 0.789962| 0.785257| 0.786877| 0.786613
 7000.0| 0.776015| 0.006367| 0.000000| 0.000000| 0.764643| 0.780946| 0.778836| 0.776169| 0.779481
 7005.0| 0.770033| 0.005353| 0.000000| 0.000000| 0.762327| 0.770974| 0.776148| 0.766825| 0.773890
 7010.0| 0.773020| 0.003821| 0.000000| 0.000000| 0.769514| 0.773454| 0.773815| 0.769335| 0.778984
 7015.0| 0.767284| 0.000746| 0.000000| 0.000000| 0.766922| 0.767808| 0.768026| 0.766113| 0.767552
