#Table: J/PASP/110/863/g2v.dat.gz (cdsarc.u-strasbg.fr)
-------------------------------------------------------------------------------------------------
 lambda|    nflam|  sdnflam|       fi|       fg|       fj|       fs|       fk|      fd1|      fd2
 3510.0| 0.518760| 0.020646| 0.000000| 0.513511| 0.551242| 0.503155| 0.507132| 0.000000| 0.000000
 3515.0| 0.513850| 0.025750| 0.000000| 0.509133| 0.554049| 0.494388| 0.497832| 0.000000| 0.000000
 3520.0| 0.501890| 0.015044| 0.000000| 0.510787| 0.518156| 0.481705| 0.496910| 0.000000| 0.000000
 3525.0| 0.494325| 0.015170| 0.000000| 0.513157| 0.499313| 0.474484| 0.490345| 0.000000| 0.000000
 3530.0| 0.525963| 0.027633| 0.000000| 0.525539| 0.567397| 0.510946| 0.499970| 0.000000| 0.000000
 3535.0| 0.566635| 0.030105| 0.000000| 0.554632| 0.614273| 0.554252| 0.543381| 0.000000| 0.000000
 3540.0| 0.590042| 0.018612| 0.000000| 0.582150| 0.618960| 0.573698| 0.585362| 0.000000| 0.000000
 3545.0| 0.596099| 0.019825| 0.000000| 0.589625| 0.626580| 0.577440| 0.590752| 0.000000| 0.000000
 3550.0| 0.585416| 0.021324| 0.000000| 0.582872| 0.617461| 0.563934| 0.577397| 0.000000| 0.000000
 3555.0| 0.566318| 0.020753| 0.000000| 0.571253| 0.590555| 0.536911| 0.566555| 0.000000| 0.000000
 3560.0| 0.545905| 0.030133| 0.000000| 0.554021| 0.583542| 0.505942| 0.540116| 0.000000| 0.000000
 3565.0| 0.496117| 0.030474| 0.000000| 0.528463| 0.516878| 0.457388| 0.481737| 0.000000| 0.000000
 3570.0| 0.455816| 0.037264| 0.000000| 0.494094| 0.486317| 0.421344| 0.421509| 0.000000| 0.000000
 3575.0| 0.445318| 0.055440| 0.000000| 0.454576| 0.524991| 0.409515| 0.392188| 0.000000| 0.000000
 3580.0| 0.412671| 0.031279| 0.000000| 0.427941| 0.452179| 0.379807| 0.390757| 0.000000| 0.000000
 3585.0| 0.413621| 0.025793| 0.000000| 0.431280| 0.437443| 0.376431| 0.409331| 0.000000| 0.000000
 3590.0| 0.473621| 0.034568| 0.000000| 0.463566| 0.528055| 0.446526| 0.456338| 0.000000| 0.000000
 3595.0| 0.545896| 0.041402| 0.000000| 0.514425| 0.611480| 0.527503| 0.530178| 0.000000| 0.000000
 3600.0| 0.571384| 0.032869| 0.000000| 0.554230| 0.619767| 0.538721| 0.572817| 0.000000| 0.000000
 3605.0| 0.533555| 0.028187| 0.000000| 0.557596| 0.548831| 0.490025| 0.537766| 0.000000| 0.000000
 3610.0| 0.487770| 0.028057| 0.000000| 0.000000| 0.522379| 0.459798| 0.481132| 0.000000| 0.000000
 3615.0| 0.488318| 0.036059| 0.000000| 0.000000| 0.535468| 0.462656| 0.466830| 0.000000| 0.000000
 3620.0| 0.509028| 0.031869| 0.000000| 0.000000| 0.550747| 0.488916| 0.487422| 0.000000| 0.000000
 3625.0| 0.555356| 0.046263| 0.000000| 0.000000| 0.615651| 0.530229| 0.520190| 0.000000| 0.000000
 3630.0| 0.555075| 0.023690| 0.000000| 0.000000| 0.583071| 0.529517| 0.552636| 0.000000| 0.000000
 3635.0| 0.555206| 0.022552| 0.000000| 0.000000| 0.564767| 0.526232| 0.574620| 0.000000| 0.000000
 3640.0| 0.571581| 0.025421| 0.000000| 0.000000| 0.598427| 0.541122| 0.575195| 0.000000| 0.000000
 3645.0| 0.552104| 0.015345| 0.000000| 0.000000| 0.567850| 0.533423| 0.555039| 0.000000| 0.000000
 3650.0| 0.567049| 0.010927| 0.000000| 0.000000| 0.581143| 0.557862| 0.562142| 0.000000| 0.000000
 3655.0| 0.642009| 0.020779| 0.000000| 0.000000| 0.668993| 0.625516| 0.631519| 0.000000| 0.000000
 3660.0| 0.687129| 0.019761| 0.000000| 0.000000| 0.701135| 0.661286| 0.698968| 0.000000| 0.000000
 3665.0| 0.682047| 0.023344| 0.000000| 0.000000| 0.695358| 0.651563| 0.699221| 0.000000| 0.000000
 3670.0| 0.660108| 0.018924| 0.000000| 0.000000| 0.680576| 0.637782| 0.661965| 0.000000| 0.000000
 3675.0| 0.643117| 0.026645| 0.000000| 0.000000| 0.677379| 0.620299| 0.631673| 0.000000| 0.000000
 3680.0| 0.612598| 0.016993| 0.000000| 0.000000| 0.629282| 0.591506| 0.617006| 0.000000| 0.000000
 3685.0| 0.608042| 0.017586| 0.000000| 0.000000| 0.621307| 0.585109| 0.617709| 0.000000| 0.000000
 3690.0| 0.631152| 0.011639| 0.000000| 0.000000| 0.642913| 0.616882| 0.633661| 0.000000| 0.000000
 3695.0| 0.665260| 0.013250| 0.000000| 0.000000| 0.682073| 0.653160| 0.660547| 0.000000| 0.000000
 3700.0| 0.670925| 0.021793| 0.000000| 0.000000| 0.691928| 0.643701| 0.677146| 0.000000| 0.000000
 3705.0| 0.626265| 0.030851| 0.000000| 0.000000| 0.616177| 0.597436| 0.665181| 0.000000| 0.000000
 3710.0| 0.626582| 0.012593| 0.000000| 0.000000| 0.634583| 0.610098| 0.635065| 0.000000| 0.000000
 3715.0| 0.642053| 0.042845| 0.000000| 0.000000| 0.696209| 0.627642| 0.602307| 0.000000| 0.000000
 3720.0| 0.575034| 0.017811| 0.000000| 0.000000| 0.595667| 0.555299| 0.574135| 0.000000| 0.000000
 3725.0| 0.574043| 0.038979| 0.000000| 0.000000| 0.624743| 0.543634| 0.553751| 0.000000| 0.000000
 3730.0| 0.552913| 0.043124| 0.000000| 0.000000| 0.607894| 0.514292| 0.536554| 0.000000| 0.000000
 3735.0| 0.493606| 0.028185| 0.000000| 0.000000| 0.505193| 0.457469| 0.518155| 0.000000| 0.000000
 3740.0| 0.512447| 0.045612| 0.000000| 0.000000| 0.568301| 0.466216| 0.502823| 0.000000| 0.000000
 3745.0| 0.502900| 0.036819| 0.000000| 0.000000| 0.547111| 0.464151| 0.497437| 0.000000| 0.000000
 3750.0| 0.515827| 0.022209| 0.000000| 0.000000| 0.543198| 0.493635| 0.510646| 0.000000| 0.000000
 3755.0| 0.589654| 0.055983| 0.000000| 0.000000| 0.662336| 0.561534| 0.545092| 0.000000| 0.000000
 3760.0| 0.592701| 0.035280| 0.000000| 0.000000| 0.638052| 0.562429| 0.577622| 0.000000| 0.000000
 3765.0| 0.606931| 0.036727| 0.000000| 0.000000| 0.653990| 0.574837| 0.591967| 0.000000| 0.000000
 3770.0| 0.645343| 0.026232| 0.000000| 0.000000| 0.679507| 0.631324| 0.625199| 0.000000| 0.000000
 3775.0| 0.722127| 0.030076| 0.000000| 0.000000| 0.761503| 0.702812| 0.702065| 0.000000| 0.000000
 3780.0| 0.768365| 0.043716| 0.000000| 0.000000| 0.825336| 0.735083| 0.744677| 0.000000| 0.000000
 3785.0| 0.722539| 0.049767| 0.000000| 0.000000| 0.787417| 0.695357| 0.684843| 0.000000| 0.000000
 3790.0| 0.639462| 0.047854| 0.000000| 0.000000| 0.700208| 0.622384| 0.595794| 0.000000| 0.000000
 3795.0| 0.595047| 0.034421| 0.000000| 0.000000| 0.638743| 0.582749| 0.563648| 0.000000| 0.000000
 3800.0| 0.624126| 0.043009| 0.000000| 0.000000| 0.678638| 0.609101| 0.584638| 0.000000| 0.000000
 3805.0| 0.688344| 0.071995| 0.000000| 0.000000| 0.780896| 0.657553| 0.626582| 0.000000| 0.000000
 3810.0| 0.682991| 0.070928| 0.000000| 0.000000| 0.775788| 0.639674| 0.633509| 0.000000| 0.000000
 3815.0| 0.592221| 0.050624| 0.000000| 0.000000| 0.658212| 0.553855| 0.564596| 0.000000| 0.000000
 3820.0| 0.506420| 0.064278| 0.000000| 0.000000| 0.590573| 0.465321| 0.463367| 0.000000| 0.000000
 3825.0| 0.434491| 0.063737| 0.000000| 0.000000| 0.517409| 0.401186| 0.384878| 0.000000| 0.000000
 3830.0| 0.390596| 0.052900| 0.000000| 0.000000| 0.458775| 0.367074| 0.345940| 0.000000| 0.000000
 3835.0| 0.388614| 0.039853| 0.000000| 0.000000| 0.439520| 0.373085| 0.353237| 0.000000| 0.000000
 3840.0| 0.453437| 0.046395| 0.000000| 0.000000| 0.512362| 0.436762| 0.411189| 0.000000| 0.000000
 3845.0| 0.571416| 0.083909| 0.000000| 0.000000| 0.680835| 0.525245| 0.508169| 0.000000| 0.000000
 3850.0| 0.619059| 0.086874| 0.000000| 0.000000| 0.732405| 0.554140| 0.570634| 0.000000| 0.000000
 3855.0| 0.585118| 0.078985| 0.000000| 0.000000| 0.688131| 0.525723| 0.541498| 0.000000| 0.000000
 3860.0| 0.555904| 0.080046| 0.000000| 0.000000| 0.659697| 0.516590| 0.491424| 0.000000| 0.000000
 3865.0| 0.590198| 0.114390| 0.000000| 0.000000| 0.738194| 0.536118| 0.496281| 0.000000| 0.000000
 3870.0| 0.589577| 0.092612| 0.000000| 0.000000| 0.710747| 0.532955| 0.525029| 0.000000| 0.000000
 3875.0| 0.579261| 0.073315| 0.000000| 0.000000| 0.675218| 0.529049| 0.533514| 0.000000| 0.000000
 3880.0| 0.571969| 0.067633| 0.000000| 0.000000| 0.660382| 0.523466| 0.532060| 0.000000| 0.000000
 3885.0| 0.561166| 0.043105| 0.000000| 0.000000| 0.616945| 0.525835| 0.540717| 0.000000| 0.000000
 3890.0| 0.587270| 0.030176| 0.000000| 0.000000| 0.626555| 0.571267| 0.563989| 0.000000| 0.000000
 3895.0| 0.645114| 0.049192| 0.000000| 0.000000| 0.707769| 0.626706| 0.600867| 0.000000| 0.000000
 3900.0| 0.667237| 0.036090| 0.000000| 0.000000| 0.714489| 0.643376| 0.643848| 0.000000| 0.000000
 3905.0| 0.682108| 0.028227| 0.000000| 0.000000| 0.712999| 0.649092| 0.684232| 0.000000| 0.000000
 3910.0| 0.731181| 0.039876| 0.000000| 0.000000| 0.782254| 0.696262| 0.715027| 0.000000| 0.000000
 3915.0| 0.728618| 0.040410| 0.000000| 0.000000| 0.777961| 0.687404| 0.720489| 0.000000| 0.000000
 3920.0| 0.645622| 0.042580| 0.000000| 0.000000| 0.692586| 0.596124| 0.648155| 0.000000| 0.000000
 3925.0| 0.500201| 0.043645| 0.000000| 0.000000| 0.557273| 0.469175| 0.474153| 0.000000| 0.000000
 3930.0| 0.338399| 0.010988| 0.000000| 0.000000| 0.350606| 0.338891| 0.325700| 0.000000| 0.000000
 3935.0| 0.323218| 0.003307| 0.000000| 0.000000| 0.321749| 0.320422| 0.327484| 0.000000| 0.000000
 3940.0| 0.462809| 0.035903| 0.000000| 0.000000| 0.509632| 0.435786| 0.443010| 0.000000| 0.000000
 3945.0| 0.605310| 0.038156| 0.000000| 0.000000| 0.652633| 0.567789| 0.595508| 0.000000| 0.000000
 3950.0| 0.707606| 0.037672| 0.000000| 0.000000| 0.749968| 0.664541| 0.708310| 0.000000| 0.000000
 3955.0| 0.706217| 0.041823| 0.000000| 0.000000| 0.747232| 0.654289| 0.717131| 0.000000| 0.000000
 3960.0| 0.586114| 0.036571| 0.000000| 0.000000| 0.612870| 0.538345| 0.607126| 0.000000| 0.000000
 3965.0| 0.405779| 0.007216| 0.000000| 0.000000| 0.402320| 0.399894| 0.415122| 0.000000| 0.000000
 3970.0| 0.370592| 0.029097| 0.000000| 0.000000| 0.376101| 0.400484| 0.335192| 0.000000| 0.000000
 3975.0| 0.564894| 0.042693| 0.000000| 0.000000| 0.612636| 0.566202| 0.515843| 0.000000| 0.000000
 3980.0| 0.765395| 0.031533| 0.000000| 0.000000| 0.800809| 0.729306| 0.766071| 0.000000| 0.000000
 3985.0| 0.851625| 0.026485| 0.000000| 0.000000| 0.862906| 0.817586| 0.874383| 0.000000| 0.000000
 3990.0| 0.881534| 0.027356| 0.000000| 0.000000| 0.909549| 0.848200| 0.886852| 0.000000| 0.000000
 3995.0| 0.894116| 0.024423| 0.000000| 0.000000| 0.921709| 0.866323| 0.894316| 0.000000| 0.000000
 4000.0| 0.905630| 0.024460| 0.000000| 0.000000| 0.931462| 0.876321| 0.909106| 0.000000| 0.000000
 4005.0| 0.909692| 0.018568| 0.000000| 0.000000| 0.917506| 0.885851| 0.925720| 0.000000| 0.000000
 4010.0| 0.935471| 0.018843| 0.000000| 0.000000| 0.949681| 0.910901| 0.945830| 0.000000| 0.000000
 4015.0| 0.959490| 0.019571| 0.000000| 0.000000| 0.976003| 0.934262| 0.968205| 0.000000| 0.000000
 4020.0| 0.968435| 0.021607| 0.000000| 0.000000| 0.990437| 0.942033| 0.972837| 0.000000| 0.000000
 4025.0| 0.956982| 0.029688| 0.000000| 0.000000| 0.994311| 0.928923| 0.947711| 0.000000| 0.000000
 4030.0| 0.931391| 0.029937| 0.000000| 0.000000| 0.965248| 0.897354| 0.931571| 0.000000| 0.000000
 4035.0| 0.942599| 0.036027| 0.000000| 0.000000| 0.974149| 0.896459| 0.957190| 0.000000| 0.000000
 4040.0| 0.954668| 0.046239| 0.000000| 0.000000| 0.987139| 0.894180| 0.982684| 0.000000| 0.000000
 4045.0| 0.915544| 0.041182| 0.000000| 0.000000| 0.911934| 0.870758| 0.963941| 0.000000| 0.000000
 4050.0| 0.925731| 0.039970| 0.000000| 0.000000| 0.972536| 0.882057| 0.922602| 0.000000| 0.000000
 4055.0| 0.912356| 0.035320| 0.000000| 0.000000| 0.958529| 0.887041| 0.891498| 0.000000| 0.000000
 4060.0| 0.888346| 0.029072| 0.000000| 0.000000| 0.923844| 0.858706| 0.882490| 0.000000| 0.000000
 4065.0| 0.886738| 0.036590| 0.000000| 0.000000| 0.922762| 0.841375| 0.896075| 0.000000| 0.000000
 4070.0| 0.903187| 0.040258| 0.000000| 0.000000| 0.946084| 0.855207| 0.908269| 0.000000| 0.000000
 4075.0| 0.906994| 0.033086| 0.000000| 0.000000| 0.946227| 0.871470| 0.903285| 0.000000| 0.000000
 4080.0| 0.930557| 0.024111| 0.000000| 0.000000| 0.960980| 0.908063| 0.922627| 0.000000| 0.000000
 4085.0| 0.984106| 0.024887| 0.000000| 0.000000| 1.007855| 0.952915| 0.991548| 0.000000| 0.000000
 4090.0| 0.997511| 0.029543| 0.000000| 0.000000| 1.020453| 0.959068| 1.013013| 0.000000| 0.000000
 4095.0| 0.924068| 0.027992| 0.000000| 0.000000| 0.960161| 0.900496| 0.911548| 0.000000| 0.000000
 4100.0| 0.838686| 0.014518| 0.000000| 0.000000| 0.851836| 0.843999| 0.820223| 0.000000| 0.000000
 4105.0| 0.880407| 0.015297| 0.000000| 0.000000| 0.900429| 0.871053| 0.869739| 0.000000| 0.000000
 4110.0| 0.970122| 0.027998| 0.000000| 0.000000| 1.000458| 0.937130| 0.972778| 0.000000| 0.000000
 4115.0| 1.008174| 0.028146| 0.000000| 0.000000| 1.035200| 0.972971| 1.016350| 0.000000| 0.000000
 4120.0| 1.002105| 0.026841| 0.000000| 0.000000| 1.032183| 0.971334| 1.002797| 0.000000| 0.000000
 4125.0| 0.975973| 0.028632| 0.000000| 0.000000| 1.012536| 0.950525| 0.964859| 0.000000| 0.000000
 4130.0| 0.951740| 0.024886| 0.000000| 0.000000| 0.983641| 0.930052| 0.941527| 0.000000| 0.000000
 4135.0| 0.965156| 0.027593| 0.000000| 0.000000| 0.999265| 0.937791| 0.958412| 0.000000| 0.000000
 4140.0| 0.984227| 0.037192| 0.000000| 0.000000| 1.027776| 0.943579| 0.981327| 0.000000| 0.000000
 4145.0| 0.973429| 0.032982| 0.000000| 0.000000| 1.009609| 0.934923| 0.975756| 0.000000| 0.000000
 4150.0| 0.972260| 0.028121| 0.000000| 0.000000| 1.006931| 0.944199| 0.965649| 0.000000| 0.000000
 4155.0| 0.972471| 0.016649| 0.000000| 0.000000| 0.988441| 0.951644| 0.977328| 0.000000| 0.000000
 4160.0| 0.993926| 0.026246| 0.000000| 0.000000| 1.026158| 0.967489| 0.988132| 0.000000| 0.000000
 4165.0| 0.992176| 0.032628| 0.000000| 0.000000| 1.034820| 0.968639| 0.973069| 0.000000| 0.000000
 4170.0| 0.958356| 0.029752| 0.000000| 0.000000| 0.996348| 0.931923| 0.946797| 0.000000| 0.000000
 4175.0| 0.934049| 0.024963| 0.000000| 0.000000| 0.964014| 0.907768| 0.930366| 0.000000| 0.000000
 4180.0| 0.940842| 0.027665| 0.000000| 0.000000| 0.976010| 0.915752| 0.930763| 0.000000| 0.000000
 4185.0| 0.941747| 0.021086| 0.000000| 0.000000| 0.963842| 0.916362| 0.945038| 0.000000| 0.000000
 4190.0| 0.946738| 0.025860| 0.000000| 0.000000| 0.977088| 0.918569| 0.944557| 0.000000| 0.000000
 4195.0| 0.929488| 0.031973| 0.000000| 0.000000| 0.971204| 0.905592| 0.911669| 0.000000| 0.000000
 4200.0| 0.912858| 0.020831| 0.000000| 0.000000| 0.940111| 0.900130| 0.898332| 0.000000| 0.000000
 4205.0| 0.957974| 0.020932| 0.000000| 0.000000| 0.984880| 0.939999| 0.949043| 0.000000| 0.000000
 4210.0| 1.001294| 0.020777| 0.000000| 0.000000| 1.020150| 0.974883| 1.008850| 0.000000| 0.000000
 4215.0| 0.995049| 0.021713| 0.000000| 0.000000| 1.002115| 0.967662| 1.015368| 0.000000| 0.000000
 4220.0| 0.953452| 0.032076| 0.000000| 0.000000| 0.972935| 0.911491| 0.975930| 0.000000| 0.000000
 4225.0| 0.883585| 0.027641| 0.000000| 0.000000| 0.872184| 0.859540| 0.919033| 0.000000| 0.000000
 4230.0| 0.896658| 0.024010| 0.000000| 0.000000| 0.927130| 0.874734| 0.888110| 0.000000| 0.000000
 4235.0| 0.924826| 0.028727| 0.000000| 0.000000| 0.961943| 0.900995| 0.911539| 0.000000| 0.000000
 4240.0| 0.942473| 0.022240| 0.000000| 0.000000| 0.967662| 0.917237| 0.942521| 0.000000| 0.000000
 4245.0| 0.934806| 0.027759| 0.000000| 0.000000| 0.966528| 0.903588| 0.934301| 0.000000| 0.000000
 4250.0| 0.909864| 0.022031| 0.000000| 0.000000| 0.931575| 0.882555| 0.915461| 0.000000| 0.000000
 4255.0| 0.908420| 0.024329| 0.000000| 0.000000| 0.929373| 0.877165| 0.918721| 0.000000| 0.000000
 4260.0| 0.915789| 0.017059| 0.000000| 0.000000| 0.933932| 0.895431| 0.918004| 0.000000| 0.000000
 4265.0| 0.912390| 0.034390| 0.000000| 0.000000| 0.957375| 0.891628| 0.888167| 0.000000| 0.000000
 4270.0| 0.864865| 0.017518| 0.000000| 0.000000| 0.883807| 0.844192| 0.866597| 0.000000| 0.000000
 4275.0| 0.871388| 0.023284| 0.000000| 0.000000| 0.885019| 0.840958| 0.888186| 0.000000| 0.000000
 4280.0| 0.902695| 0.032821| 0.000000| 0.000000| 0.931953| 0.860811| 0.915323| 0.000000| 0.000000
 4285.0| 0.886512| 0.032076| 0.000000| 0.000000| 0.911087| 0.844731| 0.903718| 0.000000| 0.000000
 4290.0| 0.845403| 0.030634| 0.000000| 0.000000| 0.874424| 0.806917| 0.854868| 0.000000| 0.000000
 4295.0| 0.786818| 0.037457| 0.000000| 0.000000| 0.831199| 0.746556| 0.782700| 0.000000| 0.000000
 4300.0| 0.696120| 0.021955| 0.000000| 0.000000| 0.715305| 0.667988| 0.705066| 0.000000| 0.000000
 4305.0| 0.652619| 0.015876| 0.000000| 0.000000| 0.671696| 0.635931| 0.650230| 0.000000| 0.000000
 4310.0| 0.694093| 0.009942| 0.000000| 0.000000| 0.691746| 0.706352| 0.684181| 0.000000| 0.000000
 4315.0| 0.861021| 0.025428| 0.000000| 0.000000| 0.894248| 0.846247| 0.842567| 0.000000| 0.000000
 4320.0| 0.972003| 0.043686| 0.000000| 0.000000| 0.999234| 0.914826| 1.001947| 0.000000| 0.000000
 4325.0| 0.953444| 0.064230| 0.000000| 0.000000| 0.918757| 0.904442| 1.037134| 0.000000| 0.000000
 4330.0| 0.965911| 0.023131| 0.000000| 0.000000| 0.986348| 0.936337| 0.975050| 0.000000| 0.000000
 4335.0| 0.921040| 0.041149| 0.000000| 0.000000| 0.972956| 0.907555| 0.882608| 0.000000| 0.000000
 4340.0| 0.853788| 0.021572| 0.000000| 0.000000| 0.845458| 0.881325| 0.834582| 0.000000| 0.000000
 4345.0| 0.904223| 0.018431| 0.000000| 0.000000| 0.920603| 0.911379| 0.880688| 0.000000| 0.000000
 4350.0| 0.960630| 0.017557| 0.000000| 0.000000| 0.979500| 0.939815| 0.962573| 0.000000| 0.000000
 4355.0| 0.987351| 0.020877| 0.000000| 0.000000| 0.984988| 0.964947| 1.012119| 0.000000| 0.000000
 4360.0| 1.016644| 0.014058| 0.000000| 0.000000| 1.020615| 0.999099| 1.030218| 0.000000| 0.000000
 4365.0| 1.028874| 0.016178| 0.000000| 0.000000| 1.046445| 1.009860| 1.030316| 0.000000| 0.000000
 4370.0| 1.003229| 0.017877| 0.000000| 0.000000| 1.021296| 0.981311| 1.007080| 0.000000| 0.000000
 4375.0| 0.964771| 0.027616| 0.000000| 0.000000| 0.998765| 0.937110| 0.958437| 0.000000| 0.000000
 4380.0| 0.923884| 0.038031| 0.000000| 0.000000| 0.971037| 0.886451| 0.914163| 0.000000| 0.000000
 4385.0| 0.887943| 0.017374| 0.000000| 0.000000| 0.894251| 0.865856| 0.903722| 0.000000| 0.000000
 4390.0| 0.931171| 0.026247| 0.000000| 0.000000| 0.964020| 0.905999| 0.923493| 0.000000| 0.000000
 4395.0| 0.974085| 0.032994| 0.000000| 0.000000| 1.016520| 0.945867| 0.959867| 0.000000| 0.000000
 4400.0| 0.982810| 0.029562| 0.000000| 0.000000| 1.010515| 0.945552| 0.992362| 0.000000| 0.000000
 4405.0| 0.980564| 0.022735| 0.000000| 0.000000| 0.980459| 0.954837| 1.006395| 0.000000| 0.000000
 4410.0| 1.019291| 0.025942| 0.000000| 0.000000| 1.049403| 0.990627| 1.017842| 0.000000| 0.000000
 4415.0| 1.041052| 0.022568| 0.000000| 0.000000| 1.065729| 1.014640| 1.042786| 0.000000| 0.000000
 4420.0| 1.064096| 0.026794| 0.000000| 0.000000| 1.092529| 1.032092| 1.067667| 0.000000| 0.000000
 4425.0| 1.069034| 0.026150| 0.000000| 0.000000| 1.094507| 1.036486| 1.076109| 0.000000| 0.000000
 4430.0| 1.062512| 0.025735| 0.000000| 0.000000| 1.087149| 1.030282| 1.070106| 0.000000| 0.000000
 4435.0| 1.050416| 0.014630| 0.000000| 0.000000| 1.060720| 1.031279| 1.059251| 0.000000| 0.000000
 4440.0| 1.062716| 0.014013| 0.000000| 0.000000| 1.077243| 1.045741| 1.065165| 0.000000| 0.000000
 4445.0| 1.078051| 0.019238| 0.000000| 0.000000| 1.082988| 1.054193| 1.096972| 0.000000| 0.000000
 4450.0| 1.074172| 0.030944| 0.000000| 0.000000| 1.086068| 1.034686| 1.101761| 0.000000| 0.000000
 4455.0| 1.021640| 0.020477| 0.000000| 0.000000| 1.028684| 0.995723| 1.040513| 0.000000| 0.000000
 4460.0| 1.007319| 0.016527| 0.000000| 0.000000| 1.028132| 1.002049| 0.991777| 0.000000| 0.000000
 4465.0| 1.044007| 0.016221| 0.000000| 0.000000| 1.064880| 1.036944| 1.030197| 0.000000| 0.000000
 4470.0| 1.091918| 0.010770| 0.000000| 0.000000| 1.100589| 1.077951| 1.097214| 0.000000| 0.000000
 4475.0| 1.115163| 0.019940| 0.000000| 0.000000| 1.133687| 1.089973| 1.121830| 0.000000| 0.000000
 4480.0| 1.102047| 0.012641| 0.000000| 0.000000| 1.101807| 1.087837| 1.116498| 0.000000| 0.000000
 4485.0| 1.099198| 0.009874| 0.000000| 0.000000| 1.099509| 1.087847| 1.110236| 0.000000| 0.000000
 4490.0| 1.100451| 0.011132| 0.000000| 0.000000| 1.095073| 1.091407| 1.114872| 0.000000| 0.000000
 4495.0| 1.112635| 0.016757| 0.000000| 0.000000| 1.101406| 1.101923| 1.134577| 0.000000| 0.000000
 4500.0| 1.141888| 0.014225| 0.000000| 0.000000| 1.129369| 1.136218| 1.160079| 0.000000| 0.000000
 4505.0| 1.167513| 0.011770| 0.000000| 0.000000| 1.153661| 1.168570| 1.180309| 0.000000| 0.000000
 4510.0| 1.168923| 0.019331| 0.000000| 0.000000| 1.146639| 1.169679| 1.190451| 0.000000| 0.000000
 4515.0| 1.141476| 0.032839| 0.000000| 0.000000| 1.119353| 1.120606| 1.184469| 0.000000| 0.000000
 4520.0| 1.119032| 0.020941| 0.000000| 0.000000| 1.113047| 1.098852| 1.145197| 0.000000| 0.000000
 4525.0| 1.058887| 0.013924| 0.000000| 0.000000| 1.065540| 1.040859| 1.070261| 0.000000| 0.000000
 4530.0| 1.023343| 0.007212| 0.000000| 0.000000| 1.028517| 1.013938| 1.027575| 0.000000| 0.000000
 4535.0| 1.062880| 0.005920| 0.000000| 0.000000| 1.061960| 1.056695| 1.069984| 0.000000| 0.000000
 4540.0| 1.106131| 0.012102| 0.000000| 0.000000| 1.106322| 1.092312| 1.119759| 0.000000| 0.000000
 4545.0| 1.091992| 0.008794| 0.000000| 0.000000| 1.094883| 1.080911| 1.100183| 0.000000| 0.000000
 4550.0| 1.071562| 0.003251| 0.000000| 0.000000| 1.075833| 1.069683| 1.069171| 0.000000| 0.000000
 4555.0| 1.100118| 0.008958| 0.000000| 0.000000| 1.111708| 1.095892| 1.092754| 0.000000| 0.000000
 4560.0| 1.131385| 0.005519| 0.000000| 0.000000| 1.135199| 1.124156| 1.134802| 0.000000| 0.000000
 4565.0| 1.130998| 0.013994| 0.000000| 0.000000| 1.130531| 1.115358| 1.147104| 0.000000| 0.000000
 4570.0| 1.136722| 0.004460| 0.000000| 0.000000| 1.142339| 1.132536| 1.135291| 0.000000| 0.000000
 4575.0| 1.129608| 0.012458| 0.000000| 0.000000| 1.145006| 1.126556| 1.117263| 0.000000| 0.000000
 4580.0| 1.103150| 0.017396| 0.000000| 0.000000| 1.121199| 1.082090| 1.106162| 0.000000| 0.000000
 4585.0| 1.102101| 0.013999| 0.000000| 0.000000| 1.113599| 1.083982| 1.108721| 0.000000| 0.000000
 4590.0| 1.106476| 0.010873| 0.000000| 0.000000| 1.116071| 1.092566| 1.110790| 0.000000| 0.000000
 4595.0| 1.098050| 0.008405| 0.000000| 0.000000| 1.105960| 1.087491| 1.100698| 0.000000| 0.000000
 4600.0| 1.095198| 0.019067| 0.000000| 0.000000| 1.115526| 1.072490| 1.097579| 0.000000| 0.000000
 4605.0| 1.115900| 0.010104| 0.000000| 0.000000| 1.125657| 1.103286| 1.118757| 0.000000| 0.000000
 4610.0| 1.130048| 0.011336| 0.000000| 0.000000| 1.128738| 1.117891| 1.143516| 0.000000| 0.000000
 4615.0| 1.127749| 0.016811| 0.000000| 0.000000| 1.116394| 1.117097| 1.149757| 0.000000| 0.000000
 4620.0| 1.137495| 0.014211| 0.000000| 0.000000| 1.145679| 1.118918| 1.147887| 0.000000| 0.000000
 4625.0| 1.139508| 0.013363| 0.000000| 0.000000| 1.145024| 1.122366| 1.151134| 0.000000| 0.000000
 4630.0| 1.133797| 0.015116| 0.000000| 0.000000| 1.132603| 1.117280| 1.151508| 0.000000| 0.000000
 4635.0| 1.112807| 0.020245| 0.000000| 0.000000| 1.104457| 1.095200| 1.138764| 0.000000| 0.000000
 4640.0| 1.101811| 0.018228| 0.000000| 0.000000| 1.112589| 1.077971| 1.114872| 0.000000| 0.000000
 4645.0| 1.081697| 0.019930| 0.000000| 0.000000| 1.100142| 1.056502| 1.088448| 0.000000| 0.000000
 4650.0| 1.078493| 0.016603| 0.000000| 0.000000| 1.095009| 1.057997| 1.082475| 0.000000| 0.000000
 4655.0| 1.103147| 0.014578| 0.000000| 0.000000| 1.115684| 1.084409| 1.109348| 0.000000| 0.000000
 4660.0| 1.118307| 0.022345| 0.000000| 0.000000| 1.139812| 1.090369| 1.124741| 0.000000| 0.000000
