#Table: J/PASP/110/863/k2v.dat.gz (cdsarc.u-strasbg.fr)
-------------------------------------------------------------------
 lambda|    nflam|  sdnflam|       fi|       fg|       fp|      fd1
 4405.0| 0.711075| 0.006701| 0.000000| 0.716875| 0.705275| 0.000000
 4410.0| 0.724876| 0.006617| 0.000000| 0.730610| 0.719142| 0.000000
 4415.0| 0.745252| 0.018452| 0.000000| 0.761233| 0.729272| 0.000000
 4420.0| 0.764609| 0.028576| 0.000000| 0.789356| 0.739861| 0.000000
 4425.0| 0.775886| 0.023931| 0.000000| 0.796611| 0.755161| 0.000000
 4430.0| 0.786942| 0.011793| 0.000000| 0.797158| 0.776726| 0.000000
 4435.0| 0.804064| 0.003418| 0.000000| 0.807031| 0.801096| 0.000000
 4440.0| 0.818497| 0.001437| 0.000000| 0.817237| 0.819758| 0.000000
 4445.0| 0.819679| 0.004563| 0.000000| 0.815731| 0.823628| 0.000000
 4450.0| 0.806889| 0.004172| 0.000000| 0.803275| 0.810503| 0.000000
 4455.0| 0.788071| 0.001518| 0.000000| 0.786756| 0.789387| 0.000000
 4460.0| 0.780969| 0.004385| 0.000000| 0.784768| 0.777170| 0.000000
 4465.0| 0.799824| 0.013587| 0.000000| 0.811593| 0.788054| 0.000000
 4470.0| 0.837216| 0.017727| 0.000000| 0.852567| 0.821865| 0.000000
 4475.0| 0.874810| 0.014627| 0.000000| 0.887479| 0.862141| 0.000000
 4480.0| 0.895591| 0.008410| 0.000000| 0.902877| 0.888305| 0.000000
 4485.0| 0.893000| 0.001668| 0.000000| 0.894445| 0.891556| 0.000000
 4490.0| 0.885011| 0.003023| 0.000000| 0.887638| 0.882384| 0.000000
 4495.0| 0.894970| 0.013637| 0.000000| 0.906779| 0.883160| 0.000000
 4500.0| 0.925348| 0.019099| 0.000000| 0.941886| 0.908810| 0.000000
 4505.0| 0.963050| 0.012971| 0.000000| 0.974285| 0.951814| 0.000000
 4510.0| 0.985707| 0.000977| 0.000000| 0.984825| 0.986588| 0.000000
 4515.0| 0.974865| 0.015658| 0.000000| 0.961303| 0.988426| 0.000000
 4520.0| 0.936052| 0.018776| 0.000000| 0.919791| 0.952313| 0.000000
 4525.0| 0.889829| 0.009543| 0.000000| 0.881559| 0.898099| 0.000000
 4530.0| 0.858539| 0.002128| 0.000000| 0.860386| 0.856691| 0.000000
 4535.0| 0.855687| 0.009243| 0.000000| 0.863693| 0.847681| 0.000000
 4540.0| 0.874774| 0.007137| 0.000000| 0.880954| 0.868593| 0.000000
 4545.0| 0.900318| 0.000797| 0.000000| 0.899639| 0.900997| 0.000000
 4550.0| 0.921452| 0.004980| 0.000000| 0.917131| 0.925773| 0.000000
 4555.0| 0.934780| 0.001162| 0.000000| 0.933809| 0.935751| 0.000000
 4560.0| 0.944299| 0.009043| 0.000000| 0.952125| 0.936473| 0.000000
 4565.0| 0.954332| 0.020395| 0.000000| 0.971996| 0.936668| 0.000000
 4570.0| 0.960514| 0.023811| 0.000000| 0.981136| 0.939892| 0.000000
 4575.0| 0.956762| 0.014957| 0.000000| 0.969712| 0.943812| 0.000000
 4580.0| 0.947346| 0.002957| 0.000000| 0.949925| 0.944767| 0.000000
 4585.0| 0.939402| 0.003430| 0.000000| 0.936444| 0.942360| 0.000000
 4590.0| 0.935738| 0.004580| 0.000000| 0.931787| 0.939690| 0.000000
 4595.0| 0.937543| 0.002733| 0.000000| 0.935159| 0.939926| 0.000000
 4600.0| 0.944525| 0.000282| 0.000000| 0.944659| 0.944391| 0.000000
 4605.0| 0.955678| 0.002762| 0.000000| 0.958052| 0.953303| 0.000000
 4610.0| 0.969809| 0.003544| 0.000000| 0.972870| 0.966748| 0.000000
 4615.0| 0.985223| 0.001644| 0.000000| 0.986637| 0.983809| 0.000000
 4620.0| 0.998573| 0.001761| 0.000000| 0.997054| 1.000093| 0.000000
 4625.0| 1.004383| 0.003886| 0.000000| 1.001006| 1.007760| 0.000000
 4630.0| 0.996171| 0.004867| 0.000000| 0.991942| 1.000399| 0.000000
 4635.0| 0.972809| 0.006748| 0.000000| 0.966967| 0.978651| 0.000000
 4640.0| 0.946324| 0.005859| 0.000000| 0.941253| 0.951394| 0.000000
 4645.0| 0.930251| 0.000282| 0.000000| 0.930006| 0.930497| 0.000000
 4650.0| 0.926256| 0.004899| 0.000000| 0.930497| 0.922015| 0.000000
 4655.0| 0.928705| 0.007638| 0.000000| 0.935314| 0.922096| 0.000000
 4660.0| 0.929142| 0.008195| 0.000000| 0.936237| 0.922047| 0.000000
 4665.0| 0.922696| 0.006951| 0.000000| 0.928717| 0.916674| 0.000000
 4670.0| 0.916144| 0.008716| 0.000000| 0.923692| 0.908595| 0.000000
 4675.0| 0.918216| 0.015312| 0.000000| 0.931474| 0.904959| 0.000000
 4680.0| 0.926678| 0.020465| 0.000000| 0.944402| 0.908953| 0.000000
 4685.0| 0.933357| 0.020842| 0.000000| 0.951407| 0.915307| 0.000000
 4690.0| 0.930530| 0.017614| 0.000000| 0.945784| 0.915276| 0.000000
 4695.0| 0.915510| 0.011658| 0.000000| 0.925608| 0.905412| 0.000000
 4700.0| 0.897881| 0.006719| 0.000000| 0.903709| 0.892053| 0.000000
 4705.0| 0.891142| 0.004484| 0.000000| 0.895031| 0.887254| 0.000000
 4710.0| 0.903298| 0.005666| 0.000000| 0.908206| 0.898390| 0.000000
 4715.0| 0.932412| 0.013178| 0.000000| 0.943822| 0.921001| 0.000000
 4720.0| 0.959613| 0.019625| 0.000000| 0.976608| 0.942618| 0.000000
 4725.0| 0.968283| 0.017847| 0.000000| 0.983741| 0.952824| 0.000000
 4730.0| 0.964575| 0.015559| 0.000000| 0.978049| 0.951101| 0.000000
 4735.0| 0.961976| 0.017969| 0.000000| 0.977538| 0.946413| 0.000000
 4740.0| 0.966809| 0.021334| 0.000000| 0.985286| 0.948331| 0.000000
 4745.0| 0.977961| 0.022942| 0.000000| 0.997828| 0.958093| 0.000000
 4750.0| 0.984258| 0.018706| 0.000000| 1.000458| 0.968059| 0.000000
 4755.0| 0.976087| 0.008286| 0.000000| 0.983263| 0.968911| 0.000000
 4760.0| 0.962278| 0.005144| 0.000000| 0.966729| 0.957827| 0.000000
 4765.0| 0.956254| 0.017309| 0.000000| 0.971245| 0.941263| 0.000000
 4770.0| 0.958151| 0.032632| 0.000000| 0.986412| 0.929890| 0.000000
 4775.0| 0.963840| 0.039008| 0.000000| 0.997621| 0.930060| 0.000000
 4780.0| 0.972187| 0.037010| 0.000000| 1.004238| 0.940136| 0.000000
 4785.0| 0.981345| 0.032135| 0.000000| 1.009177| 0.953513| 0.000000
 4790.0| 0.990064| 0.029478| 0.000000| 1.015593| 0.964535| 0.000000
 4795.0| 0.998999| 0.030645| 0.000000| 1.025541| 0.972457| 0.000000
 4800.0| 1.008309| 0.032494| 0.000000| 1.036448| 0.980171| 0.000000
 4805.0| 1.017009| 0.032325| 0.000000| 1.045004| 0.989014| 0.000000
 4810.0| 1.022797| 0.030941| 0.000000| 1.049591| 0.996004| 0.000000
 4815.0| 1.022557| 0.030548| 0.000000| 1.049015| 0.996099| 0.000000
 4820.0| 1.014607| 0.031735| 0.000000| 1.042087| 0.987128| 0.000000
 4825.0| 1.001250| 0.032404| 0.000000| 1.029312| 0.973188| 0.000000
 4830.0| 0.990380| 0.031845| 0.000000| 1.017958| 0.962803| 0.000000
 4835.0| 0.988199| 0.030402| 0.000000| 1.014528| 0.961870| 0.000000
 4840.0| 0.991970| 0.027393| 0.000000| 1.015693| 0.968248| 0.000000
 4845.0| 0.993614| 0.024146| 0.000000| 1.014526| 0.972703| 0.000000
 4850.0| 0.982517| 0.019663| 0.000000| 0.999544| 0.965490| 0.000000
 4855.0| 0.953920| 0.011392| 0.000000| 0.963785| 0.944055| 0.000000
 4860.0| 0.919395| 0.004124| 0.000000| 0.922956| 0.915834| 0.000000
 4865.0| 0.894303| 0.001518| 0.000000| 0.895633| 0.892974| 0.000000
 4870.0| 0.886494| 0.003152| 0.000000| 0.889215| 0.883773| 0.000000
 4875.0| 0.896233| 0.009083| 0.000000| 0.904104| 0.888362| 0.000000
 4880.0| 0.912360| 0.013313| 0.000000| 0.923893| 0.900827| 0.000000
 4885.0| 0.924503| 0.010746| 0.000000| 0.933813| 0.915193| 0.000000
 4890.0| 0.936086| 0.007351| 0.000000| 0.942456| 0.929715| 0.000000
 4895.0| 0.952124| 0.008224| 0.000000| 0.959240| 0.945008| 0.000000
 4900.0| 0.966211| 0.008415| 0.000000| 0.973501| 0.958920| 0.000000
 4905.0| 0.968835| 0.004331| 0.000000| 0.972581| 0.965088| 0.000000
 4910.0| 0.956594| 0.000797| 0.000000| 0.955923| 0.957265| 0.000000
 4915.0| 0.932541| 0.004340| 0.000000| 0.928777| 0.936305| 0.000000
 4920.0| 0.910387| 0.003275| 0.000000| 0.907530| 0.913243| 0.000000
 4925.0| 0.904861| 0.002308| 0.000000| 0.906859| 0.902862| 0.000000
 4930.0| 0.918040| 0.006259| 0.000000| 0.923462| 0.912618| 0.000000
 4935.0| 0.942630| 0.006557| 0.000000| 0.948315| 0.936945| 0.000000
 4940.0| 0.964332| 0.003621| 0.000000| 0.967475| 0.961188| 0.000000
 4945.0| 0.971115| 0.001691| 0.000000| 0.969676| 0.972554| 0.000000
 4950.0| 0.964563| 0.006138| 0.000000| 0.959259| 0.969867| 0.000000
 4955.0| 0.954120| 0.009610| 0.000000| 0.945795| 0.962444| 0.000000
 4960.0| 0.952092| 0.009135| 0.000000| 0.944182| 0.960001| 0.000000
 4965.0| 0.963031| 0.001055| 0.000000| 0.962113| 0.963948| 0.000000
 4970.0| 0.969996| 0.003621| 0.000000| 0.973140| 0.966852| 0.000000
 4975.0| 0.956720| 0.003761| 0.000000| 0.953468| 0.959972| 0.000000
 4980.0| 0.933125| 0.010446| 0.000000| 0.924073| 0.942176| 0.000000
 4985.0| 0.915503| 0.006234| 0.000000| 0.910097| 0.920909| 0.000000
 4990.0| 0.906673| 0.002184| 0.000000| 0.908586| 0.904759| 0.000000
 4995.0| 0.902659| 0.007411| 0.000000| 0.909075| 0.896244| 0.000000
 5000.0| 0.895053| 0.004726| 0.000000| 0.899151| 0.890955| 0.000000
 5005.0| 0.877965| 0.006259| 0.000000| 0.872551| 0.883379| 0.000000
 5010.0| 0.861700| 0.014028| 0.000000| 0.849550| 0.873849| 0.000000
 5015.0| 0.859187| 0.010705| 0.000000| 0.849917| 0.868456| 0.000000
 5020.0| 0.868405| 0.004085| 0.000000| 0.864867| 0.871942| 0.000000
 5025.0| 0.881125| 0.000977| 0.000000| 0.880270| 0.881981| 0.000000
 5030.0| 0.889656| 0.000564| 0.000000| 0.889180| 0.890132| 0.000000
 5035.0| 0.888983| 0.000282| 0.000000| 0.888847| 0.889119| 0.000000
 5040.0| 0.883326| 0.003202| 0.000000| 0.886099| 0.880552| 0.000000
 5045.0| 0.881136| 0.008117| 0.000000| 0.888163| 0.874108| 0.000000
 5050.0| 0.886398| 0.009078| 0.000000| 0.894261| 0.878535| 0.000000
 5055.0| 0.897282| 0.004376| 0.000000| 0.901075| 0.893490| 0.000000
 5060.0| 0.906056| 0.003395| 0.000000| 0.903115| 0.908997| 0.000000
 5065.0| 0.904569| 0.009995| 0.000000| 0.895914| 0.913224| 0.000000
 5070.0| 0.892008| 0.012426| 0.000000| 0.881248| 0.902768| 0.000000
 5075.0| 0.874879| 0.012343| 0.000000| 0.864188| 0.885569| 0.000000
 5080.0| 0.865129| 0.009696| 0.000000| 0.856732| 0.873525| 0.000000
 5085.0| 0.869702| 0.003510| 0.000000| 0.866661| 0.872742| 0.000000
 5090.0| 0.878563| 0.000630| 0.000000| 0.877957| 0.879169| 0.000000
 5095.0| 0.878927| 0.004404| 0.000000| 0.875108| 0.882746| 0.000000
 5100.0| 0.872737| 0.004980| 0.000000| 0.868417| 0.877056| 0.000000
 5105.0| 0.867743| 0.003088| 0.000000| 0.870436| 0.865049| 0.000000
 5110.0| 0.866137| 0.012417| 0.000000| 0.876891| 0.855382| 0.000000
 5115.0| 0.867050| 0.015095| 0.000000| 0.880125| 0.853975| 0.000000
 5120.0| 0.867024| 0.010082| 0.000000| 0.875754| 0.858294| 0.000000
 5125.0| 0.860722| 0.001805| 0.000000| 0.862267| 0.859177| 0.000000
 5130.0| 0.847976| 0.001870| 0.000000| 0.846355| 0.849597| 0.000000
 5135.0| 0.834044| 0.001891| 0.000000| 0.835660| 0.832429| 0.000000
 5140.0| 0.825871| 0.008698| 0.000000| 0.833404| 0.818338| 0.000000
 5145.0| 0.827472| 0.013193| 0.000000| 0.838894| 0.816050| 0.000000
 5150.0| 0.831547| 0.009971| 0.000000| 0.840186| 0.822908| 0.000000
 5155.0| 0.824187| 0.000488| 0.000000| 0.824666| 0.823708| 0.000000
 5160.0| 0.794908| 0.007648| 0.000000| 0.788284| 0.801533| 0.000000
 5165.0| 0.743503| 0.011259| 0.000000| 0.733758| 0.753249| 0.000000
 5170.0| 0.688954| 0.007679| 0.000000| 0.682305| 0.695604| 0.000000
 5175.0| 0.656027| 0.000000| 0.000000| 0.655938| 0.656117| 0.000000
 5180.0| 0.658348| 0.003476| 0.000000| 0.661347| 0.655349| 0.000000
 5185.0| 0.694943| 0.002819| 0.000000| 0.697379| 0.692507| 0.000000
 5190.0| 0.746269| 0.000564| 0.000000| 0.746830| 0.745707| 0.000000
 5195.0| 0.789764| 0.001016| 0.000000| 0.790665| 0.788862| 0.000000
 5200.0| 0.814276| 0.004972| 0.000000| 0.818575| 0.809977| 0.000000
 5205.0| 0.822041| 0.006635| 0.000000| 0.827786| 0.816296| 0.000000
 5210.0| 0.830851| 0.007014| 0.000000| 0.836930| 0.824773| 0.000000
 5215.0| 0.854015| 0.009047| 0.000000| 0.861850| 0.846180| 0.000000
 5220.0| 0.881040| 0.005503| 0.000000| 0.885807| 0.876272| 0.000000
 5225.0| 0.897359| 0.006131| 0.000000| 0.892052| 0.902667| 0.000000
 5230.0| 0.907524| 0.012888| 0.000000| 0.896367| 0.918682| 0.000000
 5235.0| 0.922883| 0.007313| 0.000000| 0.916543| 0.929223| 0.000000
 5240.0| 0.945047| 0.001016| 0.000000| 0.945904| 0.944189| 0.000000
 5245.0| 0.967893| 0.002861| 0.000000| 0.970375| 0.965410| 0.000000
 5250.0| 0.975451| 0.005401| 0.000000| 0.970783| 0.980119| 0.000000
 5255.0| 0.952555| 0.021113| 0.000000| 0.934269| 0.970841| 0.000000
 5260.0| 0.905825| 0.031704| 0.000000| 0.878368| 0.933282| 0.000000
 5265.0| 0.856673| 0.032011| 0.000000| 0.828951| 0.884396| 0.000000
 5270.0| 0.834208| 0.022344| 0.000000| 0.814859| 0.853557| 0.000000
 5275.0| 0.857651| 0.005098| 0.000000| 0.853233| 0.862069| 0.000000
 5280.0| 0.908779| 0.003088| 0.000000| 0.911457| 0.906101| 0.000000
 5285.0| 0.956366| 0.004404| 0.000000| 0.952547| 0.960185| 0.000000
 5290.0| 0.984783| 0.014962| 0.000000| 0.971824| 0.997742| 0.000000
 5295.0| 0.992557| 0.019537| 0.000000| 0.975640| 1.009475| 0.000000
 5300.0| 0.994238| 0.013948| 0.000000| 0.982159| 1.006317| 0.000000
 5305.0| 1.004751| 0.001322| 0.000000| 1.003623| 1.005879| 0.000000
 5310.0| 1.015347| 0.001644| 0.000000| 1.016766| 1.013929| 0.000000
 5315.0| 1.008974| 0.012027| 0.000000| 0.998550| 1.019398| 0.000000
 5320.0| 0.984945| 0.026088| 0.000000| 0.962352| 1.007537| 0.000000
 5325.0| 0.952690| 0.027334| 0.000000| 0.929021| 0.976359| 0.000000
 5330.0| 0.927516| 0.016900| 0.000000| 0.912881| 0.942151| 0.000000
 5335.0| 0.925040| 0.004511| 0.000000| 0.921133| 0.928946| 0.000000
 5340.0| 0.943866| 0.005596| 0.000000| 0.939017| 0.948714| 0.000000
 5345.0| 0.970955| 0.022431| 0.000000| 0.951529| 0.990380| 0.000000
 5350.0| 0.996479| 0.036723| 0.000000| 0.964676| 1.028282| 0.000000
 5355.0| 1.012743| 0.032740| 0.000000| 0.984390| 1.041095| 0.000000
 5360.0| 1.010934| 0.018055| 0.000000| 0.995293| 1.026574| 0.000000
 5365.0| 0.993045| 0.010070| 0.000000| 0.984323| 1.001767| 0.000000
 5370.0| 0.978463| 0.010933| 0.000000| 0.968994| 0.987932| 0.000000
 5375.0| 0.980547| 0.014449| 0.000000| 0.968030| 0.993064| 0.000000
 5380.0| 0.990879| 0.019003| 0.000000| 0.974419| 1.007338| 0.000000
 5385.0| 0.994176| 0.021408| 0.000000| 0.975635| 1.012717| 0.000000
 5390.0| 0.980291| 0.020164| 0.000000| 0.962829| 0.997752| 0.000000
 5395.0| 0.950021| 0.019456| 0.000000| 0.933169| 0.966872| 0.000000
 5400.0| 0.920660| 0.018982| 0.000000| 0.904223| 0.937098| 0.000000
 5405.0| 0.909828| 0.017150| 0.000000| 0.894976| 0.924681| 0.000000
 5410.0| 0.921772| 0.013945| 0.000000| 0.909697| 0.933846| 0.000000
 5415.0| 0.949506| 0.006725| 0.000000| 0.943675| 0.955336| 0.000000
 5420.0| 0.972465| 0.001691| 0.000000| 0.970976| 0.973954| 0.000000
 5425.0| 0.974942| 0.005167| 0.000000| 0.970474| 0.979410| 0.000000
 5430.0| 0.967183| 0.006581| 0.000000| 0.961478| 0.972887| 0.000000
 5435.0| 0.965347| 0.000935| 0.000000| 0.966186| 0.964508| 0.000000
 5440.0| 0.971291| 0.007658| 0.000000| 0.977924| 0.964658| 0.000000
 5445.0| 0.981243| 0.005304| 0.000000| 0.985839| 0.976648| 0.000000
 5450.0| 0.993039| 0.002052| 0.000000| 0.991241| 0.994837| 0.000000
 5455.0| 1.002898| 0.006882| 0.000000| 0.996948| 1.008848| 0.000000
 5460.0| 1.005401| 0.006659| 0.000000| 0.999633| 1.011169| 0.000000
 5465.0| 0.999035| 0.003761| 0.000000| 0.995772| 1.002299| 0.000000
 5470.0| 0.988427| 0.001410| 0.000000| 0.987191| 0.989663| 0.000000
 5475.0| 0.979987| 0.002599| 0.000000| 0.977738| 0.982237| 0.000000
 5480.0| 0.979298| 0.006112| 0.000000| 0.974013| 0.984583| 0.000000
 5485.0| 0.987443| 0.007705| 0.000000| 0.980768| 0.994118| 0.000000
 5490.0| 0.998192| 0.006435| 0.000000| 0.992615| 1.003770| 0.000000
 5495.0| 1.004541| 0.003632| 0.000000| 1.001427| 1.007655| 0.000000
 5500.0| 1.001642| 0.003927| 0.000000| 0.998244| 1.005040| 0.000000
 5505.0| 0.989803| 0.011555| 0.000000| 0.979796| 0.999810| 0.000000
 5510.0| 0.981588| 0.017526| 0.000000| 0.966409| 0.996767| 0.000000
 5515.0| 0.987192| 0.012269| 0.000000| 0.976565| 0.997818| 0.000000
 5520.0| 0.999431| 0.001953| 0.000000| 0.997762| 1.001101| 0.000000
 5525.0| 1.008493| 0.005213| 0.000000| 1.012987| 1.003999| 0.000000
 5530.0| 1.012157| 0.006928| 0.000000| 1.018150| 1.006164| 0.000000
 5535.0| 1.012399| 0.003139| 0.000000| 1.015084| 1.009715| 0.000000
 5540.0| 1.016557| 0.000399| 0.000000| 1.016385| 1.016729| 0.000000
 5545.0| 1.028925| 0.002983| 0.000000| 1.031505| 1.026345| 0.000000
 5550.0| 1.040552| 0.006917| 0.000000| 1.046553| 1.034551| 0.000000
 5555.0| 1.041674| 0.005121| 0.000000| 1.046096| 1.037253| 0.000000
 5560.0| 1.032625| 0.000891| 0.000000| 1.031875| 1.033375| 0.000000
 5565.0| 1.017935| 0.007914| 0.000000| 1.011080| 1.024790| 0.000000
 5570.0| 1.004666| 0.010541| 0.000000| 0.995533| 1.013799| 0.000000
 5575.0| 0.997132| 0.004200| 0.000000| 0.993490| 1.000774| 0.000000
 5580.0| 0.989513| 0.005546| 0.000000| 0.994325| 0.984700| 0.000000
 5585.0| 0.976557| 0.011230| 0.000000| 0.986284| 0.966831| 0.000000
 5590.0| 0.962378| 0.011099| 0.000000| 0.971990| 0.952766| 0.000000
 5595.0| 0.954453| 0.005364| 0.000000| 0.959097| 0.949808| 0.000000
 5600.0| 0.961207| 0.000000| 0.000000| 0.961019| 0.961395| 0.000000
 5605.0| 0.984372| 0.001644| 0.000000| 0.985828| 0.982915| 0.000000
 5610.0| 1.008961| 0.006354| 0.000000| 1.014486| 1.003436| 0.000000
 5615.0| 1.020069| 0.007469| 0.000000| 1.026536| 1.013602| 0.000000
 5620.0| 1.017799| 0.005967| 0.000000| 1.022966| 1.012633| 0.000000
 5625.0| 1.010028| 0.002033| 0.000000| 1.011799| 1.008257| 0.000000
 5630.0| 1.008850| 0.001322| 0.000000| 1.007749| 1.009951| 0.000000
 5635.0| 1.020619| 0.000564| 0.000000| 1.020657| 1.020582| 0.000000
 5640.0| 1.033822| 0.000399| 0.000000| 1.034175| 1.033470| 0.000000
 5645.0| 1.035276| 0.003498| 0.000000| 1.032272| 1.038281| 0.000000
 5650.0| 1.028288| 0.002220| 0.000000| 1.026369| 1.030207| 0.000000
 5655.0| 1.021346| 0.008306| 0.000000| 1.028534| 1.014158| 0.000000
 5660.0| 1.013668| 0.014208| 0.000000| 1.025976| 1.001360| 0.000000
 5665.0| 1.004568| 0.004046| 0.000000| 1.008071| 1.001064| 0.000000
 5670.0| 1.005654| 0.009178| 0.000000| 0.997707| 1.013602| 0.000000
 5675.0| 1.023103| 0.008680| 0.000000| 1.015585| 1.030621| 0.000000
 5680.0| 1.040833| 0.000691| 0.000000| 1.040126| 1.041539| 0.000000
 5685.0| 1.043299| 0.003886| 0.000000| 1.046675| 1.039923| 0.000000
 5690.0| 1.033417| 0.008229| 0.000000| 1.040544| 1.026290| 0.000000
 5695.0| 1.019356| 0.014648| 0.000000| 1.032049| 1.006663| 0.000000
 5700.0| 1.005172| 0.018903| 0.000000| 1.021541| 0.988804| 0.000000
 5705.0| 0.994247| 0.017196| 0.000000| 1.009141| 0.979354| 0.000000
 5710.0| 0.993125| 0.012579| 0.000000| 1.004019| 0.982232| 0.000000
 5715.0| 1.005818| 0.009626| 0.000000| 1.014153| 0.997483| 0.000000
 5720.0| 1.027162| 0.007533| 0.000000| 1.033700| 1.020624| 0.000000
 5725.0| 1.048506| 0.005832| 0.000000| 1.053554| 1.043459| 0.000000
 5730.0| 1.061389| 0.004632| 0.000000| 1.065388| 1.057390| 0.000000
 5735.0| 1.061114| 0.003406| 0.000000| 1.064055| 1.058174| 0.000000
 5740.0| 1.052367| 0.004615| 0.000000| 1.056353| 1.048382| 0.000000
 5745.0| 1.042866| 0.008588| 0.000000| 1.050301| 1.035432| 0.000000
 5750.0| 1.036823| 0.011582| 0.000000| 1.046862| 1.026783| 0.000000
 5755.0| 1.035305| 0.011458| 0.000000| 1.045230| 1.025380| 0.000000
 5760.0| 1.036548| 0.009307| 0.000000| 1.044602| 1.028494| 0.000000
 5765.0| 1.037745| 0.007501| 0.000000| 1.044251| 1.031238| 0.000000
 5770.0| 1.037088| 0.007700| 0.000000| 1.043752| 1.030424| 0.000000
 5775.0| 1.034418| 0.009626| 0.000000| 1.042754| 1.026082| 0.000000
 5780.0| 1.030632| 0.011860| 0.000000| 1.040909| 1.020356| 0.000000
 5785.0| 1.026778| 0.013126| 0.000000| 1.038151| 1.015404| 0.000000
 5790.0| 1.024075| 0.013265| 0.000000| 1.035562| 1.012588| 0.000000
 5795.0| 1.023790| 0.012378| 0.000000| 1.034507| 1.013074| 0.000000
 5800.0| 1.027220| 0.010541| 0.000000| 1.036350| 1.018089| 0.000000
 5805.0| 1.034875| 0.008141| 0.000000| 1.041921| 1.027829| 0.000000
 5810.0| 1.045151| 0.005452| 0.000000| 1.049897| 1.040404| 0.000000
 5815.0| 1.055392| 0.003453| 0.000000| 1.058420| 1.052364| 0.000000
 5820.0| 1.063376| 0.002614| 0.000000| 1.065629| 1.061123| 0.000000
 5825.0| 1.068498| 0.001827| 0.000000| 1.070050| 1.066946| 0.000000
 5830.0| 1.071686| 0.000000| 0.000000| 1.071739| 1.071632| 0.000000
 5835.0| 1.073227| 0.002359| 0.000000| 1.071136| 1.075318| 0.000000
 5840.0| 1.071749| 0.003544| 0.000000| 1.068680| 1.074819| 0.000000
 5845.0| 1.065319| 0.000691| 0.000000| 1.064616| 1.066022| 0.000000
 5850.0| 1.054056| 0.005027| 0.000000| 1.058406| 1.049707| 0.000000
 5855.0| 1.044666| 0.008485| 0.000000| 1.049313| 1.034303| 1.050381
 5860.0| 1.037508| 0.007042| 0.000000| 1.036603| 1.030510| 1.045412
 5865.0| 1.046527| 0.027925| 0.000000| 1.019959| 1.041157| 1.078466
 5870.0| 1.029598| 0.025696| 0.000000| 1.000740| 1.054900| 1.033153
 5875.0| 1.022634| 0.034822| 0.000000| 0.980721| 1.050452| 1.036730
 5880.0| 0.990008| 0.024225| 0.000000| 0.961680| 1.011801| 0.996542
 5885.0| 0.943841| 0.001544| 0.000000| 0.945424| 0.943987| 0.942113
 5890.0| 0.879874| 0.048364| 0.000000| 0.933889| 0.873921| 0.831812
 5895.0| 0.866877| 0.050762| 0.000000| 0.929044| 0.835160| 0.836427
 5900.0| 0.908782| 0.050765| 0.000000| 0.932856| 0.847101| 0.946388
 5905.0| 0.958667| 0.059969| 0.000000| 0.946297| 0.902154| 1.027550
 5910.0| 0.983106| 0.023744| 0.000000| 0.966353| 0.970901| 1.012064
 5915.0| 1.006177| 0.015887| 0.000000| 0.989016| 1.022697| 1.006819
 5920.0| 1.023187| 0.016863| 0.000000| 1.010276| 1.043603| 1.015683
 5925.0| 1.039637| 0.011907| 0.000000| 1.026906| 1.039836| 1.052169
 5930.0| 1.040582| 0.012770| 0.000000| 1.038822| 1.028007| 1.054918
 5935.0| 1.028685| 0.014783| 0.000000| 1.046720| 1.020968| 1.018366
 5940.0| 1.035603| 0.014572| 0.000000| 1.051299| 1.020411| 1.035098
 5945.0| 1.027640| 0.021793| 0.000000| 1.053289| 1.021228| 1.008404
 5950.0| 1.032620| 0.017217| 0.000000| 1.053557| 1.019957| 1.024346
 5955.0| 1.030804| 0.018178| 0.000000| 1.053002| 1.018205| 1.021205
 5960.0| 1.028467| 0.019874| 0.000000| 1.052524| 1.019693| 1.013184
 5965.0| 1.027090| 0.023189| 0.000000| 1.052732| 1.024833| 1.003705
 5970.0| 1.031319| 0.019519| 0.000000| 1.053077| 1.029006| 1.011875
 5975.0| 1.031854| 0.017892| 0.000000| 1.052720| 1.027221| 1.015622
 5980.0| 1.027092| 0.019814| 0.000000| 1.050821| 1.019600| 1.010855
 5985.0| 1.021910| 0.020473| 0.000000| 1.046842| 1.011682| 1.007207
 5990.0| 1.023483| 0.015379| 0.000000| 1.041458| 1.009597| 1.019393
 5995.0| 1.024970| 0.010094| 0.000000| 1.035644| 1.014215| 1.025050
 6000.0| 1.024282| 0.005183| 0.000000| 1.030376| 1.019778| 1.022691
 6005.0| 1.015448| 0.012576| 0.000000| 1.026442| 1.019291| 1.000610
 6010.0| 1.012176| 0.010601| 0.000000| 1.023885| 1.011191| 1.001453
 6015.0| 1.005910| 0.013971| 0.000000| 1.022560| 1.000965| 0.994205
 6020.0| 1.002786| 0.016390| 0.000000| 1.022320| 0.996994| 0.989045
 6025.0| 1.007317| 0.013549| 0.000000| 1.023077| 1.003947| 0.994927
 6030.0| 1.020972| 0.003239| 0.000000| 1.024960| 1.019029| 1.018926
 6035.0| 1.033752| 0.004867| 0.000000| 1.028155| 1.034773| 1.038329
 6040.0| 1.033886| 0.009855| 0.000000| 1.032849| 1.044809| 1.024001
 6045.0| 1.044558| 0.004563| 0.000000| 1.038960| 1.047536| 1.047178
 6050.0| 1.040390| 0.008344| 0.000000| 1.045338| 1.045659| 1.030173
 6055.0| 1.041313| 0.009485| 0.000000| 1.050564| 1.042773| 1.030602
