#Table: J/PASP/110/863/k2v.dat.gz (cdsarc.u-strasbg.fr)
-------------------------------------------------------------------
 lambda|    nflam|  sdnflam|       fi|       fg|       fp|      fd1
 2750.0| 0.041551| 0.000000| 0.041551| 0.000000| 0.000000| 0.000000
 2755.0| 0.042701| 0.000000| 0.042701| 0.000000| 0.000000| 0.000000
 2760.0| 0.044163| 0.000000| 0.044163| 0.000000| 0.000000| 0.000000
 2765.0| 0.045853| 0.000000| 0.045853| 0.000000| 0.000000| 0.000000
 2770.0| 0.046454| 0.000000| 0.046454| 0.000000| 0.000000| 0.000000
 2775.0| 0.048235| 0.000000| 0.048235| 0.000000| 0.000000| 0.000000
 2780.0| 0.045765| 0.000000| 0.045765| 0.000000| 0.000000| 0.000000
 2785.0| 0.043354| 0.000000| 0.043354| 0.000000| 0.000000| 0.000000
 2790.0| 0.044807| 0.000000| 0.044807| 0.000000| 0.000000| 0.000000
 2795.0| 0.048996| 0.000000| 0.048996| 0.000000| 0.000000| 0.000000
 2800.0| 0.050924| 0.000000| 0.050924| 0.000000| 0.000000| 0.000000
 2805.0| 0.049464| 0.000000| 0.049464| 0.000000| 0.000000| 0.000000
 2810.0| 0.047010| 0.000000| 0.047010| 0.000000| 0.000000| 0.000000
 2815.0| 0.047703| 0.000000| 0.047703| 0.000000| 0.000000| 0.000000
 2820.0| 0.049809| 0.000000| 0.049809| 0.000000| 0.000000| 0.000000
 2825.0| 0.049550| 0.000000| 0.049550| 0.000000| 0.000000| 0.000000
 2830.0| 0.049592| 0.000000| 0.049592| 0.000000| 0.000000| 0.000000
 2835.0| 0.050701| 0.000000| 0.050701| 0.000000| 0.000000| 0.000000
 2840.0| 0.049571| 0.000000| 0.049571| 0.000000| 0.000000| 0.000000
 2845.0| 0.046166| 0.000000| 0.046166| 0.000000| 0.000000| 0.000000
 2850.0| 0.039903| 0.000000| 0.039903| 0.000000| 0.000000| 0.000000
 2855.0| 0.035472| 0.000000| 0.035472| 0.000000| 0.000000| 0.000000
 2860.0| 0.040555| 0.000000| 0.040555| 0.000000| 0.000000| 0.000000
 2865.0| 0.046928| 0.000000| 0.046928| 0.000000| 0.000000| 0.000000
 2870.0| 0.050749| 0.000000| 0.050749| 0.000000| 0.000000| 0.000000
 2875.0| 0.051284| 0.000000| 0.051284| 0.000000| 0.000000| 0.000000
 2880.0| 0.051590| 0.000000| 0.051590| 0.000000| 0.000000| 0.000000
 2885.0| 0.054104| 0.000000| 0.054104| 0.000000| 0.000000| 0.000000
 2890.0| 0.058384| 0.000000| 0.058384| 0.000000| 0.000000| 0.000000
 2895.0| 0.060614| 0.000000| 0.060614| 0.000000| 0.000000| 0.000000
 2900.0| 0.065350| 0.000000| 0.065350| 0.000000| 0.000000| 0.000000
 2905.0| 0.067625| 0.000000| 0.067625| 0.000000| 0.000000| 0.000000
 2910.0| 0.067729| 0.000000| 0.067729| 0.000000| 0.000000| 0.000000
 2915.0| 0.067140| 0.000000| 0.067140| 0.000000| 0.000000| 0.000000
 2920.0| 0.067619| 0.000000| 0.067619| 0.000000| 0.000000| 0.000000
 2925.0| 0.067838| 0.000000| 0.067838| 0.000000| 0.000000| 0.000000
 2930.0| 0.067876| 0.000000| 0.067876| 0.000000| 0.000000| 0.000000
 2935.0| 0.068607| 0.000000| 0.068607| 0.000000| 0.000000| 0.000000
 2940.0| 0.067599| 0.000000| 0.067599| 0.000000| 0.000000| 0.000000
 2945.0| 0.068301| 0.000000| 0.068301| 0.000000| 0.000000| 0.000000
 2950.0| 0.069637| 0.000000| 0.069637| 0.000000| 0.000000| 0.000000
 2955.0| 0.072306| 0.000000| 0.072306| 0.000000| 0.000000| 0.000000
 2960.0| 0.074191| 0.000000| 0.074191| 0.000000| 0.000000| 0.000000
 2965.0| 0.073015| 0.000000| 0.073015| 0.000000| 0.000000| 0.000000
 2970.0| 0.068983| 0.000000| 0.068983| 0.000000| 0.000000| 0.000000
 2975.0| 0.071564| 0.000000| 0.071564| 0.000000| 0.000000| 0.000000
 2980.0| 0.076835| 0.000000| 0.076835| 0.000000| 0.000000| 0.000000
 2985.0| 0.073123| 0.000000| 0.073123| 0.000000| 0.000000| 0.000000
 2990.0| 0.072474| 0.000000| 0.072474| 0.000000| 0.000000| 0.000000
 2995.0| 0.073739| 0.000000| 0.073739| 0.000000| 0.000000| 0.000000
 3000.0| 0.072680| 0.000000| 0.072680| 0.000000| 0.000000| 0.000000
 3005.0| 0.071681| 0.000000| 0.071681| 0.000000| 0.000000| 0.000000
 3010.0| 0.073732| 0.000000| 0.073732| 0.000000| 0.000000| 0.000000
 3015.0| 0.073992| 0.000000| 0.073992| 0.000000| 0.000000| 0.000000
 3020.0| 0.072649| 0.000000| 0.072649| 0.000000| 0.000000| 0.000000
 3025.0| 0.077301| 0.000000| 0.077301| 0.000000| 0.000000| 0.000000
 3030.0| 0.086463| 0.000000| 0.086463| 0.000000| 0.000000| 0.000000
 3035.0| 0.090585| 0.000000| 0.090585| 0.000000| 0.000000| 0.000000
 3040.0| 0.092288| 0.000000| 0.092288| 0.000000| 0.000000| 0.000000
 3045.0| 0.092529| 0.000000| 0.092529| 0.000000| 0.000000| 0.000000
 3050.0| 0.094271| 0.000000| 0.094271| 0.000000| 0.000000| 0.000000
 3055.0| 0.094343| 0.000000| 0.094343| 0.000000| 0.000000| 0.000000
 3060.0| 0.095068| 0.000000| 0.095068| 0.000000| 0.000000| 0.000000
 3065.0| 0.099032| 0.000000| 0.099032| 0.000000| 0.000000| 0.000000
 3070.0| 0.108839| 0.000000| 0.108839| 0.000000| 0.000000| 0.000000
 3075.0| 0.114888| 0.000000| 0.114888| 0.000000| 0.000000| 0.000000
 3080.0| 0.115288| 0.000000| 0.115288| 0.000000| 0.000000| 0.000000
 3085.0| 0.116996| 0.000000| 0.116996| 0.000000| 0.000000| 0.000000
 3090.0| 0.117120| 0.000000| 0.117120| 0.000000| 0.000000| 0.000000
 3095.0| 0.116234| 0.000000| 0.116234| 0.000000| 0.000000| 0.000000
 3100.0| 0.120214| 0.000000| 0.120214| 0.000000| 0.000000| 0.000000
 3105.0| 0.130219| 0.000000| 0.130219| 0.000000| 0.000000| 0.000000
 3110.0| 0.145582| 0.000000| 0.145582| 0.000000| 0.000000| 0.000000
 3115.0| 0.148512| 0.000000| 0.148512| 0.000000| 0.000000| 0.000000
 3120.0| 0.145851| 0.000000| 0.145851| 0.000000| 0.000000| 0.000000
 3125.0| 0.145884| 0.000000| 0.145884| 0.000000| 0.000000| 0.000000
 3130.0| 0.152567| 0.000000| 0.152567| 0.000000| 0.000000| 0.000000
 3135.0| 0.157547| 0.000000| 0.157547| 0.000000| 0.000000| 0.000000
 3140.0| 0.160631| 0.000000| 0.160631| 0.000000| 0.000000| 0.000000
 3145.0| 0.165837| 0.000000| 0.165837| 0.000000| 0.000000| 0.000000
 3150.0| 0.175237| 0.000000| 0.175237| 0.000000| 0.000000| 0.000000
 3155.0| 0.182261| 0.000000| 0.182261| 0.000000| 0.000000| 0.000000
 3160.0| 0.172524| 0.011032| 0.182078| 0.162970| 0.000000| 0.000000
 3165.0| 0.180438| 0.011839| 0.190691| 0.170185| 0.000000| 0.000000
 3170.0| 0.190102| 0.011919| 0.200424| 0.179779| 0.000000| 0.000000
 3175.0| 0.200444| 0.010113| 0.209202| 0.191686| 0.000000| 0.000000
 3180.0| 0.205388| 0.010779| 0.214723| 0.196053| 0.000000| 0.000000
 3185.0| 0.201737| 0.018084| 0.217398| 0.186076| 0.000000| 0.000000
 3190.0| 0.203141| 0.030274| 0.229359| 0.176923| 0.000000| 0.000000
 3195.0| 0.207329| 0.028439| 0.231958| 0.182700| 0.000000| 0.000000
 3200.0| 0.191308| 0.000000| 0.000000| 0.191308| 0.000000| 0.000000
 3205.0| 0.188433| 0.000000| 0.000000| 0.188433| 0.000000| 0.000000
 3210.0| 0.177119| 0.000000| 0.000000| 0.177119| 0.000000| 0.000000
 3215.0| 0.164053| 0.000000| 0.000000| 0.164053| 0.000000| 0.000000
 3220.0| 0.153142| 0.000000| 0.000000| 0.153142| 0.000000| 0.000000
 3225.0| 0.146909| 0.000000| 0.000000| 0.146909| 0.000000| 0.000000
 3230.0| 0.145114| 0.000000| 0.000000| 0.145114| 0.000000| 0.000000
 3235.0| 0.147348| 0.000000| 0.000000| 0.147348| 0.000000| 0.000000
 3240.0| 0.155274| 0.000000| 0.000000| 0.155274| 0.000000| 0.000000
 3245.0| 0.170237| 0.000000| 0.000000| 0.170237| 0.000000| 0.000000
 3250.0| 0.190236| 0.000000| 0.000000| 0.190236| 0.000000| 0.000000
 3255.0| 0.212260| 0.000000| 0.000000| 0.212260| 0.000000| 0.000000
 3260.0| 0.232600| 0.000000| 0.000000| 0.232600| 0.000000| 0.000000
 3265.0| 0.247140| 0.000000| 0.000000| 0.247140| 0.000000| 0.000000
 3270.0| 0.250832| 0.000000| 0.000000| 0.250832| 0.000000| 0.000000
 3275.0| 0.242172| 0.000000| 0.000000| 0.242172| 0.000000| 0.000000
 3280.0| 0.234752| 0.000000| 0.000000| 0.234752| 0.000000| 0.000000
 3285.0| 0.241620| 0.000000| 0.000000| 0.241620| 0.000000| 0.000000
 3290.0| 0.258547| 0.000000| 0.000000| 0.258547| 0.000000| 0.000000
 3295.0| 0.276231| 0.000000| 0.000000| 0.276231| 0.000000| 0.000000
 3300.0| 0.282343| 0.000000| 0.000000| 0.282343| 0.000000| 0.000000
 3305.0| 0.269229| 0.000000| 0.000000| 0.269229| 0.000000| 0.000000
 3310.0| 0.250965| 0.000000| 0.000000| 0.250965| 0.000000| 0.000000
 3315.0| 0.242675| 0.000000| 0.000000| 0.242675| 0.000000| 0.000000
 3320.0| 0.241953| 0.000000| 0.000000| 0.241953| 0.000000| 0.000000
 3325.0| 0.242939| 0.000000| 0.000000| 0.242939| 0.000000| 0.000000
 3330.0| 0.243511| 0.000000| 0.000000| 0.243511| 0.000000| 0.000000
 3335.0| 0.243313| 0.000000| 0.000000| 0.243313| 0.000000| 0.000000
 3340.0| 0.245316| 0.000000| 0.000000| 0.245316| 0.000000| 0.000000
 3345.0| 0.251092| 0.000000| 0.000000| 0.251092| 0.000000| 0.000000
 3350.0| 0.253260| 0.000000| 0.000000| 0.253260| 0.000000| 0.000000
 3355.0| 0.244858| 0.000000| 0.000000| 0.244858| 0.000000| 0.000000
 3360.0| 0.229543| 0.000000| 0.000000| 0.229543| 0.000000| 0.000000
 3365.0| 0.213843| 0.000000| 0.000000| 0.213843| 0.000000| 0.000000
 3370.0| 0.205152| 0.000000| 0.000000| 0.205152| 0.000000| 0.000000
 3375.0| 0.208776| 0.000000| 0.000000| 0.208776| 0.000000| 0.000000
 3380.0| 0.220822| 0.000000| 0.000000| 0.220822| 0.000000| 0.000000
 3385.0| 0.235643| 0.000000| 0.000000| 0.235643| 0.000000| 0.000000
 3390.0| 0.249796| 0.000000| 0.000000| 0.249796| 0.000000| 0.000000
 3395.0| 0.260230| 0.000000| 0.000000| 0.260230| 0.000000| 0.000000
 3400.0| 0.263255| 0.000000| 0.000000| 0.263255| 0.000000| 0.000000
 3405.0| 0.257096| 0.000000| 0.000000| 0.257096| 0.000000| 0.000000
 3410.0| 0.248296| 0.000000| 0.000000| 0.248296| 0.000000| 0.000000
 3415.0| 0.244165| 0.000000| 0.000000| 0.244165| 0.000000| 0.000000
 3420.0| 0.246778| 0.000000| 0.000000| 0.246778| 0.000000| 0.000000
 3425.0| 0.253551| 0.000000| 0.000000| 0.253551| 0.000000| 0.000000
 3430.0| 0.248482| 0.000000| 0.000000| 0.248482| 0.000000| 0.000000
 3435.0| 0.220854| 0.000000| 0.000000| 0.220854| 0.000000| 0.000000
 3440.0| 0.194498| 0.000000| 0.000000| 0.194498| 0.000000| 0.000000
 3445.0| 0.193669| 0.000000| 0.000000| 0.193669| 0.000000| 0.000000
 3450.0| 0.209770| 0.000000| 0.000000| 0.209770| 0.000000| 0.000000
 3455.0| 0.227304| 0.000000| 0.000000| 0.227304| 0.000000| 0.000000
 3460.0| 0.236003| 0.000000| 0.000000| 0.236003| 0.000000| 0.000000
 3465.0| 0.231295| 0.000000| 0.000000| 0.231295| 0.000000| 0.000000
 3470.0| 0.226147| 0.000000| 0.000000| 0.226147| 0.000000| 0.000000
 3475.0| 0.232190| 0.000000| 0.000000| 0.232190| 0.000000| 0.000000
 3480.0| 0.238161| 0.000000| 0.000000| 0.238161| 0.000000| 0.000000
 3485.0| 0.233553| 0.000000| 0.000000| 0.233553| 0.000000| 0.000000
 3490.0| 0.233765| 0.000000| 0.000000| 0.233765| 0.000000| 0.000000
 3495.0| 0.253391| 0.000000| 0.000000| 0.253391| 0.000000| 0.000000
 3500.0| 0.277888| 0.000000| 0.000000| 0.277888| 0.000000| 0.000000
 3505.0| 0.288908| 0.000000| 0.000000| 0.288908| 0.000000| 0.000000
 3510.0| 0.282026| 0.000000| 0.000000| 0.282026| 0.000000| 0.000000
 3515.0| 0.260103| 0.000000| 0.000000| 0.260103| 0.000000| 0.000000
 3520.0| 0.241223| 0.000000| 0.000000| 0.241223| 0.000000| 0.000000
 3525.0| 0.242434| 0.000000| 0.000000| 0.242434| 0.000000| 0.000000
 3530.0| 0.261415| 0.000000| 0.000000| 0.261415| 0.000000| 0.000000
 3535.0| 0.289316| 0.000000| 0.000000| 0.289316| 0.000000| 0.000000
 3540.0| 0.310529| 0.000000| 0.000000| 0.310529| 0.000000| 0.000000
 3545.0| 0.311560| 0.000000| 0.000000| 0.311560| 0.000000| 0.000000
 3550.0| 0.294110| 0.000000| 0.000000| 0.294110| 0.000000| 0.000000
 3555.0| 0.265030| 0.000000| 0.000000| 0.265030| 0.000000| 0.000000
 3560.0| 0.236556| 0.000000| 0.000000| 0.236556| 0.000000| 0.000000
 3565.0| 0.217871| 0.000000| 0.000000| 0.217871| 0.000000| 0.000000
 3570.0| 0.200543| 0.000000| 0.000000| 0.200543| 0.000000| 0.000000
 3575.0| 0.177033| 0.000000| 0.000000| 0.177033| 0.000000| 0.000000
 3580.0| 0.160994| 0.000000| 0.000000| 0.160994| 0.000000| 0.000000
 3585.0| 0.167334| 0.000000| 0.000000| 0.167334| 0.000000| 0.000000
 3590.0| 0.194802| 0.000000| 0.000000| 0.194802| 0.000000| 0.000000
 3595.0| 0.234391| 0.000000| 0.000000| 0.234391| 0.000000| 0.000000
 3600.0| 0.262217| 0.000000| 0.000000| 0.262217| 0.000000| 0.000000
 3605.0| 0.260122| 0.000000| 0.000000| 0.260122| 0.000000| 0.000000
 3610.0| 0.247708| 0.000000| 0.000000| 0.247708| 0.000000| 0.000000
 3615.0| 0.247753| 0.000000| 0.000000| 0.247753| 0.000000| 0.000000
 3620.0| 0.257977| 0.000000| 0.000000| 0.257977| 0.000000| 0.000000
 3625.0| 0.270242| 0.000000| 0.000000| 0.270242| 0.000000| 0.000000
 3630.0| 0.278042| 0.000000| 0.000000| 0.278042| 0.000000| 0.000000
 3635.0| 0.278443| 0.000000| 0.000000| 0.278443| 0.000000| 0.000000
 3640.0| 0.281174| 0.000000| 0.000000| 0.281174| 0.000000| 0.000000
 3645.0| 0.296535| 0.000000| 0.000000| 0.296535| 0.000000| 0.000000
 3650.0| 0.324457| 0.000000| 0.000000| 0.324457| 0.000000| 0.000000
 3655.0| 0.360349| 0.000000| 0.000000| 0.360349| 0.000000| 0.000000
 3660.0| 0.391905| 0.000000| 0.000000| 0.391905| 0.000000| 0.000000
 3665.0| 0.406269| 0.000000| 0.000000| 0.406269| 0.000000| 0.000000
 3670.0| 0.396107| 0.000000| 0.000000| 0.396107| 0.000000| 0.000000
 3675.0| 0.362311| 0.000000| 0.000000| 0.362311| 0.000000| 0.000000
 3680.0| 0.333161| 0.000000| 0.000000| 0.333161| 0.000000| 0.000000
 3685.0| 0.333602| 0.000000| 0.000000| 0.333602| 0.000000| 0.000000
 3690.0| 0.347850| 0.000000| 0.000000| 0.347850| 0.000000| 0.000000
 3695.0| 0.354671| 0.000000| 0.000000| 0.354671| 0.000000| 0.000000
 3700.0| 0.351765| 0.000000| 0.000000| 0.351765| 0.000000| 0.000000
 3705.0| 0.341367| 0.000000| 0.000000| 0.341367| 0.000000| 0.000000
 3710.0| 0.324933| 0.000000| 0.000000| 0.324933| 0.000000| 0.000000
 3715.0| 0.303202| 0.000000| 0.000000| 0.303202| 0.000000| 0.000000
 3720.0| 0.274831| 0.000000| 0.000000| 0.274831| 0.000000| 0.000000
 3725.0| 0.240084| 0.000000| 0.000000| 0.240084| 0.000000| 0.000000
 3730.0| 0.207717| 0.000000| 0.000000| 0.207717| 0.000000| 0.000000
 3735.0| 0.187180| 0.000000| 0.000000| 0.187180| 0.000000| 0.000000
 3740.0| 0.182179| 0.000000| 0.000000| 0.182179| 0.000000| 0.000000
 3745.0| 0.192920| 0.000000| 0.000000| 0.192920| 0.000000| 0.000000
 3750.0| 0.211342| 0.000000| 0.000000| 0.211342| 0.000000| 0.000000
 3755.0| 0.229755| 0.000000| 0.000000| 0.229755| 0.000000| 0.000000
 3760.0| 0.250223| 0.000000| 0.000000| 0.250223| 0.000000| 0.000000
 3765.0| 0.276544| 0.000000| 0.000000| 0.276544| 0.000000| 0.000000
 3770.0| 0.309707| 0.000000| 0.000000| 0.309707| 0.000000| 0.000000
 3775.0| 0.345522| 0.000000| 0.000000| 0.345522| 0.000000| 0.000000
 3780.0| 0.361891| 0.000000| 0.000000| 0.361891| 0.000000| 0.000000
 3785.0| 0.341875| 0.000000| 0.000000| 0.341875| 0.000000| 0.000000
 3790.0| 0.307074| 0.000000| 0.000000| 0.307074| 0.000000| 0.000000
 3795.0| 0.283122| 0.000000| 0.000000| 0.283122| 0.000000| 0.000000
 3800.0| 0.273237| 0.000000| 0.000000| 0.273237| 0.000000| 0.000000
 3805.0| 0.272055| 0.000000| 0.000000| 0.272055| 0.000000| 0.000000
 3810.0| 0.262314| 0.000000| 0.000000| 0.262314| 0.000000| 0.000000
 3815.0| 0.230520| 0.000000| 0.000000| 0.230520| 0.000000| 0.000000
 3820.0| 0.190171| 0.000000| 0.000000| 0.190171| 0.000000| 0.000000
 3825.0| 0.159296| 0.000000| 0.000000| 0.159296| 0.000000| 0.000000
 3830.0| 0.147074| 0.000000| 0.000000| 0.147074| 0.000000| 0.000000
 3835.0| 0.156642| 0.000000| 0.000000| 0.156642| 0.000000| 0.000000
 3840.0| 0.175831| 0.000000| 0.000000| 0.175831| 0.000000| 0.000000
 3845.0| 0.190814| 0.000000| 0.000000| 0.190814| 0.000000| 0.000000
 3850.0| 0.196445| 0.000000| 0.000000| 0.196445| 0.000000| 0.000000
 3855.0| 0.192347| 0.000000| 0.000000| 0.192347| 0.000000| 0.000000
 3860.0| 0.188543| 0.000000| 0.000000| 0.188543| 0.000000| 0.000000
 3865.0| 0.193918| 0.000000| 0.000000| 0.193918| 0.000000| 0.000000
 3870.0| 0.202411| 0.000000| 0.000000| 0.202411| 0.000000| 0.000000
 3875.0| 0.207871| 0.000000| 0.000000| 0.207871| 0.000000| 0.000000
 3880.0| 0.218712| 0.000000| 0.000000| 0.218712| 0.000000| 0.000000
 3885.0| 0.242711| 0.000000| 0.000000| 0.242711| 0.000000| 0.000000
 3890.0| 0.270530| 0.000000| 0.000000| 0.270530| 0.000000| 0.000000
 3895.0| 0.291694| 0.000000| 0.000000| 0.291694| 0.000000| 0.000000
 3900.0| 0.308319| 0.000000| 0.000000| 0.308319| 0.000000| 0.000000
 3905.0| 0.289504| 0.039954| 0.000000| 0.324105| 0.254902| 0.000000
 3910.0| 0.304522| 0.036928| 0.000000| 0.336502| 0.272541| 0.000000
 3915.0| 0.313195| 0.030627| 0.000000| 0.339718| 0.286671| 0.000000
 3920.0| 0.301429| 0.022872| 0.000000| 0.321237| 0.281621| 0.000000
 3925.0| 0.262865| 0.014568| 0.000000| 0.275481| 0.250249| 0.000000
 3930.0| 0.217570| 0.015897| 0.000000| 0.231337| 0.203802| 0.000000
 3935.0| 0.193678| 0.030288| 0.000000| 0.219908| 0.167447| 0.000000
 3940.0| 0.204970| 0.048178| 0.000000| 0.246693| 0.163247| 0.000000
 3945.0| 0.248561| 0.063093| 0.000000| 0.303201| 0.193921| 0.000000
 3950.0| 0.294971| 0.064224| 0.000000| 0.350591| 0.239351| 0.000000
 3955.0| 0.311761| 0.048674| 0.000000| 0.353913| 0.269608| 0.000000
 3960.0| 0.295797| 0.032726| 0.000000| 0.324138| 0.267456| 0.000000
 3965.0| 0.265120| 0.025853| 0.000000| 0.287509| 0.242731| 0.000000
 3970.0| 0.255314| 0.034777| 0.000000| 0.285431| 0.225196| 0.000000
 3975.0| 0.295029| 0.060148| 0.000000| 0.347118| 0.242939| 0.000000
 3980.0| 0.369976| 0.078371| 0.000000| 0.437847| 0.302105| 0.000000
 3985.0| 0.448092| 0.076620| 0.000000| 0.514447| 0.381738| 0.000000
 3990.0| 0.506346| 0.066426| 0.000000| 0.563872| 0.448820| 0.000000
 3995.0| 0.533714| 0.059124| 0.000000| 0.584917| 0.482512| 0.000000
 4000.0| 0.540021| 0.061882| 0.000000| 0.593612| 0.486429| 0.000000
 4005.0| 0.544042| 0.071937| 0.000000| 0.606341| 0.481742| 0.000000
 4010.0| 0.556307| 0.077806| 0.000000| 0.623689| 0.488926| 0.000000
 4015.0| 0.576277| 0.074502| 0.000000| 0.640797| 0.511756| 0.000000
 4020.0| 0.591391| 0.064016| 0.000000| 0.646830| 0.535952| 0.000000
 4025.0| 0.588350| 0.051157| 0.000000| 0.632653| 0.544047| 0.000000
 4030.0| 0.566539| 0.040812| 0.000000| 0.601883| 0.531195| 0.000000
 4035.0| 0.536703| 0.032198| 0.000000| 0.564586| 0.508819| 0.000000
 4040.0| 0.519480| 0.028163| 0.000000| 0.543870| 0.495090| 0.000000
 4045.0| 0.527726| 0.032167| 0.000000| 0.555583| 0.499868| 0.000000
 4050.0| 0.544832| 0.033097| 0.000000| 0.573495| 0.516170| 0.000000
 4055.0| 0.548067| 0.024647| 0.000000| 0.569410| 0.526724| 0.000000
 4060.0| 0.534248| 0.017409| 0.000000| 0.549324| 0.519172| 0.000000
 4065.0| 0.512798| 0.018866| 0.000000| 0.529136| 0.496459| 0.000000
 4070.0| 0.502769| 0.031608| 0.000000| 0.530142| 0.475396| 0.000000
 4075.0| 0.520632| 0.053359| 0.000000| 0.566842| 0.474421| 0.000000
 4080.0| 0.560053| 0.070537| 0.000000| 0.621139| 0.498966| 0.000000
 4085.0| 0.602615| 0.075904| 0.000000| 0.668350| 0.536881| 0.000000
 4090.0| 0.628880| 0.070627| 0.000000| 0.690045| 0.567714| 0.000000
 4095.0| 0.627317| 0.058090| 0.000000| 0.677624| 0.577009| 0.000000
 4100.0| 0.610573| 0.051915| 0.000000| 0.655533| 0.565613| 0.000000
 4105.0| 0.598754| 0.058615| 0.000000| 0.649516| 0.547991| 0.000000
 4110.0| 0.598858| 0.067672| 0.000000| 0.657464| 0.540252| 0.000000
 4115.0| 0.608423| 0.070398| 0.000000| 0.669389| 0.547457| 0.000000
 4120.0| 0.616376| 0.063850| 0.000000| 0.671672| 0.561080| 0.000000
 4125.0| 0.610682| 0.050697| 0.000000| 0.654587| 0.566778| 0.000000
 4130.0| 0.591682| 0.041526| 0.000000| 0.627645| 0.555720| 0.000000
 4135.0| 0.567222| 0.041368| 0.000000| 0.603048| 0.531397| 0.000000
 4140.0| 0.545549| 0.045023| 0.000000| 0.584541| 0.506557| 0.000000
 4145.0| 0.533677| 0.046872| 0.000000| 0.574270| 0.493085| 0.000000
 4150.0| 0.535284| 0.047529| 0.000000| 0.576445| 0.494122| 0.000000
 4155.0| 0.548170| 0.051008| 0.000000| 0.592344| 0.503996| 0.000000
 4160.0| 0.561774| 0.055065| 0.000000| 0.609462| 0.514087| 0.000000
 4165.0| 0.567106| 0.055092| 0.000000| 0.614817| 0.519395| 0.000000
 4170.0| 0.563822| 0.050210| 0.000000| 0.607305| 0.520339| 0.000000
 4175.0| 0.554818| 0.041421| 0.000000| 0.590690| 0.518946| 0.000000
 4180.0| 0.545844| 0.035217| 0.000000| 0.576343| 0.515346| 0.000000
 4185.0| 0.541345| 0.037781| 0.000000| 0.574064| 0.508625| 0.000000
 4190.0| 0.540114| 0.045810| 0.000000| 0.579787| 0.500441| 0.000000
 4195.0| 0.542632| 0.052521| 0.000000| 0.588117| 0.497148| 0.000000
 4200.0| 0.554286| 0.055348| 0.000000| 0.602219| 0.506354| 0.000000
 4205.0| 0.575629| 0.053999| 0.000000| 0.622394| 0.528864| 0.000000
 4210.0| 0.591811| 0.042849| 0.000000| 0.628920| 0.554702| 0.000000
 4215.0| 0.586946| 0.021808| 0.000000| 0.605833| 0.568058| 0.000000
 4220.0| 0.565366| 0.007921| 0.000000| 0.572230| 0.558502| 0.000000
 4225.0| 0.541842| 0.012727| 0.000000| 0.552861| 0.530822| 0.000000
 4230.0| 0.532297| 0.032004| 0.000000| 0.560014| 0.504580| 0.000000
 4235.0| 0.548065| 0.054569| 0.000000| 0.595323| 0.500807| 0.000000
 4240.0| 0.578318| 0.059974| 0.000000| 0.630257| 0.526379| 0.000000
 4245.0| 0.603330| 0.040152| 0.000000| 0.638103| 0.568557| 0.000000
 4250.0| 0.616326| 0.015297| 0.000000| 0.629573| 0.603079| 0.000000
 4255.0| 0.615927| 0.006020| 0.000000| 0.621139| 0.610714| 0.000000
 4260.0| 0.602984| 0.013756| 0.000000| 0.614897| 0.591072| 0.000000
 4265.0| 0.585528| 0.027364| 0.000000| 0.609226| 0.561831| 0.000000
 4270.0| 0.573192| 0.033308| 0.000000| 0.602038| 0.544345| 0.000000
 4275.0| 0.570652| 0.025899| 0.000000| 0.593081| 0.548222| 0.000000
 4280.0| 0.577457| 0.014401| 0.000000| 0.589928| 0.564987| 0.000000
 4285.0| 0.584827| 0.011780| 0.000000| 0.595027| 0.574627| 0.000000
 4290.0| 0.571780| 0.012380| 0.000000| 0.582500| 0.561060| 0.000000
 4295.0| 0.529985| 0.005705| 0.000000| 0.534924| 0.525047| 0.000000
 4300.0| 0.490778| 0.007208| 0.000000| 0.497022| 0.484534| 0.000000
 4305.0| 0.488956| 0.028887| 0.000000| 0.513973| 0.463939| 0.000000
 4310.0| 0.525180| 0.052461| 0.000000| 0.570612| 0.479748| 0.000000
 4315.0| 0.584659| 0.062319| 0.000000| 0.638629| 0.530688| 0.000000
 4320.0| 0.647957| 0.057150| 0.000000| 0.697451| 0.598463| 0.000000
 4325.0| 0.696630| 0.043419| 0.000000| 0.734232| 0.659027| 0.000000
 4330.0| 0.727726| 0.036435| 0.000000| 0.759280| 0.696171| 0.000000
 4335.0| 0.746119| 0.042935| 0.000000| 0.783303| 0.708936| 0.000000
 4340.0| 0.752557| 0.049521| 0.000000| 0.795444| 0.709671| 0.000000
 4345.0| 0.750880| 0.042154| 0.000000| 0.787386| 0.714374| 0.000000
 4350.0| 0.756803| 0.029733| 0.000000| 0.782553| 0.731054| 0.000000
 4355.0| 0.778011| 0.027444| 0.000000| 0.801779| 0.754243| 0.000000
 4360.0| 0.796798| 0.031191| 0.000000| 0.823810| 0.769787| 0.000000
 4365.0| 0.793242| 0.032491| 0.000000| 0.821379| 0.765105| 0.000000
 4370.0| 0.761610| 0.027300| 0.000000| 0.785252| 0.737968| 0.000000
 4375.0| 0.709183| 0.012285| 0.000000| 0.719819| 0.698547| 0.000000
 4380.0| 0.664641| 0.001492| 0.000000| 0.665950| 0.663331| 0.000000
 4385.0| 0.652360| 0.008322| 0.000000| 0.659570| 0.645150| 0.000000
 4390.0| 0.663818| 0.019095| 0.000000| 0.680354| 0.647283| 0.000000
 4395.0| 0.681815| 0.020481| 0.000000| 0.699553| 0.664077| 0.000000
 4400.0| 0.698480| 0.014435| 0.000000| 0.710981| 0.685979| 0.000000
