#Table: J/PASP/110/863/k7v.dat.gz (cdsarc.u-strasbg.fr)
---------------------------------------------------------
 lambda|    nflam|  sdnflam|      fsv|       fg|       fj
 4795.0| 0.633685| 0.021108| 0.000000| 0.000000| 0.633685
 4800.0| 0.649533| 0.010436| 0.000000| 0.000000| 0.649533
 4805.0| 0.668666| 0.005679| 0.000000| 0.000000| 0.668666
 4810.0| 0.661900| 0.017300| 0.000000| 0.000000| 0.661900
 4815.0| 0.662024| 0.020002| 0.000000| 0.000000| 0.662024
 4820.0| 0.645341| 0.032578| 0.000000| 0.000000| 0.645341
 4825.0| 0.631453| 0.015085| 0.000000| 0.000000| 0.631453
 4830.0| 0.637618| 0.001459| 0.000000| 0.000000| 0.637618
 4835.0| 0.649301| 0.003459| 0.000000| 0.000000| 0.649301
 4840.0| 0.654851| 0.011485| 0.000000| 0.000000| 0.654851
 4845.0| 0.672563| 0.015262| 0.000000| 0.000000| 0.672563
 4850.0| 0.689573| 0.005034| 0.000000| 0.000000| 0.689573
 4855.0| 0.707705| 0.019275| 0.000000| 0.000000| 0.707705
 4860.0| 0.705205| 0.025480| 0.000000| 0.000000| 0.705205
 4865.0| 0.694762| 0.018673| 0.000000| 0.000000| 0.694762
 4870.0| 0.681371| 0.006124| 0.000000| 0.000000| 0.681371
 4875.0| 0.675163| 0.002614| 0.000000| 0.000000| 0.675163
 4880.0| 0.667737| 0.024595| 0.000000| 0.000000| 0.667737
 4885.0| 0.687112| 0.004755| 0.000000| 0.000000| 0.687112
 4890.0| 0.700407| 0.012651| 0.000000| 0.000000| 0.700407
 4895.0| 0.706882| 0.076883| 0.000000| 0.000000| 0.706882
 4900.0| 0.725674| 0.051182| 0.000000| 0.000000| 0.725674
 4905.0| 0.768957| 0.001226| 0.000000| 0.000000| 0.768957
 4910.0| 0.767517| 0.022559| 0.000000| 0.000000| 0.767517
 4915.0| 0.767856| 0.003597| 0.000000| 0.000000| 0.767856
 4920.0| 0.743565| 0.008452| 0.000000| 0.000000| 0.743565
 4925.0| 0.740619| 0.088483| 0.000000| 0.000000| 0.740619
 4930.0| 0.737408| 0.094589| 0.000000| 0.000000| 0.737408
 4935.0| 0.771975| 0.019521| 0.000000| 0.000000| 0.771975
 4940.0| 0.773301| 0.018824| 0.000000| 0.000000| 0.773301
 4945.0| 0.766184| 0.048586| 0.000000| 0.000000| 0.766184
 4950.0| 0.768539| 0.032961| 0.000000| 0.000000| 0.768539
 4955.0| 0.735315| 0.070353| 0.000000| 0.000000| 0.735315
 4960.0| 0.711309| 0.071408| 0.000000| 0.000000| 0.711309
 4965.0| 0.678122| 0.018649| 0.000000| 0.000000| 0.678122
 4970.0| 0.689038| 0.023709| 0.000000| 0.000000| 0.689038
 4975.0| 0.695747| 0.021923| 0.000000| 0.000000| 0.695747
 4980.0| 0.684334| 0.067065| 0.000000| 0.000000| 0.684334
 4985.0| 0.684607| 0.031567| 0.000000| 0.000000| 0.684607
 4990.0| 0.636864| 0.036492| 0.000000| 0.000000| 0.636864
 4995.0| 0.642009| 0.041888| 0.000000| 0.000000| 0.642009
 5000.0| 0.630117| 0.009190| 0.000000| 0.000000| 0.630117
 5005.0| 0.622527| 0.006304| 0.000000| 0.000000| 0.622527
 5010.0| 0.611182| 0.003400| 0.000000| 0.000000| 0.611182
 5015.0| 0.598309| 0.001196| 0.000000| 0.000000| 0.598309
 5020.0| 0.609484| 0.040552| 0.000000| 0.000000| 0.609484
 5025.0| 0.608037| 0.029836| 0.000000| 0.000000| 0.608037
 5030.0| 0.627603| 0.030467| 0.000000| 0.000000| 0.627603
 5035.0| 0.611470| 0.008344| 0.000000| 0.000000| 0.611470
 5040.0| 0.611654| 0.039771| 0.000000| 0.000000| 0.611654
 5045.0| 0.607904| 0.034602| 0.000000| 0.000000| 0.607904
 5050.0| 0.593252| 0.052170| 0.000000| 0.000000| 0.593252
 5055.0| 0.612301|-0.003929| 0.000000| 0.000000| 0.612301
 5060.0| 0.615753| 0.005805| 0.000000| 0.000000| 0.615753
 5065.0| 0.604599| 0.021179| 0.000000| 0.000000| 0.604599
 5070.0| 0.602701| 0.024411| 0.000000| 0.000000| 0.602701
 5075.0| 0.582048| 0.037872| 0.000000| 0.000000| 0.582048
 5080.0| 0.572825| 0.014126| 0.000000| 0.000000| 0.572825
 5085.0| 0.582487| 0.031216| 0.000000| 0.000000| 0.582487
 5090.0| 0.577885| 0.066711| 0.000000| 0.000000| 0.577885
 5095.0| 0.585338| 0.029053| 0.000000| 0.000000| 0.585338
 5100.0| 0.576120| 0.006588| 0.000000| 0.000000| 0.576120
 5105.0| 0.558303| 0.017790| 0.000000| 0.000000| 0.558303
 5110.0| 0.550520| 0.036632| 0.000000| 0.000000| 0.550520
 5115.0| 0.564387| 0.077800| 0.000000| 0.000000| 0.564387
 5120.0| 0.564020| 0.035559| 0.000000| 0.000000| 0.564020
 5125.0| 0.560975| 0.020915| 0.000000| 0.000000| 0.560975
 5130.0| 0.557151| 0.043624| 0.000000| 0.000000| 0.557151
 5135.0| 0.564120| 0.098501| 0.000000| 0.000000| 0.564120
 5140.0| 0.581939| 0.062489| 0.000000| 0.000000| 0.581939
 5145.0| 0.578099| 0.028216| 0.000000| 0.000000| 0.578099
 5150.0| 0.564072| 0.019161| 0.000000| 0.000000| 0.564072
 5155.0| 0.567426| 0.045105| 0.000000| 0.000000| 0.567426
 5160.0| 0.586107| 0.111470| 0.000000| 0.000000| 0.586107
 5165.0| 0.566672| 0.078742| 0.000000| 0.000000| 0.566672
 5170.0| 0.522105| 0.120558| 0.000000| 0.000000| 0.522105
 5175.0| 0.468996| 0.032000| 0.000000| 0.000000| 0.468996
 5180.0| 0.454686| 0.069511| 0.000000| 0.000000| 0.454686
 5185.0| 0.505816| 0.097139| 0.000000| 0.000000| 0.505816
 5190.0| 0.537693| 0.167989| 0.000000| 0.000000| 0.537693
 5195.0| 0.602777| 0.094834| 0.000000| 0.000000| 0.602777
 5200.0| 0.606699| 0.040491| 0.000000| 0.000000| 0.606699
 5205.0| 0.566024| 0.114644| 0.000000| 0.000000| 0.566024
 5210.0| 0.578172| 0.120486| 0.000000| 0.000000| 0.578172
 5215.0| 0.622079| 0.260395| 0.000000| 0.000000| 0.622079
 5220.0| 0.725550| 0.110396| 0.000000| 0.000000| 0.725550
 5225.0| 0.766499| 0.010306| 0.000000| 0.000000| 0.766499
 5230.0| 0.792592| 0.039656| 0.000000| 0.000000| 0.792592
 5235.0| 0.797206| 0.116863| 0.000000| 0.000000| 0.797206
 5240.0| 0.827351| 0.064197| 0.000000| 0.000000| 0.827351
 5245.0| 0.836688| 0.046730| 0.000000| 0.000000| 0.836688
 5250.0| 0.842158| 0.030648| 0.000000| 0.000000| 0.842158
 5255.0| 0.827402| 0.043616| 0.000000| 0.000000| 0.827402
 5260.0| 0.787155| 0.039233| 0.000000| 0.000000| 0.787155
 5265.0| 0.745207| 0.110214| 0.000000| 0.000000| 0.745207
 5270.0| 0.713617| 0.078886| 0.000000| 0.000000| 0.713617
 5275.0| 0.714197| 0.204894| 0.000000| 0.000000| 0.714197
 5280.0| 0.777124| 0.116574| 0.000000| 0.000000| 0.777124
 5285.0| 0.849823| 0.045080| 0.000000| 0.000000| 0.849823
 5290.0| 0.861567| 0.046914| 0.000000| 0.000000| 0.861567
 5295.0| 0.851849| 0.077662| 0.000000| 0.000000| 0.851849
 5300.0| 0.870355| 0.014848| 0.000000| 0.000000| 0.870355
 5305.0| 0.846956| 0.105072| 0.000000| 0.000000| 0.846956
 5310.0| 0.875853| 0.062239| 0.000000| 0.000000| 0.875853
 5315.0| 0.912744| 0.019343| 0.000000| 0.000000| 0.912744
 5320.0| 0.901032| 0.001384| 0.000000| 0.000000| 0.901032
 5325.0| 0.847051| 0.102108| 0.000000| 0.000000| 0.847051
 5330.0| 0.811824| 0.011070| 0.000000| 0.000000| 0.811824
 5335.0| 0.796606| 0.143409| 0.000000| 0.000000| 0.796606
 5340.0| 0.835965| 0.017976| 0.000000| 0.000000| 0.835965
 5345.0| 0.856754| 0.015363| 0.000000| 0.000000| 0.856754
 5350.0| 0.872506| 0.072913| 0.000000| 0.000000| 0.872506
 5355.0| 0.902676| 0.118262| 0.000000| 0.000000| 0.902676
 5360.0| 0.937519| 0.032439| 0.000000| 0.000000| 0.937519
 5365.0| 0.943633| 0.031002| 0.000000| 0.000000| 0.943633
 5370.0| 0.920556| 0.035252| 0.000000| 0.000000| 0.920556
 5375.0| 0.916965| 0.087889| 0.000000| 0.000000| 0.916965
 5380.0| 0.929937| 0.106029| 0.000000| 0.000000| 0.929937
 5385.0| 0.978476| 0.013708| 0.000000| 0.000000| 0.978476
 5390.0| 0.968466| 0.012232| 0.000000| 0.000000| 0.968466
 5395.0| 0.942601| 0.018607| 0.000000| 0.000000| 0.942601
 5400.0| 0.911214| 0.052331| 0.000000| 0.000000| 0.911214
 5405.0| 0.873917| 0.032643| 0.000000| 0.000000| 0.873917
 5410.0| 0.890115| 0.040669| 0.000000| 0.000000| 0.890115
 5415.0| 0.916738| 0.173891| 0.000000| 0.000000| 0.916738
 5420.0| 0.968010| 0.062269| 0.000000| 0.000000| 0.968010
 5425.0| 1.000185| 0.030954| 0.000000| 0.000000| 1.000185
 5430.0| 0.970286| 0.072067| 0.000000| 0.000000| 0.970286
 5435.0| 0.951194| 0.011362| 0.000000| 0.000000| 0.951194
 5440.0| 0.937284| 0.121065| 0.000000| 0.000000| 0.937284
 5445.0| 0.929073| 0.042799| 0.000000| 0.000000| 0.929073
 5450.0| 0.914242| 0.064081| 0.000000| 0.000000| 0.914242
 5455.0| 0.893711| 0.015381| 0.000000| 0.000000| 0.893711
 5460.0| 0.920397|-0.000693| 0.000000| 0.000000| 0.920397
 5465.0| 0.938309| 0.030351| 0.000000| 0.000000| 0.938309
 5470.0| 0.955560| 0.005852| 0.000000| 0.000000| 0.955560
 5475.0| 0.964061| 0.025714| 0.000000| 0.000000| 0.964061
 5480.0| 0.966693| 0.016703| 0.000000| 0.000000| 0.966693
 5485.0| 0.967083| 0.040362| 0.000000| 0.000000| 0.967083
 5490.0| 0.992271| 0.029238| 0.000000| 0.000000| 0.992271
 5495.0| 0.983232| 0.014668| 0.000000| 0.000000| 0.983232
 5500.0| 0.970983| 0.054088| 0.000000| 0.000000| 0.970983
 5505.0| 0.969275| 0.013749| 0.000000| 0.000000| 0.969275
 5510.0| 0.951339| 0.025198| 0.000000| 0.000000| 0.951339
 5515.0| 0.953767| 0.014997| 0.000000| 0.000000| 0.953767
 5520.0| 0.973448| 0.066060| 0.000000| 0.000000| 0.973448
 5525.0| 0.987015| 0.065560| 0.000000| 0.000000| 0.987015
 5530.0| 1.022992| 0.005708| 0.000000| 0.000000| 1.022992
 5535.0| 1.021122| 0.026753| 0.000000| 0.000000| 1.021122
 5540.0| 1.031961| 0.017048| 0.000000| 0.000000| 1.031961
 5545.0| 1.049264| 0.007613| 0.000000| 0.000000| 1.049264
 5550.0| 1.062785| 0.004929| 0.000000| 0.000000| 1.062785
 5555.0| 1.059514| 0.004648| 0.000000| 0.000000| 1.059514
 5560.0| 1.057373| 0.025268| 0.000000| 0.000000| 1.057373
 5565.0| 1.034693| 0.046200| 0.000000| 0.000000| 1.034693
 5570.0| 1.019625| 0.026108| 0.000000| 0.000000| 1.019625
 5575.0| 1.012806| 0.043362| 0.000000| 0.000000| 1.012806
 5580.0| 1.010623| 0.045628| 0.000000| 0.000000| 1.010623
 5585.0| 0.995108| 0.050110| 0.000000| 0.000000| 0.995108
 5590.0| 0.973326| 0.066726| 0.000000| 0.000000| 0.973326
 5595.0| 0.924292| 0.001071| 0.000000| 0.000000| 0.924292
 5600.0| 0.910805| 0.014524| 0.000000| 0.000000| 0.910805
 5605.0| 0.952724| 0.043300| 0.000000| 0.000000| 0.952724
 5610.0| 0.980859| 0.077410| 0.000000| 0.000000| 0.980859
 5615.0| 0.999795| 0.062900| 0.000000| 0.000000| 0.999795
 5620.0| 1.010885| 0.055514| 0.000000| 0.000000| 1.010885
 5625.0| 0.996145| 0.045066| 0.000000| 0.000000| 0.996145
 5630.0| 1.002217| 0.029592| 0.000000| 0.000000| 1.002217
 5635.0| 1.027157| 0.008086| 0.000000| 0.000000| 1.027157
 5640.0| 1.043489| 0.012434| 0.000000| 0.000000| 1.043489
 5645.0| 1.048141| 0.008816| 0.000000| 0.000000| 1.048141
 5650.0| 1.046322| 0.018685| 0.000000| 0.000000| 1.046322
 5655.0| 1.050269| 0.024775| 0.000000| 0.000000| 1.050269
 5660.0| 1.046492| 0.007868| 0.000000| 0.000000| 1.046492
 5665.0| 1.044032| 0.027528| 0.000000| 0.000000| 1.044032
 5670.0| 1.042357| 0.011438| 0.000000| 0.000000| 1.042357
 5675.0| 1.082153| 0.019251| 0.000000| 0.000000| 1.082153
 5680.0| 1.083827| 0.006670| 0.000000| 0.000000| 1.083827
 5685.0| 1.071435| 0.024044| 0.000000| 0.000000| 1.071435
 5690.0| 1.068831| 0.037818| 0.000000| 0.000000| 1.068831
 5695.0| 1.061703| 0.056173| 0.000000| 0.000000| 1.061703
 5700.0| 1.069817| 0.020448| 0.000000| 0.000000| 1.069817
 5705.0| 1.083257| 0.029775| 0.000000| 0.000000| 1.083257
 5710.0| 1.070857| 0.005953| 0.000000| 0.000000| 1.070857
 5715.0| 1.068591| 0.032541| 0.000000| 0.000000| 1.068591
 5720.0| 1.079019| 0.093105| 0.000000| 0.000000| 1.079019
 5725.0| 1.098882| 0.012156| 0.000000| 0.000000| 1.098882
 5730.0| 1.117258| 0.009806| 0.000000| 0.000000| 1.117258
 5735.0| 1.119151| 0.038449| 0.000000| 0.000000| 1.119151
 5740.0| 1.108863| 0.033879| 0.000000| 0.000000| 1.108863
 5745.0| 1.129656| 0.028669| 0.000000| 0.000000| 1.129656
 5750.0| 1.159868| 0.022902| 0.000000| 0.000000| 1.159868
 5755.0| 1.164518| 0.002691| 0.000000| 0.000000| 1.164518
 5760.0| 1.151294| 0.004185| 0.000000| 0.000000| 1.151294
 5765.0| 1.149167| 0.024798| 0.000000| 0.000000| 1.149167
 5770.0| 1.143170| 0.042801| 0.000000| 0.000000| 1.143170
 5775.0| 1.151580| 0.008992| 0.000000| 0.000000| 1.151580
 5780.0| 1.152685| 0.007661| 0.000000| 0.000000| 1.152685
 5785.0| 1.129909| 0.016155| 0.000000| 0.000000| 1.129909
 5790.0| 1.117593| 0.050611| 0.000000| 0.000000| 1.117593
 5795.0| 1.130272| 0.073038| 0.000000| 0.000000| 1.130272
 5800.0| 1.167343| 0.057935| 0.000000| 0.000000| 1.167343
 5805.0| 1.189176| 0.008307| 0.000000| 0.000000| 1.189176
 5810.0| 1.186238| 0.013898| 0.000000| 0.000000| 1.186238
 5815.0| 1.179103| 0.011765| 0.000000| 0.000000| 1.179103
 5820.0| 1.186816| 0.015982| 0.000000| 0.000000| 1.186816
 5825.0| 1.188795| 0.007470| 0.000000| 0.000000| 1.188795
 5830.0| 1.191877| 0.004034| 0.000000| 0.000000| 1.191877
 5835.0| 1.197606| 0.007619| 0.000000| 0.000000| 1.197606
 5840.0| 1.194243| 0.015626| 0.000000| 0.000000| 1.194243
 5845.0| 1.186515| 0.021822| 0.000000| 0.000000| 1.186515
 5850.0| 1.167586| 0.042316| 0.000000| 0.000000| 1.167586
 5855.0| 1.133608| 0.082920| 0.000000| 0.000000| 1.133608
 5860.0| 1.126362| 0.019382| 0.000000| 0.000000| 1.126362
 5865.0| 1.099740| 0.020854| 0.000000| 0.000000| 1.099740
 5870.0| 1.107900| 0.045964| 0.000000| 0.000000| 1.107900
 5875.0| 1.089295| 0.076812| 0.000000| 0.000000| 1.089295
 5880.0| 1.022235| 0.180728| 0.000000| 0.000000| 1.022235
 5885.0| 0.853034| 0.339821| 0.000000| 0.000000| 0.853034
 5890.0| 0.693995| 0.399482| 0.000000| 0.000000| 0.693995
 5895.0| 0.598394| 0.138203| 0.000000| 0.000000| 0.598394
 5900.0| 0.653335| 0.213256| 0.000000| 0.000000| 0.653335
 5905.0| 0.818247| 0.224789| 0.000000| 0.000000| 0.818247
 5910.0| 0.995072| 0.010600| 0.000000| 0.000000| 0.995072
 5915.0| 1.073765| 0.047344| 0.000000| 0.000000| 1.073765
 5920.0| 1.087812| 0.037185| 0.000000| 0.000000| 1.087812
 5925.0| 1.089297| 0.029276| 0.000000| 0.000000| 1.089297
 5930.0| 1.106454| 0.012858| 0.000000| 0.000000| 1.106454
 5935.0| 1.139516| 0.019611| 0.000000| 0.000000| 1.139516
 5940.0| 1.136164| 0.047129| 0.000000| 0.000000| 1.136164
 5945.0| 1.137478| 0.014060| 0.000000| 0.000000| 1.137478
 5950.0| 1.130613| 0.021268| 0.000000| 0.000000| 1.130613
 5955.0| 1.149358| 0.036789| 0.000000| 0.000000| 1.149358
 5960.0| 1.144706| 0.011555| 0.000000| 0.000000| 1.144706
 5965.0| 1.129943| 0.031388| 0.000000| 0.000000| 1.129943
 5970.0| 1.135244| 0.025766| 0.000000| 0.000000| 1.135244
 5975.0| 1.144352| 0.043775| 0.000000| 0.000000| 1.144352
 5980.0| 1.147348| 0.041656| 0.000000| 0.000000| 1.147348
 5985.0| 1.143082| 0.002518| 0.000000| 0.000000| 1.143082
 5990.0| 1.161324| 0.028817| 0.000000| 0.000000| 1.161324
 5995.0| 1.172303| 0.009085| 0.000000| 0.000000| 1.172303
 6000.0| 1.178133| 0.025859| 0.000000| 0.000000| 1.178133
 6005.0| 1.163357| 0.020475| 0.000000| 0.000000| 1.163357
 6010.0| 1.162335| 0.016698| 0.000000| 0.000000| 1.162335
 6015.0| 1.153298| 0.009253| 0.000000| 0.000000| 1.153298
 6020.0| 1.146621| 0.002061| 0.000000| 0.000000| 1.146621
 6025.0| 1.159582| 0.030299| 0.000000| 0.000000| 1.159582
 6030.0| 1.163908| 0.068596| 0.000000| 0.000000| 1.163908
 6035.0| 1.178903| 0.015284| 0.000000| 0.000000| 1.178903
 6040.0| 1.198044| 0.008724| 0.000000| 0.000000| 1.198044
 6045.0| 1.216948| 0.037284| 0.000000| 0.000000| 1.216948
 6050.0| 1.227861| 0.021329| 0.000000| 0.000000| 1.227861
 6055.0| 1.228079| 0.014447| 0.000000| 0.000000| 1.228079
 6060.0| 1.228856| 0.028916| 0.000000| 0.000000| 1.228856
 6065.0| 1.218755| 0.055063| 0.000000| 0.000000| 1.218755
 6070.0| 1.253502| 0.005593| 0.000000| 0.000000| 1.253502
 6075.0| 1.251186| 0.015489| 0.000000| 0.000000| 1.251186
 6080.0| 1.212120| 0.022221| 0.000000| 0.000000| 1.212120
 6085.0| 1.223751| 0.033709| 0.000000| 0.000000| 1.223751
 6090.0| 1.231557| 0.043960| 0.000000| 0.000000| 1.231557
 6095.0| 1.211288| 0.037654| 0.000000| 0.000000| 1.211288
 6100.0| 1.129816| 0.022958| 0.000000| 0.000000| 1.129816
 6105.0| 1.160653| 0.047948| 0.000000| 0.000000| 1.160653
 6110.0| 1.226842| 0.033773| 0.000000| 0.000000| 1.226842
 6115.0| 1.214998| 0.035709| 0.000000| 0.000000| 1.214998
 6120.0| 1.100749| 0.029048| 0.000000| 0.000000| 1.100749
 6125.0| 1.144319| 0.076797| 0.000000| 0.000000| 1.144319
 6130.0| 1.222054| 0.012653| 0.000000| 0.000000| 1.222054
 6135.0| 1.164726| 0.041371| 0.000000| 0.000000| 1.164726
 6140.0| 1.186138| 0.051820| 0.000000| 0.000000| 1.186138
 6145.0| 1.204147| 0.010727| 0.000000| 0.000000| 1.204147
 6150.0| 1.199188| 0.022158| 0.000000| 0.000000| 1.199188
 6155.0| 1.147892| 0.056760| 0.000000| 0.000000| 1.147892
 6160.0| 0.971494| 0.052024| 0.000000| 0.000000| 0.971494
 6165.0| 0.946936| 0.003149| 0.000000| 0.000000| 0.946936
 6170.0| 1.022941| 0.015686| 0.000000| 0.000000| 1.022941
 6175.0| 1.121397| 0.018767| 0.000000| 0.000000| 1.121397
 6180.0| 1.150213| 0.016698| 0.000000| 0.000000| 1.150213
 6185.0| 1.115909| 0.076483| 0.000000| 0.000000| 1.115909
 6190.0| 1.073086| 0.041857| 0.000000| 0.000000| 1.073086
 6195.0| 1.103253| 0.061385| 0.000000| 0.000000| 1.103253
 6200.0| 1.128629| 0.036291| 0.000000| 0.000000| 1.128629
 6205.0| 1.147611| 0.070204| 0.000000| 0.000000| 1.147611
 6210.0| 1.108368| 0.074589| 0.000000| 0.000000| 1.108368
 6215.0| 1.039599| 0.054936| 0.000000| 0.000000| 1.039599
 6220.0| 1.024192| 0.078893| 0.000000| 0.000000| 1.024192
 6225.0| 1.013957| 0.084442| 0.000000| 0.000000| 1.013957
 6230.0| 1.003249| 0.062683| 0.000000| 0.000000| 1.003249
 6235.0| 1.025152| 0.072616| 0.000000| 0.000000| 1.025152
 6240.0| 1.030981| 0.065317| 0.000000| 0.000000| 1.030981
 6245.0| 1.053582| 0.027469| 0.000000| 0.000000| 1.053582
 6250.0| 1.053524| 0.029078| 0.000000| 0.000000| 1.053524
 6255.0| 1.015191| 0.013197| 0.000000| 0.000000| 1.015191
 6260.0| 1.023441| 0.014738| 0.000000| 0.000000| 1.023441
 6265.0| 1.065596| 0.039442| 0.000000| 0.000000| 1.065596
 6270.0| 1.084845| 0.040106| 0.000000| 0.000000| 1.084845
 6275.0| 1.071878| 0.028978| 0.000000| 0.000000| 1.071878
 6280.0| 1.078400| 0.017785| 0.000000| 0.000000| 1.078400
 6285.0| 1.126181| 0.018785| 0.000000| 0.000000| 1.126181
 6290.0| 1.136432| 0.010018| 0.000000| 0.000000| 1.136432
 6295.0| 1.116336| 0.008753| 0.000000| 0.000000| 1.116336
 6300.0| 1.128899| 0.007909| 0.000000| 0.000000| 1.128899
 6305.0| 1.146153| 0.031099| 0.000000| 0.000000| 1.146153
 6310.0| 1.174822| 0.018361| 0.000000| 0.000000| 1.174822
 6315.0| 1.172702| 0.032508| 0.000000| 0.000000| 1.172702
 6320.0| 1.185735| 0.039017| 0.000000| 0.000000| 1.185735
 6325.0| 1.203560| 0.017656| 0.000000| 0.000000| 1.203560
 6330.0| 1.211355| 0.030896| 0.000000| 0.000000| 1.211355
 6335.0| 1.208218| 0.033137| 0.000000| 0.000000| 1.208218
 6340.0| 1.217456| 0.060794| 0.000000| 0.000000| 1.217456
 6345.0| 1.242203| 0.070434| 0.000000| 0.000000| 1.242203
 6350.0| 1.249110| 0.053258| 0.000000| 0.000000| 1.249110
 6355.0| 1.202796| 0.019429| 0.000000| 0.000000| 1.202796
 6360.0| 1.169209| 0.023087| 0.000000| 0.000000| 1.169209
 6365.0| 1.173061| 0.041615| 0.000000| 0.000000| 1.173061
 6370.0| 1.180788| 0.006909| 0.000000| 0.000000| 1.180788
 6375.0| 1.151441| 0.039998| 0.000000| 0.000000| 1.151441
 6380.0| 1.090498| 0.055225| 0.000000| 0.000000| 1.090498
 6385.0| 1.094556| 0.039698| 0.000000| 0.000000| 1.094556
 6390.0| 1.119552| 0.018479| 0.000000| 0.000000| 1.119552
 6395.0| 1.150167| 0.042889| 0.000000| 0.000000| 1.150167
 6400.0| 1.170332| 0.057997| 0.000000| 0.000000| 1.170332
 6405.0| 1.201556| 0.053352| 0.000000| 0.000000| 1.201556
 6410.0| 1.216086| 0.065820| 0.000000| 0.000000| 1.216086
 6415.0| 1.219600| 0.063980| 0.000000| 0.000000| 1.219600
 6420.0| 1.212919| 0.067504| 0.000000| 0.000000| 1.212919
 6425.0| 1.225767| 0.045474| 0.000000| 0.000000| 1.225767
 6430.0| 1.227328| 0.054283| 0.000000| 0.000000| 1.227328
 6435.0| 1.219480| 0.020608| 0.000000| 0.000000| 1.219480
 6440.0| 1.218402| 0.074088| 0.000000| 0.000000| 1.218402
 6445.0| 1.266692| 0.064065| 0.000000| 0.000000| 1.266692
 6450.0| 1.244917| 0.071402| 0.000000| 0.000000| 1.244917
 6455.0| 1.259291| 0.068079| 0.000000| 0.000000| 1.259291
 6460.0| 1.214573| 0.021486| 0.000000| 0.000000| 1.214573
 6465.0| 1.236786| 0.112406| 0.000000| 0.000000| 1.236786
 6470.0| 1.290607| 0.097077| 0.000000| 0.000000| 1.290607
 6475.0| 1.310036| 0.082819| 0.000000| 0.000000| 1.310036
 6480.0| 1.322802| 0.085178| 0.000000| 0.000000| 1.322802
 6485.0| 1.300624| 0.065697| 0.000000| 0.000000| 1.300624
 6490.0| 1.232032| 0.032816| 0.000000| 0.000000| 1.232032
 6495.0| 1.173763| 0.068807| 0.000000| 0.000000| 1.173763
 6500.0| 1.261459| 0.111135| 0.000000| 0.000000| 1.261459
 6505.0| 1.324296| 0.073801| 0.000000| 0.000000| 1.324296
 6510.0| 1.337358| 0.069929| 0.000000| 0.000000| 1.337358
 6515.0| 1.353189| 0.082245| 0.000000| 0.000000| 1.353189
 6520.0| 1.373913| 0.094785| 0.000000| 0.000000| 1.373913
 6525.0| 1.395057| 0.085275| 0.000000| 0.000000| 1.395057
 6530.0| 1.382905| 0.082501| 0.000000| 0.000000| 1.382905
 6535.0| 1.377212| 0.098924| 0.000000| 0.000000| 1.377212
 6540.0| 1.388845| 0.095693| 0.000000| 0.000000| 1.388845
 6545.0| 1.378395| 0.117133| 0.000000| 0.000000| 1.378395
 6550.0| 1.364529| 0.096189| 0.000000| 0.000000| 1.364529
 6555.0| 1.341602| 0.082739| 0.000000| 0.000000| 1.341602
 6560.0| 1.313314| 0.077738| 0.000000| 0.000000| 1.313314
 6565.0| 1.311854| 0.154628| 0.000000| 0.000000| 1.311854
 6570.0| 1.316924| 0.065123| 0.000000| 0.000000| 1.316924
 6575.0| 1.336697| 0.113482| 0.000000| 0.000000| 1.336697
 6580.0| 1.374548| 0.097855| 0.000000| 0.000000| 1.374548
 6585.0| 1.378994| 0.074598| 0.000000| 0.000000| 1.378994
 6590.0| 1.350201| 0.060767| 0.000000| 0.000000| 1.350201
 6595.0| 1.344860| 0.111242| 0.000000| 0.000000| 1.344860
 6600.0| 1.372190| 0.093600| 0.000000| 0.000000| 1.372190
 6605.0| 1.353944| 0.088651| 0.000000| 0.000000| 1.353944
 6610.0| 1.352997| 0.088602| 0.000000| 0.000000| 1.352997
 6615.0| 1.364380| 0.075847| 0.000000| 0.000000| 1.364380
 6620.0| 1.357578| 0.067029| 0.000000| 0.000000| 1.357578
 6625.0| 1.338764| 0.064954| 0.000000| 0.000000| 1.338764
 6630.0| 1.322416| 0.073178| 0.000000| 0.000000| 1.322416
 6635.0| 1.323315| 0.063713| 0.000000| 0.000000| 1.323315
 6640.0| 1.325044| 0.057525| 0.000000| 0.000000| 1.325044
 6645.0| 1.304601| 0.056046| 0.000000| 0.000000| 1.304601
 6650.0| 1.295312| 0.034530| 0.000000| 0.000000| 1.295312
 6655.0| 1.284406| 0.030925| 0.000000| 0.000000| 1.284406
 6660.0| 1.252918| 0.026725| 0.000000| 0.000000| 1.252918
 6665.0| 1.255160| 0.068936| 0.000000| 0.000000| 1.255160
 6670.0| 1.274141| 0.047986| 0.000000| 0.000000| 1.274141
 6675.0| 1.247690| 0.028307| 0.000000| 0.000000| 1.247690
 6680.0| 1.217978| 0.029037| 0.000000| 0.000000| 1.217978
 6685.0| 1.235988| 0.021858| 0.000000| 0.000000| 1.235988
 6690.0| 1.246168| 0.009319| 0.000000| 0.000000| 1.246168
 6695.0| 1.233381| 0.035507| 0.000000| 0.000000| 1.233381
 6700.0| 1.244416| 0.052730| 0.000000| 0.000000| 1.244416
 6705.0| 1.256002| 0.044007| 0.000000| 0.000000| 1.256002
 6710.0| 1.220122| 0.014100| 0.000000| 0.000000| 1.220122
 6715.0| 1.147275| 0.005982| 0.000000| 0.000000| 1.147275
 6720.0| 1.164636| 0.005093| 0.000000| 0.000000| 1.164636
